 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.6744231496	0.08618015682	0.07176044918	0.0254339840118	0.0257472097956	0.0298468276763	0.0288278859563	0.0308547650331	0.0269256199671
n	0.456700572667	0.19344930694	0.156094818833	0.0289801394822	0.0280479031341	0.0324219944462	0.0310795132177	0.037305173715	0.0359205895707
e	0.263705782022	0.285031154047	0.241050721744	0.0323111121941	0.0287516275808	0.0328568728521	0.0316888286356	0.042280987742	0.0423228257529
s	0.181761730007	0.267722380349	0.301964770715	0.0354911639847	0.0335171565201	0.043383335767	0.0371089178454	0.0449181093987	0.0541323437451
p	0.143486933762	0.221850938116	0.342008018905	0.0458836949616	0.0431316575654	0.0454670439961	0.0418709948956	0.0427160463155	0.073584669809
ì	0.134396950681	0.212926980372	0.376410755635	0.0554312967539	0.0441440729831	0.0335321867856	0.0378577096864	0.0353273036711	0.0699728481728
c	0.0929418367603	0.205791829457	0.439812959212	0.066000027518	0.0498063083904	0.0290562062037	0.0330087960559	0.0292558718219	0.0543262295715
c	0.0730844216868	0.190335687819	0.440356767737	0.0891604253127	0.0676985323668	0.029212923618	0.0335949234172	0.0287389102848	0.0478173913672
e	0.0626994268623	0.151265312606	0.335933617579	0.238515098111	0.0701409217789	0.0299234126715	0.0323198135952	0.0288047749504	0.0503975924904
t	0.0526003584814	0.106235987635	0.26531109886	0.349398404704	0.074311523393	0.0329465813478	0.0344703736012	0.0303084807494	0.054417171087
s	0.0628359199278	0.112620829578	0.259172341353	0.297399900068	0.107525142131	0.0358159132806	0.0386224863031	0.0334972839663	0.0525102246089
a	0.0573258824359	0.092952064526	0.186576192118	0.304613987856	0.173509920177	0.0374858174389	0.0378003840544	0.0408514528617	0.0688843560864
o	0.0372532163146	0.0542412267687	0.102422057106	0.331803879819	0.254241488726	0.0551083226556	0.0498950507941	0.0409116879672	0.0741230406234
s	0.0286006602489	0.0392583627716	0.0680521079353	0.260144078073	0.363423257575	0.0689383137852	0.0662910288427	0.0380968785557	0.0671952472858
ò	0.022353284609	0.0314889647525	0.0519427978784	0.166513173824	0.481244117192	0.0695267904284	0.0699730405656	0.0361409048402	0.0708169323706
z	0.0182330816743	0.0243192934495	0.0396996045928	0.143144332408	0.515141759064	0.0738661308761	0.0717043233219	0.0332945300801	0.0805970449695
o	0.0181085979648	0.0224666997952	0.0369722207843	0.127705898669	0.439110127021	0.144125124559	0.078010864934	0.0382115915734	0.0952889680598
s	0.0178148721209	0.0214888081564	0.0342344651748	0.0957691770897	0.38669075234	0.20187432752	0.0920646513113	0.0464252589911	0.103637694407
p	0.0130217602576	0.0225717465081	0.0248735677183	0.0665152504632	0.37201967078	0.189079713785	0.11647419807	0.047990514897	0.147453541669
i	0.0103612181105	0.0221517691434	0.0200221962128	0.0424346414544	0.265562528927	0.25483579454	0.138533638657	0.0602675440123	0.185830665276
c	0.0101707406768	0.0157841732971	0.0198640568443	0.0412704583888	0.162785076042	0.347872110713	0.136455511086	0.0732797760708	0.192518127759
c	0.0135395823794	0.0147016058174	0.0208897694214	0.0405382203469	0.170755659147	0.300208837904	0.122709476029	0.0837480335569	0.232908802853
è	0.0140962716696	0.0135736170409	0.0200128276471	0.034695741049	0.191537826716	0.245061145301	0.149913143876	0.0900688230523	0.241040554384
t	0.0120153050163	0.0149525308503	0.0201006160957	0.0364087398563	0.175559295172	0.2812058273	0.178270126359	0.0993938936841	0.182093562628
s	0.0116150254286	0.0229104837234	0.0193656350252	0.0338300613254	0.197350579724	0.248633188493	0.158787224346	0.131279587495	0.176228065009
i	0.008730915073	0.0209892101111	0.0145187328151	0.0219279503418	0.155033458135	0.168350514624	0.197887508209	0.197084365165	0.215477249803
t	0.00746587192567	0.0145222070024	0.0139787526044	0.0189225176486	0.0790155154717	0.158780631275	0.23455295967	0.244271053055	0.228490522134
s	0.00760987764016	0.0327928240044	0.0194766726288	0.0204004587375	0.0676557921106	0.151342493805	0.218762897757	0.248639923018	0.233319125111
e	0.00648190468099	0.0354101677651	0.0183754305043	0.0153597836858	0.0445814499302	0.101043542362	0.223784391852	0.287846851673	0.267116538237
g	0.00614506447453	0.0168421512437	0.0131008489814	0.0126595375839	0.0297240852101	0.090783809134	0.202955936057	0.344456341891	0.283332282412
r	0.00505205953724	0.0120153994586	0.0099934053138	0.0104376166566	0.0326748513234	0.093264242498	0.174599980239	0.40990357863	0.252058905117
à	0.00400997721261	0.00963035330353	0.00821333299393	0.00768650661487	0.0260883089478	0.0660579085193	0.177827520393	0.466500531543	0.233985603352
t	0.00483121113154	0.00729007166784	0.00804621495798	0.00794090372696	0.0199086946159	0.0731324887064	0.175500476731	0.468089824514	0.235260138451
s	0.00428893887118	0.0195675428719	0.00793723772666	0.00787307080899	0.0279913119853	0.0785243403068	0.161930697277	0.441363570171	0.250523334817
i	0.00419320786706	0.0244440182666	0.00890050926555	0.00709938988033	0.0268036846484	0.0456712246803	0.142968060992	0.399053372724	0.340866546272
</S>	0.00492106703553	0.0161023237833	0.00940426118278	0.00663566871517	0.0185451830642	0.0319566796002	0.126812515096	0.368366356362	0.417255917136
