 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.741406617	0.07201978557	0.0368151883196	0.0342051683596	0.038310547052	0.0407059859	0.0365367082501
i	0.585699585	0.20297694099	0.0403086017522	0.0374432865821	0.0425793884655	0.0489882654397	0.0420038924303
k	0.376315815	0.35346535033	0.0583745665131	0.0527308769157	0.0478685649727	0.0548613552561	0.056383458351
à	0.2506436654	0.458085426777	0.076540604731	0.0572016972049	0.0472606524182	0.0493362152428	0.0609317742962
n	0.173807732667	0.544661576259	0.096240099737	0.050533066828	0.0395662040314	0.0390199206565	0.0561713930066
n	0.149099219489	0.491014442753	0.156396375646	0.061525679616	0.0409150113651	0.0370289302407	0.0640203905483
i	0.136192202996	0.369425215784	0.247473374949	0.083938581212	0.039151788751	0.0404641879572	0.0833548087498
e	0.0850628884387	0.232677590061	0.363584472316	0.147002396084	0.0321742427597	0.0420342478004	0.0974643242245
A	0.0457044307129	0.118582467607	0.435256893172	0.200322087561	0.0550329638432	0.0514298044253	0.0936714055117
n	0.0268879966376	0.082342990789	0.415818211057	0.232963380387	0.0738784089544	0.0597665520275	0.108342429135
n	0.0246876676859	0.058842098463	0.380521604886	0.265922200129	0.0667262774515	0.0801595502812	0.123140504667
a	0.0237576784353	0.0357940345117	0.281284108027	0.354478049403	0.0711641814838	0.133148863607	0.100372973092
o	0.0202613592526	0.0277339205991	0.158284034204	0.422129384141	0.0992371998279	0.189813674299	0.0825403649301
s	0.0372611430004	0.0355285403389	0.107881273632	0.332934527427	0.199166899276	0.208584141426	0.0786434669567
à	0.0395780299817	0.038081384025	0.0880254692013	0.245335956929	0.309225062425	0.207312089369	0.0724420851989
m	0.0205394732195	0.0284836189679	0.0800103534791	0.198110155743	0.385535695475	0.224518563056	0.0628022146263
b	0.0139370792917	0.0208254752376	0.0666649196447	0.155755266174	0.448478921158	0.224943626321	0.0693947773208
a	0.0131988612408	0.0164493544189	0.0500227192255	0.129864839858	0.397113176186	0.276426306743	0.116924812119
p	0.0115133158979	0.0136072261331	0.0387208773308	0.0917438942193	0.273426831595	0.394777586914	0.17621030804
o	0.0110594048923	0.0124417710278	0.0336176079665	0.0654889615468	0.178130323198	0.477870714305	0.221391154013
r	0.0102109100625	0.0111755647889	0.0285011684671	0.0501257379386	0.129343284979	0.537832198102	0.232810985338
n	0.00622647249917	0.0067067411503	0.020357860567	0.0376431929422	0.153776908106	0.557056646034	0.218232097113
ò	0.00656218023332	0.00726345374877	0.0207932578463	0.0437503049063	0.146012772769	0.519522683345	0.256095375704
</S>	0.00867553355756	0.00991384586538	0.0260541374382	0.0514072648415	0.107012876284	0.495506972672	0.301429427852
