 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.593483189	0.1910076916	0.0267622834856	0.0203829676617	0.0195891043521	0.0192780177623	0.0195947638073	0.0200645745647	0.0208768486781	0.020910255695	0.0229044468066	0.0251457956459
m	0.485100626333	0.244713914667	0.0497619638743	0.024097616081	0.0222960714867	0.0207165850479	0.0214433257993	0.0223589229413	0.0225745610939	0.0242948418066	0.028887917968	0.0337535926649
a	0.375594950111	0.316044158622	0.0626178090048	0.0271378290135	0.0243909893008	0.0224449379186	0.023312281235	0.0243306235901	0.0244837335696	0.0278349533305	0.0336638259948	0.0381439137454
r	0.249639668837	0.412425069941	0.0749868773149	0.028944446421	0.0267040335255	0.0233000622167	0.0249470560036	0.0250418705257	0.0250954100961	0.0279953657643	0.0344218830028	0.0464983021156
ì	0.165435457346	0.447004157714	0.125641742038	0.031097621417	0.0286972426066	0.0224794189981	0.0260463265595	0.0241257984237	0.0228966069385	0.0256868860745	0.0306152902985	0.0502734815204
o	0.097163866782	0.417378943971	0.225051468013	0.043878564109	0.0279816847523	0.0228544067279	0.0256323289096	0.0235266900081	0.0225000652091	0.0247886224051	0.0270505836661	0.0421928239162
t	0.068418414394	0.290276734324	0.339639873338	0.0615212343297	0.0332182232361	0.0282178305612	0.0260910567749	0.0259224651089	0.0244722492726	0.0265501347205	0.0294994944844	0.0461723424232
è	0.0572690838647	0.193983022775	0.419488537379	0.0831181375099	0.0355123776867	0.0285850992862	0.0258115053876	0.0273095897641	0.023699844315	0.0267784944167	0.0286784400682	0.0497658573495
l	0.0488047593882	0.145914201925	0.454880395126	0.106460840837	0.0451758373302	0.0313245527467	0.0255400726802	0.0258361299823	0.0212611879971	0.0245163002166	0.0257688738024	0.0445167871613
i	0.0446952531781	0.099811159175	0.379386682442	0.221460847879	0.0564807351834	0.0392816720451	0.0248176292058	0.0237662555274	0.0203419986892	0.0224243845028	0.0245296038833	0.0430036921322
f	0.0430706495447	0.064399675545	0.293504615147	0.291451864893	0.0994275323745	0.0487186375457	0.0237668119841	0.0239688078232	0.0214934245113	0.0229757945825	0.0251448580996	0.0420772212165
a	0.0407691276816	0.048748869215	0.222721311716	0.309038431298	0.143580447591	0.0547485631086	0.0244074180567	0.0242939865025	0.0214006018034	0.0225220640072	0.0253588378411	0.0624102852368
m	0.0372113412305	0.0379043010917	0.133481731705	0.307419578433	0.212717137997	0.0686430761229	0.0270210844056	0.0265588202041	0.0214743831609	0.0263078479075	0.0293788975203	0.0718817597182
