 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.558778424	0.0779159739163	0.0374710321805	0.0259914238873	0.0241045399922	0.0237314271476	0.022486973598	0.0200852331746	0.0213230973876	0.0188142258984	0.0261399816271	0.0205826414389	0.0196485878972	0.0205131613559	0.0208933374534	0.0232640791715	0.0382558215258
ò	0.504410637467	0.124483525832	0.0429881113516	0.0274465572477	0.024939091685	0.0246075815959	0.0227554281855	0.0198864969693	0.0217221980625	0.0183439200069	0.0258234782269	0.0205679398389	0.0194871016064	0.020958980885	0.0208457268253	0.0223310206924	0.038402241188
t	0.457172870689	0.183218580611	0.0550742821279	0.0286581276654	0.0250806239618	0.0264937530531	0.0216201479181	0.0195773336894	0.022015959295	0.016575961601	0.0236104066945	0.0194737417788	0.0180240047756	0.0197302232471	0.0183150236145	0.0200095737579	0.0253494792342
t	0.356191149563	0.195472842666	0.0890619306066	0.0395663239415	0.0327450320752	0.0350976213345	0.0252321673885	0.0224210948786	0.0289705867153	0.0183155920679	0.0304936839772	0.0216234365801	0.0196666244691	0.0228892495582	0.0197067888577	0.0216730529682	0.0208728865746
e	0.273220134321	0.254427591751	0.0913096558195	0.0403061744018	0.0340869237868	0.0357435668113	0.0266471706619	0.0237661474569	0.0301933135444	0.0213647007977	0.0319572647322	0.0226975529864	0.0213629768949	0.0243648524408	0.0217190555642	0.0239658448985	0.0228671006322
j	0.191250541574	0.329340293717	0.0705980414798	0.0454543452557	0.03637357973	0.0342397401922	0.0295070493715	0.0259536379312	0.0304439845408	0.0232840936429	0.0352372374578	0.023906685876	0.0226136176153	0.0249404169156	0.0222427976528	0.0247251456368	0.0298888159954
è	0.147040991991	0.393887815506	0.0711900501599	0.0479408098609	0.0351437230811	0.0304461006813	0.0274073529773	0.0234850712678	0.0286095626389	0.0208639518647	0.0356603072751	0.0213581841064	0.0213209510609	0.0232060887473	0.0192983998404	0.0214544694009	0.0316862013442
n	0.123259182664	0.434674576302	0.10659854752	0.0470400706864	0.0297133921023	0.0265934364515	0.0248303237388	0.0219106780372	0.0245959157925	0.0184491834276	0.0291295722684	0.0174598379899	0.0182198652247	0.0191612193971	0.0158821655751	0.0174565517212	0.0250255239873
n	0.118883577821	0.369143450434	0.14616536224	0.0595365838677	0.0342032808529	0.0312763491561	0.0307941695822	0.0278326416991	0.0284710028167	0.0202771713415	0.0291635864299	0.0174001343369	0.0169337110119	0.0181699382076	0.0156533917021	0.0158663919892	0.0202292371099
o	0.099056140387	0.337512554678	0.177842207413	0.0668406620083	0.0385304472198	0.0316555684159	0.0312347469304	0.0286601928738	0.0281899157095	0.0219320148177	0.0298459366496	0.0180929533635	0.0176919702109	0.0184438318872	0.0167490399567	0.0167875759806	0.0209342280039
m	0.060811358529	0.293107292493	0.232523240204	0.0591762567294	0.037369552639	0.0340063602805	0.0299275088684	0.0276235512879	0.0288562298803	0.0240112232128	0.0337306236614	0.0211097993987	0.0201779470725	0.0199024382104	0.0180316149831	0.0217377596379	0.037897279745
e	0.045015152423	0.193539248164	0.322237351068	0.0692866620498	0.038334543497	0.035584470997	0.0303847674811	0.0280923922781	0.0297001888069	0.0253579907116	0.0353771309213	0.0220015992098	0.0207576029214	0.0198942622839	0.0179659991698	0.0227777676101	0.0436928562225
v	0.0397380334943	0.127710884055	0.377747697689	0.0894781649166	0.042041318083	0.0354378993491	0.0344836948872	0.0338714176809	0.0297786227865	0.0261915553121	0.0334435474781	0.0208201693722	0.0198392627286	0.0184477699306	0.0164768985238	0.0196710833971	0.0348219303767
è	0.0385698434914	0.106453013085	0.351257005296	0.143944662239	0.047066888861	0.035684798253	0.03445182155	0.0334211379626	0.0289150175496	0.024346940631	0.0349583292654	0.0189236728731	0.0192723174278	0.017165020314	0.0144692183488	0.0174774832156	0.0336227661293
k	0.0360166094038	0.098577517495	0.356007276965	0.191904381546	0.046835944087	0.0306993491543	0.0285265443648	0.0264609472493	0.0247412257934	0.0204101675064	0.0332857049736	0.0164549391212	0.017107956638	0.0148665058182	0.0127309307428	0.0152725816046	0.0301013522656
k	0.0362781772813	0.0929208552983	0.385557368855	0.160877105649	0.0414308131317	0.0335627418814	0.032337455311	0.0314612304587	0.0277798334473	0.0221515718121	0.0294515394002	0.0178494839316	0.0167150908016	0.0145038948541	0.013961300783	0.0154446182489	0.0277169662058
i	0.0363938567604	0.0777960426528	0.329933391418	0.203016292483	0.0528607057132	0.0391086325238	0.0362537877022	0.035072699249	0.0303486354069	0.0251091925288	0.0283198347542	0.0182930113748	0.0170447203016	0.014768242573	0.0144953196301	0.0151273924271	0.0260583649598
a	0.0277363246201	0.0506182421043	0.227274712206	0.288247360161	0.0912997297711	0.0477571091079	0.0372101797825	0.0338818910276	0.0307494909905	0.0271102804545	0.0289702351387	0.0177716332045	0.0174729530598	0.0185256234107	0.0155739252195	0.0147120427364	0.0250884054323
p	0.0244803254367	0.0373014543788	0.157806370935	0.30252904872	0.11246578499	0.0640009499026	0.0429050198152	0.0397569852301	0.0343715139195	0.0285874700313	0.0305162035062	0.0197976785396	0.0201171737677	0.0218191928719	0.0166924246157	0.0160188776587	0.0308336497674
u	0.0256574677776	0.0337005335236	0.110172560912	0.294031310907	0.149419601863	0.0767363465009	0.0456095507651	0.0407741112867	0.033277714063	0.0278401731238	0.0291933575495	0.0198282618111	0.0216166526315	0.0229028483407	0.016961512589	0.016841314792	0.0354367701279
l	0.0241037761945	0.0295897939505	0.0834749216373	0.279704234969	0.174500235754	0.092569138367	0.048143752835	0.0409270675456	0.0305764204973	0.0270160081968	0.0270060900555	0.0194234572545	0.0225355983801	0.026136332214	0.0198850554242	0.0185101369598	0.0358980138526
ò	0.0204827470982	0.0241082300728	0.0677656601458	0.259120616056	0.188725764318	0.118243615122	0.0501441754917	0.0407258616352	0.0327411832609	0.027414919906	0.0290508330015	0.0196717216414	0.0234424938919	0.0239199313836	0.0188232638876	0.0190959584062	0.0365230305037
t	0.0149817865794	0.0178389358796	0.0658454252486	0.245935141752	0.193427078773	0.143288557774	0.0473603116439	0.0322067530184	0.0305880579134	0.0244277377197	0.0316791809391	0.0221556513185	0.0236628949354	0.0185719988399	0.0184437216523	0.0232997107315	0.0462871028904
o	0.0168906555958	0.0197753219579	0.0643269857495	0.213206193317	0.197750486124	0.148800414258	0.053832013148	0.0320392947595	0.0285512661625	0.0266802662146	0.0302214227264	0.0249274892462	0.0263297486118	0.0200652689814	0.0209436268104	0.0263955265608	0.0492640670776
s	0.0176218464213	0.0204694609926	0.0443996044498	0.178222663372	0.215020270108	0.151054411886	0.0676444065827	0.0369982118198	0.0324207291875	0.0316945891435	0.0291792683633	0.0272506869477	0.0285026814432	0.0224847606319	0.0215227366883	0.0277235410735	0.0477901593968
p	0.0168050307751	0.0146873023882	0.0411888253499	0.158407280524	0.188313614103	0.171444338762	0.0747973275276	0.0405162759493	0.0423612481645	0.0312758807295	0.0325259950005	0.0300057300087	0.030756023985	0.0243405540528	0.0223126519505	0.0289492966946	0.0513126603971
ì	0.017729514273	0.0155295243561	0.04071538605	0.149536148708	0.184169940634	0.188709944587	0.0739610442425	0.0402427322924	0.0472713247102	0.0325593228582	0.0343167486483	0.0280233928601	0.0311154250666	0.026187416777	0.0205419008083	0.0229848795179	0.0464053654584
t	0.0133019711377	0.0147405858427	0.0343230927833	0.151051747369	0.180164470811	0.191221228196	0.0807938622808	0.0431284132308	0.0425803360834	0.0322821114927	0.0353750677134	0.0304584417412	0.0292427433262	0.0239433812803	0.0215770220249	0.0237574810064	0.0520580023324
i	0.0142630844126	0.0157632747629	0.0309469144011	0.11948879579	0.163763918604	0.179642409732	0.0985524904936	0.0545950887436	0.0440523620745	0.0395137721909	0.0331625147165	0.0362765622449	0.034292183109	0.0274492656906	0.0251204830371	0.0264112098015	0.0567056205475
