 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.6869183414	0.0884599314706	0.032220348567	0.0309377663104	0.0306137083163	0.031241259855	0.0322408391967	0.0343969416666	0.0329709117214
s	0.598183470067	0.163812636577	0.03349456287	0.0313249718467	0.0310324617668	0.0312803537802	0.0325031737693	0.0368252291288	0.0415432518063
o	0.539777753689	0.213528540726	0.035338242422	0.0328903799253	0.0316088366453	0.0312862029984	0.0324451178137	0.0374692071275	0.0456558133301
t	0.428888193563	0.268419375442	0.0400610649793	0.0372293791462	0.036608500102	0.0409691062992	0.0435026308698	0.0443401079984	0.0599815866441
r	0.371246209854	0.320104598481	0.0403903928498	0.0362445027057	0.0368841541991	0.0431587073487	0.0458575582252	0.0433330346075	0.0627807659722
a	0.384179425951	0.34300449616	0.0427898291533	0.0345021957442	0.0332554777669	0.0353605889198	0.0368566375454	0.0392614154406	0.0507899589669
ù	0.276191486917	0.433996622053	0.0607668983778	0.0351785933301	0.0341856560332	0.0357258387226	0.0361459364475	0.0385842325093	0.0492247927551
d	0.174254064572	0.450244946284	0.128760970326	0.0449700330707	0.036495914095	0.0410274664352	0.0378612842943	0.0354021473007	0.0509832625336
i	0.116414396644	0.336567477295	0.264235895042	0.0692837393302	0.0389532360428	0.0418179983955	0.0380818132981	0.0385562755129	0.0560892500739
è	0.0915721533613	0.228577734365	0.397787956614	0.0887158902367	0.037649240439	0.0355857035675	0.0339092777808	0.0353219546145	0.0508801075478
n	0.0784300787738	0.172583474722	0.451456300871	0.115822805912	0.038457335874	0.0325027469727	0.0308968108158	0.0302943621619	0.0495560588215
g	0.0695598769646	0.130532129507	0.362655938957	0.206320853704	0.063069363196	0.0452521308471	0.0358062504829	0.031112322245	0.0556910639055
r	0.0546391744002	0.096864642169	0.278440588319	0.319424736568	0.0796938112653	0.0501131720569	0.0372093471836	0.0310493690599	0.0525650986539
a	0.0478578334141	0.0747957001897	0.24822320844	0.365996721789	0.110495481575	0.0401194079532	0.0312357404965	0.0301020874817	0.0511738387263
m	0.0411769919067	0.0567715990232	0.17764844268	0.393782362863	0.154631112392	0.0478277181777	0.0404650204208	0.0318040004397	0.0558927849646
m	0.0383617835022	0.0525379743011	0.129048907093	0.419420994954	0.145395557131	0.0617982499399	0.0491889137183	0.0356286551122	0.0686189124529
è	0.0364717783794	0.0503777269004	0.114145275231	0.376284968585	0.18396470191	0.073313097174	0.0416696812574	0.0326864384737	0.0910862498835
n	0.0324653528531	0.0434725339001	0.12171936701	0.314453379795	0.251100375437	0.083260020018	0.0347694493458	0.0282155728999	0.0905438704084
o	0.029770335443	0.0356775179334	0.101480927937	0.235382779132	0.288643807812	0.151020114033	0.0482504570819	0.0309681150606	0.0788059118279
p	0.0270953364137	0.0301462597711	0.060096194539	0.177024771577	0.300061069937	0.217579357011	0.073155983894	0.0313445464462	0.0834964896628
u	0.0245551110386	0.027255445577	0.0430243176063	0.153481914992	0.275950246379	0.239914103604	0.121038655898	0.0304024135174	0.0843778158276
s	0.0182379655155	0.0208714994097	0.0297045109728	0.119518546131	0.277468004193	0.263253602535	0.145642112966	0.0335791789078	0.0917246304292
s	0.0177811276558	0.0196695969406	0.0241073597349	0.131985132444	0.253010311464	0.280348858712	0.118994903322	0.0373937577846	0.11670897951
è	0.0182695371053	0.0198381515935	0.0247039387783	0.113792437648	0.186285791755	0.320373232504	0.154692617441	0.0438267110015	0.11821760131
n	0.0162765985384	0.0186427359045	0.0286390014394	0.076452732316	0.167648691452	0.329569502968	0.185642018814	0.0457670008605	0.131361769209
a	0.0146661151881	0.0163194810395	0.0252153199398	0.058831153372	0.137460845351	0.266837385589	0.242289820605	0.0903763335868	0.148003623302
p	0.0141767337414	0.0154508611112	0.0177188267599	0.044159469524	0.102836275184	0.220000148463	0.301411645535	0.122243708829	0.162002336167
o	0.0136800688871	0.0149588690131	0.0152723579173	0.0391052977413	0.0871998509947	0.182641099621	0.301001623512	0.166902733243	0.179238066189
è	0.00977696696103	0.0109714736537	0.0119406962764	0.0289307320138	0.0549950454649	0.141461524207	0.328181286504	0.249339867881	0.16440246615
t	0.00799246772168	0.00990463077123	0.0115780858715	0.0288217619646	0.0522006059683	0.153192473336	0.333299260501	0.267019015527	0.135991783603
a	0.00782503666589	0.00939650296441	0.0110881642125	0.0251902705189	0.0448791461161	0.125618587779	0.291034587967	0.305705386276	0.179262351868
d	0.00729770697343	0.00842439424714	0.00972634872817	0.0211244764876	0.031481996712	0.0737527530597	0.246992805922	0.366730921425	0.234468613956
i	0.00707040489061	0.00795166997311	0.00899422531112	0.0196677159572	0.0264212232907	0.0532444727866	0.206423746907	0.396843251142	0.273383341319
k	0.0079102302522	0.00869922298997	0.00939882964171	0.0196686718831	0.0240542109209	0.0403034070889	0.177866468502	0.427376573714	0.28472242444
ò	0.0076641127774	0.00831212764052	0.0089382236411	0.0191847377484	0.0246382237363	0.0396732055896	0.161118358167	0.434203237238	0.296267788147
m	0.00625276127991	0.00724734875751	0.010027601356	0.0231237723108	0.0270548286241	0.0466905832765	0.140702139722	0.431402154413	0.307498846716
m	0.00518996591368	0.00672391410244	0.0105646797265	0.0256195151229	0.0258324816214	0.0441241245988	0.165781611107	0.440809896138	0.275353842172
a	0.0100536695736	0.00656927907175	0.00847782309623	0.017349964522	0.0190481291818	0.0306541686929	0.150490766636	0.418886888713	0.338469264657
</S>	0.0153693958379	0.00728942757737	0.00847236349651	0.0143825476345	0.0184462259529	0.0275460693965	0.110262411518	0.396737504357	0.401493944328
