 	ho	finito	di	scrivere	</S>
s	0.679018636	0.16499410095	0.0477000913112	0.0558541454147	0.0524330368291
p	0.599321896667	0.18638206745	0.0595790034371	0.0729037726552	0.0818132725855
ì	0.445278138889	0.328499401617	0.0651944057924	0.0717011910262	0.0893268732363
c	0.318288192963	0.500587905872	0.0654023232975	0.0522283971665	0.0634932301187
c	0.330040564521	0.462049799291	0.0953320815862	0.0494101727028	0.0631674005687
e	0.302665269307	0.35632876843	0.201231379749	0.0514322586589	0.0883423533016
t	0.197745368102	0.369029074143	0.28538808765	0.053232461677	0.0946050677099
s	0.184385556101	0.350581712048	0.305075998017	0.0622182607963	0.09773852077
a	0.139571827874	0.228238556816	0.411715798939	0.101880789389	0.11859309747
à	0.0678205565247	0.124405096565	0.52897003938	0.15315366813	0.125650698223
t	0.0361413820082	0.109895650348	0.520300558727	0.182988817177	0.150673583474
s	0.0698984396227	0.0994401746493	0.410725876909	0.191415794659	0.228519724758
e	0.0787742459422	0.0596645645564	0.256890801576	0.276633094486	0.328037312519
g	0.0333044290907	0.0325849576855	0.164154962732	0.434028044162	0.335927628173
r	0.0196002939256	0.0233942320552	0.125340930111	0.563742920721	0.267921666518
à	0.0159159363019	0.0180955187851	0.0828009057703	0.61780043424	0.265387189966
t	0.011794364254	0.0137689242884	0.0641453934568	0.58290531408	0.327386020655
s	0.0235587631313	0.0138320817561	0.0676334315523	0.515160536027	0.379815229818
i	0.0294344535238	0.0266889337187	0.0722386308508	0.425491755676	0.446146232206
</S>	0.0207639496619	0.0372221996594	0.0713197354254	0.376866658338	0.493827460103
