 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.593855746	0.111415589228	0.052399919995	0.0436466409042	0.0414895959901	0.0449273366817	0.0597761710076	0.0524888960192
t	0.515852958667	0.177788220116	0.0527725408166	0.0625609461775	0.0363049918706	0.0428520406256	0.0591763513745	0.0526918895654
e	0.516943370556	0.185823195539	0.0525336577347	0.0683233372896	0.0347780794177	0.03887942303	0.0493505613715	0.0533683983578
l	0.500013324519	0.213062787306	0.0698511606207	0.0500961033537	0.034367504104	0.0369785443034	0.0442396098472	0.0513909019184
a	0.437853528573	0.265609221362	0.0784975880696	0.0439756726579	0.0341225171243	0.0358209776465	0.0409678883277	0.0631525654843
e	0.315730562058	0.320335298854	0.114728439173	0.052619526226	0.0368296216604	0.0405594648156	0.0416976052884	0.0774995252267
M	0.175287505753	0.324935639271	0.163774383994	0.108247170642	0.0408916517935	0.0611232422035	0.0488671851603	0.0768732965849
a	0.129187177518	0.311158632344	0.151402381401	0.153434326981	0.0475940547045	0.0675129055822	0.0523250733078	0.0873855651914
r	0.0904408613727	0.303015650808	0.154313824382	0.188299806394	0.0488560071148	0.0548151588501	0.0546468510529	0.1056118721
ì	0.0877521149909	0.308339759229	0.174054780309	0.189335312131	0.0418754168516	0.0446836137947	0.052277813171	0.101681092203
a	0.0952285454236	0.314439140743	0.19063446557	0.18802210431	0.0478866154172	0.0397701117762	0.039219992397	0.0847989250363
à	0.0746320355879	0.226867985161	0.226597837323	0.22397442397	0.0813914549391	0.0454506203454	0.0290745674523	0.0920109856274
v	0.0588765107626	0.164342801234	0.199383603841	0.25998877879	0.122428662446	0.0578536915351	0.0363154806108	0.100810421141
v	0.0841318753675	0.117396881511	0.15312838968	0.282960518797	0.142348996215	0.0730427623117	0.0493104298743	0.097680147179
r	0.114634882718	0.078796588379	0.125990274593	0.284985165599	0.168388053605	0.0821590457706	0.0427030155488	0.10234297158
i	0.088711410144	0.053837301057	0.0786627915177	0.243768835333	0.228692327202	0.124209045657	0.0421427342629	0.139975537347
n	0.0587731328173	0.0545164163317	0.0552970290459	0.159866806978	0.296450768934	0.164835435352	0.044174290501	0.166086052416
a	0.0432043459764	0.0495922529119	0.039552825882	0.100713967486	0.288127784645	0.192662504384	0.0737305030137	0.212415764172
r	0.0268206399401	0.0314852473193	0.027607888814	0.0766947658553	0.240275391348	0.245687190261	0.112315958538	0.239112831057
t	0.0298775131707	0.0260552054851	0.0260350580447	0.0769838710851	0.206972627629	0.28482683142	0.122442376446	0.226806439952
i	0.0245007737169	0.0155922657824	0.0175587842282	0.0527751157637	0.13466573079	0.27477528594	0.195144185215	0.284987893651
s	0.0127985179323	0.0110904209275	0.0112675710927	0.0371293683232	0.0872004401967	0.287617051447	0.267222361405	0.285674247684
e	0.00864817527743	0.00874979869317	0.00852515748757	0.0297085371627	0.0699469210589	0.252180907016	0.363679285802	0.258561109361
m	0.0110016298391	0.0167901152837	0.0120891283864	0.0262855278959	0.0500211852863	0.202819827805	0.399369505934	0.28162297912
è	0.0126518409464	0.0218053694899	0.0215465825393	0.0281122743146	0.0433347300554	0.179658819735	0.401032477978	0.291857888107
n	0.0126745560421	0.0144523624366	0.0221849597398	0.0235372360409	0.0408713197651	0.154462337445	0.467479379326	0.264337901102
a	0.011954237094	0.00997601115887	0.0142464339293	0.0189759915267	0.0318830830914	0.135041581348	0.519531805775	0.258390902367
</S>	0.009082343277	0.00626409269944	0.00828077600865	0.013141513673	0.0208617959102	0.095756047974	0.562251634887	0.284361839183
