 	Valeria	legge	il	giornale	</S>
e	0.724309821	0.0961965749	0.061152007717	0.0580381382307	0.0603035152885
V	0.700939981667	0.122212052833	0.0568248745463	0.051924694165	0.0680984355886
a	0.651778267889	0.167342355744	0.0561176105432	0.0496805187366	0.0750812281673
l	0.587516009963	0.205693663115	0.0755575109195	0.0549291565686	0.0763036211177
è	0.456895001321	0.336444617705	0.0795497169465	0.0537430722562	0.0733675409335
r	0.36266446444	0.444391575235	0.0672419441555	0.0488722742684	0.0768296434398
i	0.287154554147	0.514340827078	0.0667428426652	0.0475483618778	0.0842133464175
a	0.189353548849	0.566067603693	0.108092871142	0.0480817909401	0.088404200777
m	0.14102067495	0.489801825231	0.201168409781	0.0689162474384	0.0990929157293
e	0.120281088383	0.347489981744	0.330037494994	0.0886271161683	0.11356439919
l	0.104966288528	0.283054607048	0.363051018331	0.108658604765	0.140269478477
e	0.0857571484827	0.224790621483	0.395755959444	0.126886058956	0.166810173692
t	0.0680887103142	0.141689401361	0.456093359148	0.152095154286	0.182033348564
à	0.0627920154847	0.125463359987	0.454497935716	0.171125586662	0.186121084121
o	0.0394814589129	0.0954731221357	0.477003112039	0.203657414121	0.184384894574
g	0.0297259412756	0.0543269417186	0.434557182546	0.255882730574	0.225507203258
i	0.0334133822153	0.0494371434009	0.322336086369	0.340629834858	0.254183515486
o	0.0355890714766	0.0481104324103	0.218921362916	0.438258248286	0.259120857762
r	0.0284145961582	0.0319472830148	0.145962172379	0.519813516095	0.273862442054
n	0.0193035481647	0.0181804981763	0.117956040926	0.547847639365	0.296712245818
à	0.01541320713	0.0185022050168	0.142668556042	0.502953892455	0.320462086273
l	0.0145751228728	0.0179183518136	0.134670178747	0.518076770152	0.314759556424
e	0.0141696870256	0.0144463101899	0.101339901316	0.471346262051	0.398697861808
</S>	0.0146059185623	0.0151409732849	0.092695208158	0.391738074025	0.485819864904
