 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.640898716	0.19213649084	0.033380334237	0.0318433111869	0.0308169883016	0.0336651697833	0.0372589803843
g	0.50321794	0.271185081907	0.0453010552903	0.0471632989476	0.0327119165716	0.042351072045	0.0580696258771
e	0.390173112667	0.345231979529	0.0546332575968	0.0577699445779	0.0349759232662	0.0460521503151	0.0711636620718
n	0.295384478889	0.380559491843	0.0643189112989	0.0679448932546	0.040069919761	0.0544058410664	0.097316512901
i	0.225889396296	0.398881276614	0.0945743017663	0.0715846238182	0.0405339278307	0.0572674295161	0.111269075798
t	0.193072296632	0.378292397938	0.115261581589	0.0824185304061	0.0479818795406	0.0544273685984	0.128545854608
ò	0.171524177344	0.334910108113	0.16331893173	0.0916716874687	0.0488705560849	0.0528764117646	0.136828087928
r	0.139095315715	0.342338786438	0.215985578777	0.110495573156	0.0441182334996	0.0431623586513	0.104804194189
u	0.100680683005	0.271061621146	0.289607026259	0.158572601052	0.0439034590599	0.0356086329516	0.100565949869
e	0.0855050272317	0.175463122249	0.327963914686	0.205169865951	0.0681311124133	0.038411225135	0.0993557010347
n	0.0843402867739	0.11495165993	0.242684356829	0.225789003584	0.139890366138	0.059137569293	0.13320666716
è	0.085732683358	0.11672194609	0.169902643943	0.215209991195	0.176997553379	0.073106459031	0.162328642947
n	0.0847356855553	0.119161260183	0.143543203114	0.226861280732	0.200516860193	0.0670701713437	0.158111486589
u	0.0682416336211	0.0837415887477	0.127064421771	0.217134927244	0.233526323131	0.102998685248	0.167292378576
s	0.0532947357637	0.0530934317399	0.0864122997237	0.170323650415	0.29975331571	0.170739738416	0.166382832325
s	0.0545543550712	0.0322286174706	0.0443011689746	0.144667038738	0.372872715903	0.178287785605	0.173088371842
c	0.0451787440797	0.0230014564855	0.0307473428182	0.147791991419	0.325986185968	0.197326898002	0.229967427461
e	0.0240681331492	0.0169781218638	0.0245637958461	0.116581142846	0.251428110389	0.272059656001	0.294321044467
r	0.0161249516231	0.0140161737799	0.020911302106	0.0646857977887	0.24815642773	0.297397235334	0.338708133222
r	0.0104507326759	0.00907381707457	0.013185218636	0.0490730715762	0.261501483757	0.319159871245	0.337555828807
è	0.00806038947237	0.0106648014995	0.0157623077613	0.0389445680541	0.237447681579	0.383006301215	0.306113911302
t	0.00868928468632	0.0126081759191	0.0175973966264	0.02860643392	0.211610060406	0.390488387472	0.330400198801
s	0.0117739993648	0.00894797234383	0.0136616275455	0.0465445139533	0.193749737202	0.366371900224	0.358950218334
u	0.0128116744363	0.00783709684541	0.0154327208872	0.0466750768911	0.128578389034	0.417978889408	0.370686094178
m	0.0104914998488	0.00696303658514	0.0117309058164	0.0263090493304	0.0900697013113	0.483113251136	0.371322565659
e	0.00963192789027	0.00700370363658	0.00972365768413	0.0196147623875	0.0753801721038	0.507571349712	0.371074479486
m	0.0102844588501	0.00698337177106	0.00872875900004	0.0159012564685	0.0632247377679	0.497362875904	0.397514595829
à	0.01105029233	0.010871047924	0.01510593991	0.0185836804382	0.069865900656	0.458376143968	0.416147035276
i	0.0115693248475	0.0152692953113	0.0217754847507	0.0191708438994	0.0554723873987	0.425950918656	0.450791735092
</S>	0.012820829611	0.0149866776902	0.0189735991294	0.0178543324397	0.0468031782694	0.408258121328	0.480303250546
