 	tu	le	hai	cucinati	le	verdure	</S>
e	0.5278879383	0.2965227842	0.03471041469	0.0362690786836	0.0319251233463	0.0340719540113	0.0386128119305
s	0.358537466633	0.429734468733	0.0460760850833	0.0456727775969	0.0353609249087	0.033286544756	0.0513318495602
ù	0.222418883211	0.520766052911	0.0760342631611	0.0535125031583	0.0371316658307	0.0309189941829	0.0592176764258
t	0.123238524137	0.54914822897	0.124603020854	0.0600437499788	0.0445781306849	0.0349911669275	0.0633971832751
a	0.079570650979	0.413505107457	0.264537937751	0.0825587277263	0.0435509874868	0.0349966405741	0.0812799464057
m	0.056116227793	0.244633025952	0.337184867184	0.145326778375	0.0622152587139	0.044030491026	0.110493299563
à	0.0415819813977	0.143608950317	0.339586856328	0.241823222792	0.0760688576246	0.0484693920841	0.10886065869
r	0.0395722418259	0.0951921425057	0.369799870709	0.296577677597	0.0616337259215	0.0371748229882	0.100049459747
e	0.041293873482	0.0734430413352	0.303289144456	0.295195922799	0.110561741887	0.0423525535194	0.13386372923
t	0.034092078164	0.0518538613984	0.205005140572	0.345128306533	0.150414685896	0.0606536990558	0.152852290944
s	0.023044355578	0.0455894271328	0.139305103057	0.391713462844	0.146310078232	0.0687091189853	0.185328551228
e	0.0174841505038	0.0416127264176	0.0887889687463	0.284064617215	0.231488663677	0.0955120007284	0.241048938896
t	0.0158361645111	0.0262985719285	0.0519320570894	0.150361056938	0.346116230159	0.199475592576	0.209980368325
a	0.0151782297007	0.0200621855872	0.0364728752125	0.0894738841327	0.37623542672	0.297488985192	0.165088425242
l	0.0138964007061	0.0168806559842	0.0261849153388	0.0525632652242	0.390322114907	0.313315419797	0.186837247814
à	0.0127333740026	0.0193918084858	0.0344777146372	0.0399074688014	0.333007185636	0.353054732532	0.207427790145
c	0.0137863969824	0.0215317983362	0.0394210488053	0.0350802950338	0.298245216545	0.395169133177	0.196766190788
h	0.0112946433919	0.0307921670742	0.0350231992371	0.0440595366113	0.371029333515	0.342712161792	0.165089020996
a	0.0102815362744	0.0327571501583	0.0324321540764	0.0539316362571	0.330022326505	0.309885721997	0.230689495999
n	0.0125548396651	0.017839283768	0.0211562603921	0.0412020800124	0.258737538835	0.373312276666	0.275197676
a	0.0125963081315	0.0130107803246	0.0171460625967	0.0274367484441	0.229016097612	0.354441411422	0.346352573333
</S>	0.0116917453219	0.0122412700846	0.0166440004914	0.0226025326721	0.197557339806	0.283903007511	0.455360157666
