 	la	casa	la	costruirono	i	muratori	</S>
o	0.583488679	0.2477856413	0.0338788921315	0.0330287256475	0.0322570173374	0.0338027452939	0.0357582920557
s	0.423916771667	0.3803963931	0.0429780482682	0.0358045669585	0.0334371228933	0.0357565976023	0.0477104301626
p	0.336665612889	0.418228440367	0.0584813922894	0.0426344562795	0.034758268907	0.0388677077039	0.0703640560776
ì	0.27367942843	0.475301625456	0.0635336121631	0.0436744286364	0.0339706969997	0.0375081986735	0.0723319532755
t	0.18492203021	0.565329821152	0.087053650121	0.0398636973393	0.0320016991107	0.0357792145511	0.055049828389
i	0.143859186337	0.476586657051	0.210243032707	0.0400515139316	0.0332532997721	0.0386593412435	0.0573469987905
o	0.100757369046	0.293713177684	0.415616457502	0.0488988153317	0.0344174749306	0.0380201893629	0.0685766113862
f	0.0652375068753	0.167292447028	0.500541827434	0.121597320677	0.0384316740529	0.0379063672636	0.0689929038783
a	0.0519984108184	0.112596762809	0.490461111145	0.180505148626	0.0444881172776	0.0413994603786	0.0785509306481
b	0.0412388600581	0.0858026833363	0.430902701048	0.248437907942	0.0517672189659	0.0480519167822	0.093798600563
b	0.0396337242047	0.0900775162454	0.292165907849	0.323389797981	0.0683441010426	0.0727103568277	0.113678493314
r	0.0476892112016	0.112918101215	0.23861244445	0.334238477994	0.0680852514055	0.0771237498848	0.121332719567
i	0.0478800491339	0.104227196472	0.302962010883	0.327833427331	0.0519054810258	0.0502896917622	0.114902167148
k	0.0659007529073	0.0677757672773	0.266757148628	0.369616751777	0.0449155346753	0.0446207807345	0.140413268306
è	0.0649351854638	0.0480776522124	0.186112174143	0.421892504459	0.0696068062251	0.0393531365199	0.170022535135
t	0.0401746375319	0.0424497837841	0.180272867181	0.43573124602	0.0933211933417	0.0350948910066	0.172955390458
s	0.0346712578993	0.036410863708	0.140163231634	0.467130760673	0.107519867381	0.0512386565486	0.162865394959
a	0.0287744847431	0.027704393496	0.087943496518	0.373902898624	0.22779007786	0.0620132213293	0.191871498073
n	0.0251690294501	0.0279520897587	0.0610221484393	0.262473308141	0.310336907687	0.0798248551764	0.233221712784
e	0.0213482919858	0.0244878043062	0.0464726403864	0.19606933258	0.313907288496	0.137512701059	0.260201993061
e	0.0142597552386	0.0159612048007	0.0278715874721	0.115711741327	0.316886598965	0.236576934353	0.272732191654
f	0.0165632235275	0.0184298186789	0.0221284719074	0.120002115842	0.280243836855	0.311964457064	0.230667973851
a	0.0167916635405	0.0184127399663	0.0200198723225	0.105816138881	0.229885194818	0.355866379301	0.25320794095
b	0.0111347113935	0.0126030100954	0.0177714545608	0.0624384882937	0.165643604606	0.399303211767	0.33110557325
b	0.0201082556112	0.0406586542518	0.0231178728669	0.0765447897646	0.152225257002	0.36127667416	0.326068564683
r	0.0249274064637	0.0923510124573	0.038873102169	0.0935745892549	0.145698421401	0.313232676697	0.291342725228
i	0.0256242598699	0.0901836759951	0.050325903439	0.089775532485	0.122029489667	0.337358630167	0.284702411676
k	0.063172263556	0.050668879921	0.0414761026157	0.0794305791617	0.105834649622	0.368137298539	0.291280271159
a	0.071213447156	0.0324274731503	0.0347486600739	0.0713631274806	0.093474896074	0.426828298062	0.269944171253
t	0.0524465926587	0.0407204262068	0.0355294043466	0.0686185022735	0.0971629992247	0.443454628587	0.262067480951
ù	0.0409160553589	0.0385993223289	0.0336932924022	0.0605916462445	0.0956031728749	0.393373189169	0.337223334584
r	0.0208901846723	0.0211512287443	0.0287924215004	0.0480044376702	0.0903751716516	0.395243861056	0.395542691128
i	0.0152126741268	0.0158901608448	0.0196426755491	0.0338837561561	0.0824824772239	0.375545891685	0.457342365043
</S>	0.0136663675174	0.0141975528354	0.0164051970985	0.028614967894	0.0775778783819	0.332317283843	0.517220764522
