 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.730795261	0.056639862403	0.0316509922598	0.0301136947115	0.0278669695472	0.0286491236204	0.0296413556816	0.0332791554212	0.0313635816461
f	0.598427287	0.13941821043	0.0464640211052	0.0316346066842	0.0307944125232	0.0328749335651	0.0334197227832	0.0436448041536	0.0433219230452
è	0.490827418333	0.226949191477	0.0579414654166	0.0317244316331	0.0319408789719	0.0345161577383	0.0345262956462	0.0449040411974	0.0466700156294
n	0.450354629111	0.272321590492	0.0611766201471	0.0347107535453	0.0330496255855	0.0333894057545	0.0337779099364	0.038011343993	0.0432080558651
e	0.308446616704	0.372358451497	0.099481714829	0.0377805958647	0.0349401200444	0.0332088268901	0.0336312321287	0.0374118666692	0.0427404956225
t	0.166925772568	0.448359433166	0.142193685896	0.0422542674486	0.0354588682396	0.0343388616036	0.0364816544253	0.0380253072989	0.0559621315088
e	0.106804553856	0.422857360389	0.201452092632	0.0490469877295	0.0374517230083	0.0375312939132	0.0382603504171	0.0387467518741	0.0678489342713
k	0.0807462595453	0.34390879013	0.240818546211	0.0919120950232	0.0441859292712	0.0439999087297	0.0465887221657	0.0443370897983	0.0635027520142
a	0.0632548562818	0.251091960043	0.28732341007	0.137611964008	0.0502836381371	0.0466237464299	0.050690886918	0.0460050784992	0.0671145234802
o	0.0551550179959	0.171888033848	0.331586270023	0.169711515803	0.0565551976657	0.0435568790966	0.0548839683655	0.0474502070173	0.0692129139881
l	0.043855185741	0.109689911783	0.260567173341	0.266437796401	0.0771252613286	0.0519956305989	0.0756198567372	0.0521030833952	0.0626061000718
à	0.035307448554	0.0751403657277	0.19835374918	0.332754716134	0.112440153576	0.057607107133	0.0701694073944	0.0450844772504	0.0731426136434
d	0.0271748867873	0.0584140074319	0.17377205966	0.291179674511	0.132500140592	0.0972247893777	0.0726875279448	0.0475561090246	0.0994908662801
r	0.0259866419184	0.0487513451333	0.14293803822	0.248700120637	0.159293478731	0.152682091126	0.0746079587233	0.0499449214333	0.0970954145588
o	0.0288896292901	0.0429352445711	0.104047961627	0.235730511412	0.237686479977	0.155968193442	0.0554084231962	0.0473631775171	0.0919704425763
m	0.021322808694	0.0293666666417	0.0608873330557	0.204530354604	0.241481410792	0.197789575814	0.0725139642321	0.0668605112617	0.105247507608
b	0.0133846611433	0.0193340215719	0.0432543438452	0.177777044668	0.175545771064	0.244947027071	0.0843070683167	0.0913920954759	0.150058034268
ì	0.0130762589064	0.0174194339573	0.0363735771484	0.157053998623	0.162877601821	0.219923348357	0.115994510085	0.0931000075806	0.184181205339
k	0.0133545009055	0.0178823790938	0.0293273079495	0.122522315501	0.151550625314	0.258345309719	0.136410225028	0.0909436340869	0.179663583169
e	0.0124945377252	0.0160381009353	0.0225221629165	0.0829932813803	0.110062944798	0.25315494486	0.197472155743	0.123217578709	0.182044212346
a	0.0116190746024	0.0130768512858	0.0160907174688	0.0478488358001	0.0725314263873	0.14706457412	0.286445626714	0.23705931297	0.168263553782
p	0.00786137784947	0.0143148332622	0.0147392959123	0.0361357519267	0.0501203338504	0.112680671667	0.250843196571	0.376068655657	0.137235921194
ò	0.00585002327676	0.0141368011535	0.0137447018881	0.0305891270989	0.0320149733981	0.0885042883557	0.20384039059	0.492474854552	0.118844902065
t	0.00566562637119	0.0099220679247	0.010294935791	0.0197499699203	0.0213831596234	0.0553520909519	0.192179272863	0.569739704851	0.115713216222
t	0.00549056298353	0.0137542080326	0.0121277391733	0.0244969252641	0.0219405503745	0.0609300854306	0.213885737088	0.514941224284	0.132432933141
u	0.00581085763478	0.0140000253234	0.0115342759787	0.0234215432784	0.0184214155399	0.0511679768102	0.213987730029	0.460371910761	0.20128423258
</S>	0.00630398243809	0.0101976756385	0.00903383651175	0.0156827972948	0.0131393005865	0.0340514132051	0.183624774015	0.47398756738	0.25397871029
