 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.5652080846	0.19942123443	0.059031048885	0.0282347364888	0.0273445656936	0.0262563976968	0.0323110896027	0.0324532985027	0.0297395698782
n	0.39842065	0.21314632261	0.155497672752	0.0408161843655	0.034789326695	0.026050325535	0.0379649957408	0.0471316800692	0.0461828605554
è	0.234585419	0.183532897337	0.322344499584	0.0590811705552	0.0369788588433	0.0249634078639	0.0359765435386	0.0501384817214	0.0523987073628
r	0.157548705487	0.198523470779	0.408582520528	0.0636829106851	0.0340386621387	0.0251012278225	0.0307708930595	0.0396409304117	0.0421106530803
t	0.166471727582	0.18958873126	0.387454852709	0.0710692838857	0.0409832274883	0.0279306488541	0.0316080927263	0.0412513391343	0.0436420528215
i	0.146098083461	0.139728728553	0.41848118577	0.102904783286	0.0482497951443	0.0279482431905	0.0329822192341	0.0402343482067	0.0433726539406
s	0.0915313045337	0.113180910718	0.459088983257	0.138146510895	0.0579728827003	0.0262980882752	0.0327544124636	0.037203699475	0.0438232896495
e	0.0749909921579	0.092649797106	0.388789847419	0.227908334632	0.0739121921908	0.02602727357	0.0329643947454	0.0362115590071	0.0465456913074
s	0.0566803462706	0.0726046702553	0.281690725806	0.315087376211	0.115118376601	0.0275927804303	0.0384937952207	0.0389763225319	0.0537557108397
i	0.0479905638815	0.0601906716718	0.203017646135	0.341111037404	0.179780024667	0.0283827264501	0.0435698859962	0.0391689482979	0.0567885639076
t	0.0403167861272	0.0485764730726	0.135300918118	0.348801011135	0.241065743089	0.0344771653567	0.0516962467214	0.0429968377211	0.0567688789181
t	0.0302481035227	0.0360796087729	0.102470835713	0.330439145578	0.272050903903	0.0368036187362	0.0565608046138	0.0553681204604	0.079978910045
à	0.0260216650345	0.029698823211	0.102908873304	0.293824437193	0.303339438174	0.0447941185561	0.0478927637579	0.0509279894629	0.100591926619
a	0.0225416781118	0.0237433851077	0.0755403378347	0.220617057398	0.387505256991	0.0733013741187	0.055907265806	0.0395549869048	0.101288658079
n	0.0231166930375	0.0219772025099	0.0569724524349	0.183722127333	0.41177303193	0.0937345467062	0.0669028695353	0.0419274204426	0.099873579945
k	0.027686504509	0.0292468085066	0.0864020753683	0.168840155578	0.33147939247	0.0874481311021	0.0636479887118	0.0707746451475	0.13447424457
ò	0.021996892553	0.0270996704822	0.0814915934561	0.117943630793	0.243141247317	0.152982741167	0.109746622904	0.0908823155292	0.154715288443
r	0.0147664212254	0.0174460106321	0.0411175232487	0.085735849331	0.235963193906	0.207252098122	0.165650227168	0.0781221202564	0.153946526294
a	0.0139565633229	0.0153846331754	0.0266363244262	0.0646373184437	0.216500554035	0.188573836874	0.204795290656	0.0849508629521	0.184564607991
e	0.01189439112	0.012897629258	0.0177051019121	0.0394877433679	0.128286070245	0.182245976565	0.251772519285	0.164917595917	0.190793041017
n	0.0104125005392	0.0114297970306	0.0162962747216	0.0336949607053	0.083909883115	0.143366064362	0.232647018095	0.283268677839	0.184974909359
è	0.0096202766727	0.0106254197844	0.0158891734915	0.0293871867844	0.0610227237983	0.0990301633873	0.190556528032	0.380025784613	0.20384283592
p	0.00772721869907	0.00850159950187	0.0114526491052	0.0186487563348	0.0422805393261	0.0742698015958	0.164298393677	0.478670839538	0.19415027624
r	0.00511951222274	0.0057005950772	0.0085948979424	0.0132178337116	0.029357744742	0.0475281136519	0.120439207626	0.593141260513	0.176900845413
ò	0.00400712798309	0.00415904106711	0.0068762346098	0.0090225475332	0.0227994287693	0.0343925734706	0.089118839742	0.610739431504	0.218884727338
n	0.00741477618316	0.0042424583477	0.0097752731716	0.0115913043891	0.0258119335471	0.0313441862635	0.0735824864473	0.584301047835	0.251936460113
t	0.00898622613622	0.00344950215903	0.0110944138572	0.0126428436025	0.0186511727637	0.0179680398078	0.0563538878158	0.604477812612	0.266376051638
o	0.00763360796344	0.00468377930374	0.0089659160906	0.0096455975025	0.0149750679559	0.0169008849159	0.0405096977386	0.562216232204	0.334469260146
</S>	0.00743534949752	0.00618549324727	0.0088896048456	0.00909332483755	0.016692959711	0.0213299885079	0.0331867251693	0.512777358102	0.384409305073
