 	voglio	che	Maria	venga	domani	</S>
i	0.737753318	0.08712587442	0.0438633301243	0.0390835121736	0.0456767330474	0.0464971905973
t	0.583753380667	0.183354912673	0.0504461136745	0.0469427151828	0.0704744609119	0.0650283838611
è	0.428397241556	0.309105570224	0.0583120977208	0.0477569365795	0.0883035523443	0.0681245397098
l	0.308886109452	0.391035870741	0.108154104672	0.0444499737255	0.082341676423	0.0651322223105
o	0.195074699417	0.47519767158	0.125360488559	0.0412655609302	0.081503461474	0.0815981614086
n	0.151794576606	0.452577258527	0.16301940732	0.0532985680634	0.0804756788255	0.0988345517593
a	0.125281294869	0.331894244309	0.25566727164	0.0742547846878	0.0787384911285	0.134163854485
r	0.0956744641563	0.249352328236	0.27237657788	0.0992564981626	0.0883975937228	0.194942458255
t	0.115703540319	0.179166403412	0.224223049893	0.151516646234	0.111983196408	0.217407151685
i	0.12654977728	0.133992738977	0.217659485978	0.200346855825	0.138102295163	0.183348814695
à	0.069509061	0.0880375423523	0.239264132739	0.260299943175	0.170837366781	0.172051860032
v	0.0313078496867	0.0497283096241	0.172804802713	0.267359698325	0.26890895246	0.209890294053
v	0.0611391566089	0.0400880446214	0.104778335638	0.249871498842	0.302184407353	0.24193849706
r	0.130621256604	0.0315337241518	0.07474589087	0.28874488963	0.276844357182	0.197509840287
i	0.126830618929	0.0399368108686	0.0564798538473	0.244683538959	0.311498963179	0.220570178896
i	0.064503653665	0.0372407243109	0.0470788794291	0.159583493453	0.37182218678	0.319771029299
M	0.0815692166037	0.051900211525	0.0490768692197	0.124442121244	0.372760213451	0.3202513425
a	0.0895246545482	0.065252820209	0.0690637291832	0.136854874041	0.314923382342	0.324380504567
r	0.0414038919271	0.0446584933063	0.0703724212531	0.124410918554	0.327550140912	0.391604116522
ì	0.0291308769197	0.0402912511868	0.0729974444404	0.087323176058	0.358376109769	0.411881106241
a	0.0241714456132	0.0362255129896	0.0693778871975	0.0843008113527	0.33049074779	0.45543351048
</S>	0.0201924615166	0.0307149341128	0.0563120462088	0.0770317356763	0.299749497695	0.51599924324
