 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.706220708	0.11531671673	0.036076499678	0.0327534143672	0.0336316134412	0.038759649115	0.0372413533863
s	0.552963188	0.21581362291	0.0535554274727	0.0383762511681	0.0371261267074	0.0486891239655	0.0534761759144
ì	0.365263652667	0.374048363637	0.0751260391576	0.0403247699983	0.0362656582332	0.0477547894764	0.0612166676238
ì	0.227054234222	0.502957314546	0.111880652319	0.0375913297023	0.0323406714759	0.0365391897511	0.051636568101
s	0.142882437941	0.487984547515	0.210444777706	0.0472379789081	0.0317486572634	0.0341281519895	0.0455734039105
e	0.106348878914	0.377809905172	0.338331438569	0.060442812236	0.0339230618111	0.0354321409336	0.0477117052564
s	0.0839746263047	0.268945200124	0.438502158523	0.079677910012	0.036965512723	0.0367780076144	0.0551565308361
t	0.116021631568	0.186061527775	0.449619281174	0.105873985004	0.0411219749357	0.0407903420893	0.0605111930327
a	0.129205214229	0.132719833038	0.399563014391	0.174217678135	0.0466154038332	0.0415995119017	0.0760792302063
f	0.0742502788137	0.103811602039	0.34864602493	0.258803723378	0.0742393622644	0.0457101713681	0.0945387872254
a	0.0478321347686	0.0820435405263	0.27068298411	0.326118250459	0.117217160155	0.0480801235527	0.108025870109
m	0.0381395917869	0.0616218887754	0.19983190397	0.343224216153	0.166709829185	0.0674142241742	0.123058439524
è	0.031944762993	0.0585478740585	0.17596905999	0.320153650384	0.200190585728	0.0694650942314	0.143729105241
n	0.0326706314877	0.0595340010528	0.15121311513	0.363279965128	0.192977822576	0.0462112282971	0.15411333696
a	0.0307371503592	0.0439354150176	0.0965293202633	0.342595220643	0.257527030859	0.0615874942324	0.167088436053
m	0.0235626021424	0.0314086336792	0.0542237482211	0.219466954614	0.33314620962	0.144487669831	0.193704201871
a	0.0188122081835	0.0302279771264	0.0414477430004	0.134533510338	0.305797605873	0.229849783477	0.239331171624
i	0.0184865671505	0.0301556316975	0.0374252233881	0.0904727621793	0.261316009024	0.314620451359	0.247523365321
i	0.0193717870748	0.0287278065472	0.03281302038	0.0610434504731	0.217758120808	0.431646460453	0.208639305887
l	0.0167423638336	0.0240989938551	0.0275416559193	0.0415257992377	0.183216450203	0.500322249484	0.206552446829
p	0.0262476140245	0.0258515296817	0.0214813803898	0.0337816442126	0.182368392868	0.492006314495	0.21826308961
a	0.0270980571122	0.0285185599332	0.0195277662291	0.0293969696175	0.152755991623	0.501541744165	0.241160883203
s	0.0146207936661	0.0228638840137	0.0188784684702	0.0220122424525	0.119101805408	0.546461731388	0.256061092401
t	0.02766505254	0.0194937464246	0.0169017588314	0.0195607114242	0.127722805603	0.524804152463	0.263851808134
i	0.0327036431364	0.0180488846929	0.0167624070191	0.0212357878814	0.112998147068	0.519194456154	0.279056751378
c	0.0319011335375	0.0190149348656	0.016760276147	0.0289405211671	0.084104584556	0.528968513385	0.290310100459
c	0.0511701697948	0.0273990236632	0.0148246794823	0.0352748943224	0.105362056252	0.443839494862	0.32212970282
i	0.0487174683176	0.0335405448624	0.0162807278817	0.0313619162008	0.120418420551	0.396069587354	0.353611348273
ò	0.027662980864	0.0327332483979	0.0238489049292	0.0276454428403	0.083538596117	0.405024473785	0.399546330958
t	0.0168983306495	0.026955857033	0.0243067564307	0.0266308626001	0.069434563159	0.413377581928	0.422396025186
t	0.0166984467592	0.0259165332577	0.0268889197842	0.02432409738	0.081420233373	0.449561787976	0.375190004395
o	0.0209796252622	0.0317569493472	0.0335664721645	0.0338706418267	0.075143959391	0.429409153325	0.375273282132
</S>	0.0232012881448	0.0327046229756	0.0331783606539	0.0431978822133	0.0665561884955	0.392779368663	0.408382397066
