 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.75701757	0.07032703718	0.0340745637156	0.0329886209119	0.0343404456424	0.0361330586655	0.0351186237598
t	0.692084240667	0.101839257627	0.0401871592869	0.0359555652503	0.0372861889798	0.0418366113828	0.0508108806046
e	0.535450321556	0.227806422956	0.0455866597228	0.03710216261	0.0389574312995	0.0489933237267	0.0661036052617
k	0.388895612519	0.327334310852	0.0731033794301	0.0421264528973	0.0402151314633	0.0576274415837	0.0706975948247
a	0.284983258573	0.411405908817	0.0898166181034	0.0428861951525	0.0392347202149	0.0575847489733	0.0740884967902
m	0.195007127791	0.434124296939	0.134963383034	0.0497159702576	0.0473994857481	0.0620463188799	0.0767433717393
m	0.210125479464	0.304141047913	0.203854956611	0.0633129076792	0.0540417140654	0.0716032788224	0.0929205036025
è	0.199405710155	0.302091145571	0.23570664147	0.0579555957197	0.0419137910105	0.0601093824685	0.102817596366
n	0.142364015185	0.343398423524	0.28240598349	0.0616902859332	0.0349505048922	0.0441674066285	0.0910233084863
i	0.103560749195	0.263431430575	0.33488419383	0.141475465244	0.0374410252141	0.037812505741	0.0813946096998
s	0.069934258485	0.159207619858	0.42337439261	0.196883473015	0.0401640967414	0.0370016713941	0.0734344893091
t	0.0689944982483	0.111110186753	0.47123534687	0.185546025538	0.0450979631938	0.0418535196772	0.076162470224
o	0.0686876536894	0.096414850851	0.39433966509	0.247797550846	0.0476904163713	0.0518256843589	0.0932441671173
g	0.0500245234131	0.0832863474837	0.319395464497	0.301773724549	0.0628363701638	0.0595552623003	0.123128290379
i	0.0357902913877	0.0968122995146	0.244894573606	0.326917993583	0.0762092122546	0.0582722264774	0.161103341834
a	0.0272008006826	0.0940527418315	0.158821683002	0.369514681794	0.0986257349515	0.0861552942165	0.165628966059
r	0.0233399456075	0.0592815439438	0.121869109567	0.353436758331	0.149451570984	0.128896496085	0.163724494726
d	0.0259853253296	0.0541331500526	0.120473795429	0.252713940644	0.186571727595	0.144159386239	0.215962649722
ì	0.0229132860303	0.0533060214089	0.11370264171	0.204490735375	0.218535832032	0.15959546697	0.227456028167
n	0.0156498608821	0.0353740647296	0.09165718455	0.257334399885	0.243340867244	0.153010889583	0.203632757116
o	0.0150979326554	0.0236626818432	0.0669671467333	0.241025899835	0.258230178815	0.174993669741	0.220022472652
s	0.0153817714298	0.0192368673304	0.0416954975038	0.176452570218	0.281172643872	0.241040496414	0.225020145764
t	0.0173039498093	0.0155219524908	0.0386913845439	0.122783327106	0.321337754624	0.262200424271	0.222161227601
o	0.0176506189041	0.0135185245316	0.033897348088	0.082996081602	0.302127294008	0.31004990969	0.239760257134
c	0.0114809359944	0.0107191313775	0.0213741972824	0.067437763614	0.220184499603	0.395634052297	0.273169449711
ì	0.0074557460668	0.00938297956817	0.0167128660405	0.0534074613513	0.188865601201	0.463145686099	0.261029685704
p	0.00657873496327	0.00956369557742	0.0142764099666	0.0424792688498	0.190953495054	0.4985308803	0.237617597501
o	0.00782615509019	0.00912789903717	0.0126296699161	0.0347699515893	0.153284978471	0.500124178367	0.2822372223
</S>	0.00930444094624	0.00947383779158	0.0124917854893	0.0325194550546	0.115996649035	0.499461239183	0.32075260315
