 	non	ci	dimentichiamo	mai	</S>
e	0.739478326	0.10984249291	0.0473222031904	0.0507315935291	0.0526253673185
n	0.572005086	0.254190682837	0.0491712504517	0.0552906537099	0.0693422604661
è	0.423548579333	0.384932176279	0.0509546841052	0.0596692298332	0.0808952760095
n	0.334581333178	0.464617579426	0.0573284674017	0.0566610654338	0.0868115702323
a	0.222815040059	0.554353393142	0.0752003967672	0.0586070256071	0.08902420751
a	0.146471422553	0.526681260381	0.172333886056	0.0708732980675	0.0836401519312
l	0.095418202051	0.357179710194	0.358001822685	0.0840729278225	0.105327341584
l	0.108733979484	0.229819768131	0.426409902895	0.0920870799408	0.142949280968
i	0.127558676495	0.233498213044	0.328236876298	0.12533847718	0.185367732623
m	0.0915906788983	0.186462231348	0.401110776766	0.14392582326	0.176910508108
o	0.0620889620994	0.127897171916	0.448285324255	0.170350668287	0.191377880703
n	0.0485321572065	0.111881227105	0.402752398752	0.207201410762	0.229632707301
i	0.0412408204288	0.072521163635	0.353895172717	0.301544396254	0.230798296167
s	0.0388991016629	0.0441029398117	0.288606332306	0.384982638751	0.243408887122
t	0.020941361267	0.0329449280039	0.329992356902	0.348869162517	0.267252168774
ù	0.020541741327	0.0260201617346	0.262135587214	0.397229881772	0.294072592658
m	0.0218944978637	0.0230487854562	0.183673686318	0.457291522591	0.314091477886
e	0.0184630799052	0.0220844301367	0.135653539713	0.45831831153	0.365480635629
s	0.0167199108144	0.0215710422502	0.0815830514843	0.464549307443	0.415576658876
t	0.0135697567095	0.0241307210481	0.0757371983014	0.464259674481	0.422302627359
a	0.0144743493686	0.026080804876	0.0627201887671	0.46491938056	0.431805259853
m	0.0125895353643	0.0229843947107	0.0682018277757	0.427477090987	0.468747107284
à	0.0178730958308	0.0252738776222	0.0796591687452	0.394172163129	0.483021661761
i	0.0240602956085	0.0324414318877	0.0726679854151	0.378636219043	0.492194090587
</S>	0.0226016575716	0.0330369310242	0.0708632289575	0.364523407522	0.508974826293
