 	sono	stato	sempre	poveretti	</S>
ì	0.768111529	0.0713503192	0.0550022887583	0.054819128426	0.0507167182237
m	0.628239291667	0.165976065267	0.0690550882156	0.0589880711517	0.0777414493614
e	0.442449583222	0.339156234022	0.0732719504043	0.0565518358499	0.0885704221743
s	0.288392258407	0.515121125341	0.0731182658338	0.048376768074	0.0749915846016
t	0.172033748069	0.607776221114	0.0922582728313	0.0501425955565	0.0777890887419
a	0.161783551756	0.593864186371	0.106647103877	0.0550563191883	0.0826488224601
m	0.138433821985	0.559732590124	0.153421868092	0.0539267967586	0.0944849697485
m	0.0941658889683	0.485217888041	0.231667762497	0.0685562980449	0.120392187109
è	0.0991966932961	0.429852250014	0.256963888566	0.067555563527	0.14643158735
n	0.110431612632	0.446690222005	0.230234235255	0.0568478875957	0.155796030571
a	0.0973844631907	0.348268683935	0.311246639085	0.0753436589986	0.16775655441
p	0.0629739094436	0.199606642198	0.446195709028	0.107356266333	0.183867433937
à	0.0378439661945	0.137750625953	0.459665115009	0.148129964911	0.216610280846
n	0.0319637793515	0.114311714784	0.461565811003	0.158811885237	0.233346810215
t	0.0303297929572	0.122022600928	0.449199995668	0.152917765079	0.245529866338
a	0.0256756220684	0.0899002211693	0.325270916656	0.225610863426	0.333542388846
t	0.0169373137088	0.0416686789084	0.198007880652	0.353784247809	0.389601932282
e	0.0129072135396	0.0246520627635	0.125585975551	0.446148994603	0.390705859027
c	0.0104481728559	0.0172237199165	0.0795164806237	0.451256228201	0.441555433942
h	0.0067599554613	0.0165440179388	0.0730954003812	0.4548657594	0.448734869981
ù	0.0058224012211	0.0156955798816	0.0679257258137	0.4805534978	0.430002825327
d	0.00601122417037	0.0135106956179	0.0541959295579	0.466385125267	0.459897052442
d	0.00557572849626	0.0138162224613	0.0883159918926	0.444269467089	0.448022559547
h	0.00553251368055	0.0156767829604	0.121389651071	0.43136348703	0.426037495582
i	0.0118055660985	0.0158912490001	0.11062955069	0.383554703677	0.478118888861
</S>	0.0177023247992	0.0136137421	0.103139294745	0.338771910839	0.526772698431
