 	io	voglio	che	Maria	venga	qui	</S>
e	0.682371388	0.10127720687	0.0389296286349	0.0379998632931	0.0409562942926	0.0521547641775	0.0463108124428
v	0.57541518	0.145441527623	0.0492265954852	0.0480870886095	0.0472726358524	0.0676528420664	0.0669040598445
ò	0.422697062	0.291874290541	0.0551225656417	0.0501532617769	0.0452312694418	0.063534074234	0.0713873895753
t	0.263711541333	0.45641406418	0.0584730406272	0.0474181195404	0.0346688534801	0.0607308849879	0.0785834354643
è	0.172794309511	0.509018965393	0.0944753894091	0.0548394367872	0.0316610564587	0.0585551091173	0.07865566723
l	0.130441308317	0.477801240731	0.14603212867	0.0926870349141	0.0370577478604	0.0463311092193	0.0696493378822
o	0.102148799186	0.36697995051	0.27416753989	0.104189593444	0.039983124538	0.0422697797959	0.0702611371201
n	0.0840871862387	0.235817188503	0.394919165297	0.116665736168	0.0581791304127	0.0382299462055	0.0721016456183
a	0.0702368526096	0.149805510368	0.395061843432	0.187432241456	0.0784555965042	0.0364849796785	0.0825229916732
r	0.0688375144299	0.104515182389	0.360706249677	0.219503721439	0.0974404856014	0.0468728371262	0.102123894705
t	0.11548300135	0.0792465511297	0.288731410092	0.193333384526	0.144574025516	0.0613067048574	0.117324822852
i	0.135449803417	0.0766861330632	0.247072110031	0.190494680468	0.169501202287	0.0639618000878	0.116834265315
e	0.0716654679803	0.0586917847851	0.199656217277	0.224883316689	0.246875785162	0.0632143476826	0.135013078032
M	0.0483035673814	0.0407733503724	0.112782883559	0.205183640628	0.325666378067	0.119166440388	0.148123751071
a	0.0445535399205	0.0405908685575	0.102599687386	0.185086350874	0.312877627036	0.157036272123	0.15725561569
r	0.0264005807442	0.0334361373478	0.116851676459	0.161565776538	0.251017596679	0.218702139608	0.19202599603
ì	0.0219816201067	0.0313857438446	0.10524589135	0.157275206893	0.194944875426	0.258198126289	0.230968514923
a	0.0226861307502	0.0285578685215	0.0933037647567	0.161234522731	0.193748871009	0.24882028185	0.251648581154
e	0.0167308547033	0.0207524942505	0.0756254914236	0.12473716319	0.156437722803	0.36279201195	0.242924227518
t	0.0106851395876	0.0146345380262	0.0524734522529	0.107476578426	0.118210225121	0.499199277983	0.197320788573
t	0.0127259788659	0.0111490342081	0.036930046238	0.0864245077351	0.121476157789	0.548255196661	0.183039160524
ù	0.0174574724549	0.012780335418	0.031385550662	0.0650958159768	0.0920500879583	0.561064269554	0.220166530575
</S>	0.0185308018418	0.016222417742	0.030732341045	0.0537419082704	0.0612726499791	0.578456724777	0.241043179288
