 	è	facile	che	stanno	ancora	svegli	</S>
è	0.686228902	0.1170742868	0.0380669802989	0.0381905946674	0.0431156749641	0.0339244159886	0.0433991098719
f	0.552277428667	0.2220216196	0.0513404784976	0.0435526772107	0.0445827837617	0.0350950418256	0.0511299712142
à	0.383392373556	0.399654284533	0.0553528888125	0.0420156161213	0.0380088300892	0.0333530552475	0.0482229229752
c	0.239664481585	0.546110507511	0.0601400392508	0.0430448486589	0.0345791362289	0.0321341104829	0.0443268217125
i	0.157194705462	0.545400508237	0.13587714135	0.0449334382203	0.0393420813882	0.0330293511655	0.0442227090659
l	0.116506466487	0.407952823479	0.26693605445	0.0638573538068	0.0432976414841	0.0367731205966	0.0646764701335
e	0.0888564023957	0.245593827426	0.420260654817	0.0829923560023	0.0458138019	0.0400054175124	0.076477416552
k	0.0731263910119	0.149924091275	0.496865971606	0.100330384067	0.047401095372	0.0513130370383	0.0810388947808
a	0.062643269584	0.100233536492	0.468613913602	0.169061056689	0.053827404752	0.0545671710048	0.0910535907636
s	0.040159596388	0.063699044584	0.446648847934	0.23947692103	0.075000707752	0.0519923669856	0.0830225298785
t	0.0303788506427	0.0561783434613	0.403677940978	0.275558194477	0.0912897112927	0.0497165103105	0.0932004429795
è	0.0300879165609	0.0578426468671	0.314338724659	0.351270668559	0.103302926	0.0367886535462	0.106368404187
o	0.024959956139	0.040095607829	0.219959914553	0.42826364192	0.136652486913	0.0407984080421	0.109270027545
n	0.0315224031917	0.0432168588897	0.176004184851	0.427044269107	0.142330647904	0.052912790744	0.126968954691
e	0.0361455853972	0.0467429020699	0.144514729817	0.347524353236	0.209134332901	0.0697422275713	0.146195941097
a	0.0251105904591	0.0314239361633	0.0883653190723	0.268534936145	0.3349341203	0.114060922617	0.137570271286
n	0.022250583713	0.0303256484944	0.0692372853174	0.252712027382	0.361290944767	0.131356312292	0.132827346835
k	0.0361234263377	0.0416992831315	0.0687951134658	0.233639990461	0.305311856989	0.100354685797	0.214075707612
ò	0.0346289457726	0.0372506059772	0.0598536946886	0.200899011487	0.28078978973	0.132803887679	0.253774064871
r	0.0243792924371	0.0315729177124	0.0666199637029	0.178880877429	0.32550942191	0.160465720826	0.21257183369
a	0.0291993039053	0.0365016203441	0.0671971887076	0.139041839343	0.355437520637	0.141616898742	0.231005553763
a	0.0253214564204	0.0306389738707	0.0487656002359	0.092814579681	0.301815163546	0.239864603781	0.260779535654
t	0.0179669060388	0.0220885698329	0.0384949360186	0.082067013527	0.222203984515	0.315963871927	0.301214738818
s	0.0160747277929	0.0297374634176	0.0315757964462	0.0772789765423	0.160316100772	0.271485863009	0.413531066273
ù	0.0141730638043	0.0330226464859	0.0261485983954	0.0607509848808	0.118481156257	0.33959254937	0.407830888758
n	0.0116024309188	0.023949660218	0.0291609948625	0.0507769023736	0.128459978419	0.453655811123	0.302394088919
n	0.0408477590289	0.0209332954887	0.0316206155782	0.0430604826312	0.117351736406	0.420074300374	0.32611171364
i	0.0547976200405	0.0229564375589	0.0285086756761	0.0428260264311	0.0830183019153	0.392463714791	0.375429201213
t	0.0593770756277	0.0221786961932	0.03533986649	0.0427053496844	0.0590182432051	0.402731433664	0.378649394404
i	0.0604549589957	0.0200130720799	0.037530819074	0.0340016985728	0.0441039975417	0.353169226221	0.450726285468
</S>	0.0399114184545	0.020440503587	0.029486599471	0.0298703431834	0.0412775743009	0.319296292511	0.519717300734
