 	perché	aveva	lavorato	molto	</S>
j	0.641909776	0.10092681224	0.0860904847641	0.0874545948635	0.0836183682929
a	0.644514737333	0.10360838704	0.0687071911496	0.0838605735748	0.099309110425
t	0.502368261778	0.19046069148	0.0806568061987	0.0882059518397	0.138308281316
ì	0.339091984526	0.353597295493	0.0836641188696	0.0798102210352	0.143836379395
ì	0.282193282709	0.492005496831	0.0660114197132	0.0543988701775	0.105390874844
c	0.224850326503	0.45703031561	0.141002929304	0.0611333866874	0.115983012398
h	0.202599892301	0.366942166537	0.230003145968	0.0770382486732	0.123416589474
e	0.160932342767	0.337463096846	0.321369507723	0.0654076159071	0.114827506951
p	0.0980106127223	0.261904256949	0.443778093241	0.067230650369	0.12907652291
o	0.0751096361074	0.19383674065	0.522014412414	0.0741845058097	0.134854852343
l	0.0576811257418	0.13911358535	0.582355707471	0.0905910288032	0.130258648354
e	0.0503506521533	0.104498624583	0.561102053824	0.125099715268	0.158949013385
m	0.0435499100631	0.0793120612743	0.481732654608	0.227313309356	0.168092105928
ì	0.0287415127664	0.0587815295714	0.380302524203	0.355791228719	0.176383211243
s	0.0246900036555	0.0597366763905	0.339960278068	0.349914390106	0.225698625348
o	0.0182076249318	0.0449418339302	0.279713171689	0.384689177635	0.272448187116
n	0.0137113921373	0.0299614368834	0.177617364896	0.473429679878	0.305280112372
t	0.0180821262191	0.0272883844678	0.172394272965	0.478020229293	0.304214966391
a	0.0180989920237	0.0232943190226	0.124670096202	0.488669654431	0.345266966397
p	0.0104795143906	0.0141842522609	0.082149334614	0.530626486144	0.362560462132
o	0.00829234561553	0.0124496034336	0.070129830538	0.554071635381	0.355056636711
d	0.00737862401651	0.0125580410645	0.064632174846	0.54999946246	0.36543173357
d	0.00707735000084	0.0202949078748	0.085564850322	0.569607763487	0.317455176523
h	0.00589029681028	0.0240885394916	0.0822284541207	0.620210269162	0.267582497908
ì	0.00621343833163	0.0196862351212	0.0696297282136	0.588604460387	0.315866127036
</S>	0.00802215710912	0.0199891351366	0.0647627769068	0.529234024193	0.377991833518
