 	il	ladro	è	entrato	da	qui	</S>
o	0.663109649	0.1602712813	0.035734494328	0.03247413636	0.0349291441846	0.0380526994461	0.0354286517737
l	0.480689792	0.2984447141	0.0423794906713	0.039203397	0.0457046472358	0.0464647494825	0.0471132576509
à	0.289251173667	0.434319803633	0.0674373565951	0.0469994162047	0.0531867846694	0.0532396343337	0.0555658599122
d	0.190135535822	0.447324557211	0.114268576903	0.0640717631396	0.0587835351674	0.0537885336756	0.0716275822263
r	0.183688899207	0.371899395737	0.173757022278	0.0858535002465	0.0589052275829	0.0508937585791	0.0750022306342
o	0.161596577536	0.322237351246	0.271624803336	0.0931387032155	0.047090235774	0.0451301666397	0.0591821697189
i	0.087503885022	0.254891942949	0.359265215512	0.131535436005	0.0549875741675	0.0510483209747	0.0607676304561
m	0.0498572517747	0.14924744665	0.303426201904	0.269560758802	0.0843558119785	0.0720628522107	0.0714896621871
b	0.0317571109556	0.0923385722833	0.192450081635	0.371236251601	0.100108217764	0.0901947584442	0.121915028298
ì	0.0316094217585	0.0882044456944	0.187935691078	0.334244830534	0.120162776986	0.0758807883154	0.161962069132
k	0.0351686216502	0.0807667323648	0.178074699293	0.361049485745	0.123824157369	0.0637627461358	0.157353504349
e	0.0317922596874	0.0567457248149	0.120503705898	0.341683786482	0.21165591883	0.0812389037826	0.156379595267
a	0.0244870981265	0.0373348521016	0.0738355440553	0.194751973787	0.32933537121	0.202417046134	0.137838102233
p	0.0205349894372	0.0205458598505	0.0419038081504	0.122540702276	0.279070951603	0.395415590578	0.119988108478
ò	0.0178736774729	0.0134166799302	0.0280238186195	0.081956761812	0.192908698801	0.544205346859	0.121615034093
t	0.0108374023758	0.0105209900534	0.0170621706698	0.0446520022973	0.170789762667	0.622260982286	0.123876798364
t	0.0174921356512	0.0122022683071	0.0176043501419	0.0562471134591	0.190223590289	0.563456074762	0.142774621788
u	0.0199249118604	0.0122890289437	0.0163444525615	0.0565110401997	0.175019993563	0.497432044921	0.222478602929
</S>	0.0138054064993	0.0100684107648	0.0119843336791	0.0383092941699	0.140865856481	0.50022473146	0.284741960465
