 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.652435009	0.1253975666	0.02930269263	0.023619596366	0.0221250484208	0.0222184023236	0.0226451178162	0.0250084822525	0.0243808291385	0.0276173750925	0.0252499500228
a	0.512982590333	0.237339372667	0.0320538935727	0.0237044582467	0.0224385864661	0.0221276844788	0.0227623191312	0.0260111752415	0.0248275686773	0.0352242530234	0.0405281828266
p	0.346103410778	0.331943228889	0.0387674271869	0.0474288039849	0.0267356955567	0.0255486329479	0.0257030296884	0.0282636950933	0.0274700183248	0.0450615527115	0.0569744431306
e	0.264691725593	0.35852283563	0.057621032249	0.0599451213283	0.0307427580598	0.028694087093	0.0291300783617	0.0312697263045	0.0305853633014	0.0494671090505	0.0593300576273
t	0.207869599931	0.37485576961	0.0670445025497	0.0669666768428	0.0328590766447	0.0304890563234	0.0323888769888	0.0336747478363	0.0327499215957	0.0525421387458	0.0685596410315
ì	0.156035000977	0.350723014937	0.12442041365	0.0831693530809	0.0325936709334	0.030243913396	0.0392927277651	0.0362289213649	0.0324711571796	0.0470688035837	0.06775309218
a	0.101950513459	0.296808773312	0.252727937217	0.094428419227	0.0295433333587	0.02643811668	0.0408600795036	0.0341373685288	0.0303857474818	0.0369473859708	0.0557723645309
e	0.0818291854997	0.204917246857	0.290707472406	0.164083808676	0.031370896002	0.0267156726731	0.0376469216885	0.0322000221199	0.0345217228324	0.0417652444763	0.05424175886
s	0.0743832393799	0.142570825412	0.199818307069	0.258463978892	0.062747569554	0.0359712688444	0.0398614370133	0.0349172895537	0.0371737163932	0.0490419242105	0.0650504574209
ò	0.0596106263933	0.103770005404	0.150369117156	0.332504387631	0.074012138718	0.0386710235635	0.0477565983969	0.0413720362482	0.0354203293167	0.0455633136367	0.070950508738
z	0.0528518163164	0.080180271068	0.152838657985	0.361478389144	0.0818756053727	0.0439577959698	0.0487815938534	0.0442340289836	0.0341678316664	0.0388358454349	0.0607982405868
u	0.0572173979641	0.0676913572493	0.160676719195	0.287030145048	0.152009131258	0.0538965075499	0.0417204705085	0.0389393027901	0.0308672098249	0.0347375697256	0.0752142195757
n	0.052316547137	0.0604303021971	0.145115774398	0.197574979216	0.239638174019	0.08231350191	0.0383647424515	0.0333055208279	0.0304451623926	0.0373082773528	0.0831869284771
e	0.0402574354173	0.045926184852	0.097911476866	0.139995695305	0.301878901006	0.129432747503	0.0368607473505	0.0290364216768	0.029255823347	0.0490280313008	0.100416389468
f	0.0338312753419	0.0356759219803	0.0631211245153	0.0956627006017	0.294894225069	0.178959247634	0.0555238770502	0.0335231789556	0.0428817512913	0.059553518885	0.106373149972
à	0.0268541764541	0.0284872281148	0.0467610414251	0.0766811160072	0.251488229603	0.239511755345	0.0702827034167	0.0404509742885	0.0489680059904	0.0495038282568	0.121010998013
i	0.0186339670014	0.0215072922133	0.0414675734684	0.0552730743317	0.230356437048	0.309575110555	0.0550786070722	0.0323942202775	0.0333798861121	0.0541472269863	0.148186665953
t	0.0144207043708	0.0165678268261	0.0245455710188	0.0399154423639	0.193866616016	0.360604237358	0.0823504459574	0.0393017089725	0.044983239612	0.0658895429644	0.11755468589
o	0.0189503714106	0.0213383100754	0.0243272143683	0.036954132116	0.142631021279	0.339902113479	0.111240361619	0.0409566932108	0.0528999445173	0.0927197284881	0.11808008031
g	0.0198076810075	0.0241979965478	0.0267198861314	0.0395529827427	0.110186667013	0.25904945432	0.138085082506	0.0390552089703	0.0594649005924	0.119594623885	0.164285489258
e	0.0182176695525	0.0292294290495	0.0251166992237	0.0474636085376	0.0864591289189	0.195711940751	0.160116708793	0.0385328677168	0.0683729841308	0.154095519676	0.176683443763
l	0.0172654990842	0.028211178746	0.0220776086542	0.0441713891539	0.0631210716715	0.168794851462	0.198892299089	0.0526361535989	0.0773011568769	0.179412063149	0.148116726908
à	0.0144386431247	0.0189205796807	0.0228518248539	0.030623662156	0.0553448306812	0.172120522587	0.220701173963	0.0645875292663	0.115345289526	0.155917938143	0.129147981549
t	0.0130799528136	0.0152920966029	0.0223609330153	0.023562748612	0.0530734035671	0.171274240776	0.232762750021	0.0844144128888	0.117113001842	0.158107628734	0.10895877459
o	0.0126614957124	0.0135946865716	0.0165174129024	0.0189058414533	0.0434507805184	0.120140053925	0.22264600593	0.104807284483	0.137962370947	0.179342359665	0.129971605377
p	0.0120891962145	0.0134059547312	0.0140195936644	0.0169686191518	0.0356480393381	0.0781413658063	0.145598679106	0.129794451514	0.164919438009	0.215889078288	0.173525551592
r	0.00726925720937	0.0111312054571	0.00792394516707	0.0155265841686	0.0257772945487	0.0643602067734	0.135170792675	0.146612398905	0.163393174363	0.221484585856	0.201350564797
ì	0.00919454082312	0.0162696011457	0.011893378863	0.0207461110829	0.0279959630829	0.0527599912711	0.120231111952	0.108804373002	0.175707163454	0.241190719845	0.215207040466
m	0.0109569279312	0.0170974181899	0.0145510297686	0.0411669661336	0.0301531528468	0.0431517532437	0.0876649487467	0.101291468307	0.199810516151	0.261723605615	0.192432201889
a	0.00848695231043	0.0110333755161	0.0111730004026	0.0402598736532	0.0235266529187	0.0310033207246	0.0647380893716	0.0864917674757	0.21842130705	0.289227891405	0.21563782903
k	0.00872313320364	0.0110026455735	0.00816306097453	0.0231230744355	0.0183698022262	0.0219616003462	0.0474654990839	0.0766951033386	0.231299085683	0.314976989135	0.23822009501
a	0.00835543737355	0.0106255511749	0.00596528735978	0.0169834876889	0.0144015053301	0.0175877192047	0.037836825528	0.0702696394595	0.201392132561	0.357732535045	0.258849883937
n	0.00860319769145	0.010840267778	0.00772904253899	0.0149822646203	0.0131460341707	0.0153687049696	0.031768081616	0.0611869235865	0.197862186587	0.373819814348	0.264693412246
a	0.00835164182085	0.0104054224973	0.00794957227986	0.0138199425924	0.0122187681262	0.0141649782199	0.0288718430853	0.0554886723575	0.190967594329	0.385598566116	0.272162896749
f	0.00831595236665	0.0096418609811	0.00564006820075	0.0133286829825	0.0114794370421	0.0140026851806	0.0294735694351	0.0471400654345	0.168728768643	0.386739469772	0.305509354916
à	0.00842959869715	0.0110460447384	0.00898797175278	0.0144929117122	0.017513848516	0.0177495788775	0.032739731765	0.0437752737248	0.167691044681	0.364639738991	0.312934169639
n	0.0106630424479	0.0134168533843	0.0153162895219	0.0180902519841	0.0226448958673	0.0201166426172	0.0274157350617	0.0650532183349	0.138150991627	0.34517526473	0.32395678188
e	0.0118586179496	0.0132932235144	0.0140374164915	0.0188191841616	0.0188150384371	0.0176410546731	0.0232099170806	0.0706647676916	0.105927281456	0.32724913731	0.378484399293
</S>	0.009557638704	0.0104138946564	0.011067034843	0.0133547110062	0.0148277548115	0.0130382950005	0.0174851089403	0.0426824213158	0.070548398498	0.363891836655	0.433132960646
