 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.601756274	0.18420399755	0.051928985937	0.0330355521122	0.030641112004	0.0326536070614	0.0329567860904	0.0328236725798
n	0.4329931026	0.214510293517	0.13029991885	0.0446428394522	0.0330884099157	0.0449138596808	0.0447534493805	0.0547981218255
è	0.253018112667	0.200816465506	0.295193537017	0.0578316262507	0.0341347406006	0.0501405138331	0.0467890198396	0.0620759879586
r	0.166571194156	0.215264067169	0.391287222939	0.0630235701169	0.0332144961289	0.0470528886162	0.0371589111385	0.0464276509778
t	0.159254265452	0.214881078723	0.37091522978	0.081044669959	0.0354132319644	0.0556658691677	0.0383889152878	0.0444367712308
i	0.134387853084	0.164641114974	0.402002065127	0.12410644734	0.0363113704555	0.0559556463991	0.0390349176215	0.0435606054586
s	0.087934021028	0.120831676458	0.447499569042	0.16749389138	0.0376040747845	0.0504420620936	0.0389725200518	0.0492222215906
t	0.072539800236	0.090417014286	0.451572985347	0.180931614327	0.0471970617722	0.0577285759188	0.0413904144296	0.0582225840687
e	0.0547196354053	0.069933324162	0.372235282716	0.294341198642	0.0505011616014	0.0605858315405	0.0403559238188	0.0573276819096
s	0.0437490515851	0.053746472654	0.235860268172	0.389891317881	0.0758564272005	0.0795934892135	0.0423354731403	0.0789675163432
e	0.0410321145717	0.047238469598	0.160659853191	0.37846320296	0.1438153114	0.0913285713912	0.0428024510768	0.0946599682889
t	0.0359246063992	0.039904222226	0.102363292364	0.340307751653	0.2136958886	0.12882286983	0.0427193721089	0.0962619644468
t	0.0254406963897	0.027136503052	0.0636405111547	0.262640980284	0.2726491012	0.179583311977	0.0510711097029	0.117837772102
à	0.0230574294046	0.0235771782807	0.0548851032516	0.209325145161	0.3341565012	0.177368851326	0.0524421809676	0.125187564093
e	0.0209234073715	0.0207693384106	0.0440154957639	0.145059109587	0.402290529533	0.190425902442	0.0501037411959	0.126412439147
v	0.0193131397877	0.0176716072667	0.0313341402966	0.0940681124623	0.377767485844	0.276622067481	0.0552708423986	0.127952544889
ò	0.0181624103164	0.0163323460796	0.0261101261475	0.0692663880208	0.271497482881	0.37401818516	0.0778966411329	0.146716382696
s	0.0140673657495	0.0134190077713	0.0203869796692	0.0499174469803	0.209784043894	0.393639911053	0.112696670044	0.186088566432
t	0.0129098163512	0.0120012459532	0.0172335850897	0.0462268566468	0.200255049365	0.380662953684	0.135716426735	0.194994007097
e	0.0112106919971	0.0106070860077	0.0142604633699	0.0348585088156	0.158314531388	0.309817492361	0.194712990298	0.266218212586
m	0.00986354252597	0.00999490795923	0.0127201541033	0.0282064027852	0.0948508698293	0.256420473254	0.275776031433	0.312167681929
a	0.00890556032826	0.00932195843814	0.0111312205544	0.0255498272684	0.0607056555564	0.208511478685	0.346978193811	0.328896135043
r	0.00736217029009	0.00760513310314	0.00852112818147	0.0162501361961	0.0383245845988	0.137188927162	0.435365737937	0.349382198348
è	0.00628326798414	0.00645056588684	0.00715151984916	0.0118893879314	0.0332414343529	0.110775789121	0.492885995979	0.331322090783
o	0.00620647628412	0.00597642285121	0.00744377433439	0.00914161089447	0.0305565017343	0.0862690506403	0.477906341993	0.376499882928
</S>	0.00647656868301	0.00585771853235	0.0077966381362	0.00853165576424	0.0291677895121	0.0790310896201	0.452637217996	0.410501389464
