 	mio	padre	ha	lavorato	sempre	</S>
o	0.667842712	0.1714296973	0.039121743857	0.0389847557584	0.0427854340261	0.0398356715605
c	0.51366997	0.286930426967	0.0508119709739	0.0463398299361	0.0528434647772	0.049404367252
i	0.34186638	0.420862026989	0.0708843575246	0.0513673436786	0.0589396726939	0.0560802434733
ù	0.225448101733	0.50064601033	0.108421629462	0.0564224480664	0.0549248084795	0.0541369531746
r	0.172258266978	0.51340527411	0.145211282707	0.0562704986915	0.0507459084406	0.062108607488
i	0.144430721059	0.45577122737	0.233763653969	0.0492855397012	0.0494204372268	0.0673282345721
m	0.113487383153	0.34509500979	0.300467270656	0.0913943771337	0.0582562860145	0.0912995525006
m	0.150076090251	0.24472546993	0.253842613552	0.150270644378	0.0771940618735	0.123891028148
u	0.143938905817	0.192789446243	0.302308546517	0.146557655726	0.0807363514772	0.133669043339
è	0.0802034818403	0.148776246394	0.407626147506	0.185678183509	0.0630715821517	0.114644310675
p	0.0566023922854	0.101323695911	0.434228447169	0.263726930103	0.0556637139098	0.0884547822543
o	0.0534943031325	0.0812780653703	0.353674611723	0.364711148301	0.0606694210233	0.0861725200741
l	0.0452209078975	0.0618945625234	0.219944650974	0.503368632767	0.0730048767811	0.0965664221914
e	0.0401562428392	0.0484368717745	0.149027670658	0.514790039589	0.10808205506	0.139507124164
m	0.0377714205977	0.0418077760515	0.105575797953	0.489213039196	0.15620626262	0.169425686521
i	0.0288008493772	0.0347184234105	0.0836227827177	0.426817859065	0.20425942754	0.221780629974
m	0.0232073129611	0.0313942337635	0.0694078295059	0.337741416355	0.281774945847	0.256474263325
m	0.0285955326457	0.0309068577745	0.0499780184753	0.306144645252	0.326575749949	0.257799156442
è	0.0305348010632	0.0350718711515	0.0609388032651	0.244213080217	0.317149831316	0.312091551881
n	0.0258930757454	0.0349941510392	0.076650640355	0.217974632072	0.321366830439	0.32312063396
a	0.0233100401015	0.0304636843217	0.059997743665	0.170481974224	0.359460521146	0.356285983587
p	0.0152800526018	0.0181613108872	0.0359909111683	0.101952760941	0.453624087382	0.374990805529
à	0.0114265410753	0.0133327001224	0.0361447595894	0.0885921583137	0.518492151794	0.33201158551
n	0.0105890417638	0.0142002033208	0.0423153082631	0.0793173598379	0.500388229265	0.353189792503
t	0.0420072895399	0.0129294099036	0.0365428221544	0.0950899854793	0.442946815755	0.370483642968
a	0.0517047634926	0.0106720154065	0.0266725691515	0.0866461677598	0.408183167252	0.416121221789
</S>	0.0306723870253	0.0109472217363	0.0212702972258	0.0562001870799	0.408359437626	0.472550351895
