 	avete	cucinato	le	verdure	</S>
m	0.693488535	0.08171285581	0.0757036934235	0.0528120153951	0.0962829865925
a	0.577163713667	0.164302524137	0.0889901669341	0.0525942022581	0.11694943705
r	0.386395153889	0.319597438446	0.109070938512	0.0509060270736	0.134030466603
è	0.23906164963	0.459772081882	0.133182120437	0.0444779828404	0.123506219394
t	0.19391912421	0.523568542361	0.136471379679	0.0420552267042	0.103985748321
s	0.15694039487	0.510760427454	0.17350870198	0.0492077266107	0.109582715612
a	0.0980545675567	0.383827975018	0.303908289413	0.0509998872756	0.163209283436
t	0.0745298974522	0.239796973539	0.420403281804	0.0655281625972	0.199741719452
o	0.0598361991974	0.154499760246	0.471874764601	0.0977701038657	0.216019183253
t	0.0408432512991	0.0810261805153	0.512803946867	0.184094237689	0.181232401313
a	0.0307559714804	0.0511307973051	0.486734098289	0.266723862816	0.164655300704
l	0.0242395612708	0.037546129155	0.438053434363	0.297472132325	0.202688777635
à	0.0186888311289	0.0465567707263	0.374964887721	0.343437880575	0.216351654438
c	0.0204673461063	0.0505147141568	0.316731158974	0.387430188392	0.224856611173
h	0.0270590976814	0.0482568542656	0.371480805391	0.354260464431	0.198942752391
a	0.0316895837705	0.0458244756152	0.343681371464	0.316502182444	0.26230233633
n	0.0259271535815	0.0272151199404	0.238826520821	0.388579249481	0.319451921243
a	0.0196029789718	0.0215707532088	0.195630818274	0.372085870294	0.391109590214
</S>	0.0186663661239	0.0218887251044	0.169173703137	0.295346868847	0.494924379107
