 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	0.5259055044	0.2348206299	0.0177706105752	0.015363378164	0.0153900574479	0.014890531026	0.015501043327	0.0154294633239	0.0159452068123	0.0169568524352	0.0161132393145	0.016047967378	0.0184315680555	0.0178928014432	0.0219021960502	0.0216389559196
k	0.383495499333	0.316883468367	0.0406604414579	0.0251237931342	0.0157870080361	0.0158324150694	0.0176592428507	0.0170387938253	0.0178641715213	0.0184804562867	0.0174722299217	0.0173038901307	0.0195934294832	0.0191788858734	0.0286528782954	0.0289734392482
è	0.272036009644	0.399490565656	0.0610371246726	0.0318453957114	0.015680965994	0.016994402586	0.0185275240414	0.017636757509	0.0193957453244	0.0193050446529	0.0179438602936	0.0171633766904	0.0188964094214	0.0181005251912	0.0275713936836	0.0283749900222
c	0.188657965148	0.472112785885	0.0821130110109	0.0337711383305	0.0155141796533	0.0182845660288	0.018016106046	0.0171666872763	0.0200747196589	0.0198569098452	0.0180461236293	0.0157790433728	0.0191014179246	0.0164071898812	0.0220979216981	0.0230003043071
c	0.225927515116	0.377739584828	0.0986171114903	0.0502702239968	0.0168797602064	0.0240155723087	0.0201633289461	0.0185707894652	0.0231652877577	0.0243270486694	0.0217308008479	0.0156502459378	0.0238298267304	0.0161875954402	0.0206899312501	0.0222353784143
i	0.220321338105	0.302938637143	0.111008878517	0.0784107911256	0.0188787278241	0.0258673630165	0.0212774547873	0.019898904363	0.0245638277749	0.0256943322647	0.0233041762122	0.017366372268	0.0255369175938	0.01795761737	0.0245173714277	0.0424573048711
a	0.125326869902	0.269635985714	0.174768455439	0.128642592509	0.0257146247214	0.0229102395413	0.021499795542	0.0202240689453	0.024996546202	0.0218924545945	0.0208479718888	0.0188945279636	0.0220083639982	0.020415581818	0.0286163426604	0.0536056260201
a	0.0846199594007	0.201686154238	0.230483232213	0.156921589636	0.0437015329071	0.0251589909844	0.023880407027	0.0210745334805	0.0281968725444	0.0221576302638	0.0201972401959	0.0199277566972	0.0225559153115	0.0270661371394	0.029455264315	0.0429167998192
r	0.0785102782869	0.144176966146	0.241310056738	0.157544379012	0.0475300559024	0.0470629052615	0.0292806953403	0.0250338860638	0.0294304146551	0.0257715548319	0.0228464361536	0.0232447279058	0.0231951643176	0.0287139601932	0.0303159929891	0.0460325563638
è	0.063216714149	0.093016730982	0.223135755779	0.213612631404	0.0502123573008	0.0748460248205	0.0299539851334	0.0255127669757	0.0291133835529	0.0286235047375	0.0249328579158	0.0237793662051	0.022351208946	0.0220712621644	0.0273909674016	0.0482305265028
t	0.043323326849	0.0665002764607	0.199386820126	0.275217790468	0.0621841047069	0.0830006833402	0.0334710556645	0.0278294548884	0.029618971917	0.0281330492258	0.0243874794763	0.0216516349215	0.021337789999	0.017234433448	0.0229552708959	0.0437679213251
i	0.036431178109	0.0493513838202	0.170815218442	0.235301196556	0.137849456909	0.0986304067801	0.0343658708615	0.0272698958515	0.027639481194	0.0263315883056	0.0217985547271	0.0207608392574	0.0205546668473	0.0162733132905	0.0207366844146	0.0558903564831
e	0.0326712020814	0.0417203084214	0.126132870614	0.169688359805	0.214468456236	0.12935183486	0.0300700955272	0.0240787587638	0.0260804588221	0.0263157657301	0.0205235265469	0.0220455634128	0.0230240921005	0.0246576361714	0.0253218359864	0.0638492890384
s	0.0302958889035	0.0364727978818	0.097249445138	0.128092503355	0.164959958012	0.187367697087	0.0529787096424	0.0421145861213	0.0300898000454	0.0290726407895	0.0245005183973	0.0287785859663	0.0283226391242	0.03069456946	0.0306635853678	0.0583461177386
ò	0.0249940518618	0.0296789381273	0.0788371035127	0.0945475971183	0.122142907204	0.270025817429	0.0641439870808	0.0489706925071	0.0296557463498	0.0284989465904	0.0259198646874	0.0290420766535	0.0360982522153	0.0329697579038	0.0285931481976	0.0558811491337
z	0.0212216925947	0.0257853114624	0.0604510424376	0.0803251817728	0.123655126088	0.29493865181	0.0873583072936	0.052647553969	0.0343879325379	0.0254076233683	0.0253999059525	0.0247440237476	0.0360146471667	0.0304458405676	0.0266201993706	0.0505969331392
u	0.0233128706903	0.0260316892748	0.0505757833459	0.0634865570776	0.127294777183	0.23432246227	0.144337914031	0.073846851523	0.0356090006326	0.0226045852059	0.0239197107573	0.0241053837415	0.0311404264537	0.0234227798715	0.0268218890702	0.0691672588649
n	0.0239113164177	0.0265261031443	0.044086735782	0.0529681445925	0.114252422528	0.173895128023	0.174365132477	0.114442482841	0.0340967468442	0.0241885860422	0.0237768828928	0.0275317743319	0.0295989112368	0.025332255389	0.0298245313938	0.0812028125521
f	0.0205130790643	0.0211875737214	0.0334965227273	0.0403619899242	0.072313440096	0.128809826741	0.163364068359	0.160137277814	0.0918710638814	0.0296933025445	0.030601719641	0.0347621168794	0.030409185162	0.0306722198693	0.0390724620352	0.0727341359208
à	0.0185751198118	0.0179709776325	0.0262651355624	0.0309956960881	0.0797628372853	0.11914310438	0.135591475186	0.165835207271	0.10672800616	0.0291814045815	0.0318515723408	0.0332716599177	0.0442894511786	0.0314649795823	0.041452986313	0.0876203800729
i	0.0144279159624	0.0154694352212	0.0223060750741	0.028273172008	0.0947090251484	0.129613195593	0.134889004262	0.19472713529	0.0541811066533	0.0219150128738	0.0260197046003	0.0269666530371	0.0438267956648	0.0313310336578	0.0602042620672	0.101140525997
o	0.0125699424287	0.0149529592441	0.0214507422747	0.025587728022	0.0764506281228	0.108321994961	0.151835201427	0.226458474023	0.0365932209111	0.0142835306706	0.0213227567868	0.0263473525247	0.0247672315309	0.0344029320748	0.0894501659774	0.115205214686
g	0.0125328811653	0.018562624534	0.0256860662682	0.0278616460147	0.0587605086076	0.089171003037	0.141367283749	0.208158428334	0.057662959597	0.0161344235762	0.0239861099089	0.0309193044876	0.0185716923643	0.0410922620293	0.0864189967216	0.143113850131
e	0.0129103845232	0.0197444740813	0.0266259798739	0.028125533195	0.0459599941219	0.0749733923217	0.129953423458	0.198456402867	0.071146824299	0.0187150207641	0.032664702123	0.0404887706239	0.0166385321218	0.0390406743836	0.115755598952	0.128800239468
l	0.0115971355239	0.0151807434421	0.0212560084691	0.0238848673551	0.0352305204666	0.0565180397739	0.119524231795	0.195067423378	0.102297870933	0.0257162179134	0.040365103841	0.0413695573813	0.0196098415953	0.051237867565	0.142940466973	0.0982040166555
à	0.0106900682643	0.0123502901234	0.017839731935	0.0209486551597	0.0395080894555	0.0424421856953	0.101484224498	0.195328076926	0.119628533704	0.0282991347978	0.0672560820603	0.0409711381204	0.0320143349658	0.060994880251	0.120260524436	0.0899840020264
o	0.0117347456442	0.0127317250234	0.0171223668839	0.0191816694188	0.0442827454341	0.0363045426274	0.0951286097013	0.19470577726	0.0966027767817	0.0194493326426	0.0903238699281	0.0607662020201	0.0306503351746	0.0491871201077	0.133167197973	0.0886609734123
p	0.00950027560247	0.010361965075	0.0134226514515	0.0154628952209	0.0299591419534	0.0280736818341	0.0743233309004	0.162419787665	0.103374241828	0.0380885024109	0.103558745049	0.0692870750534	0.0215673485455	0.0466327493292	0.170209539159	0.103758140309
r	0.00589515023136	0.00699873137567	0.0090551235605	0.0112187226838	0.0196913846442	0.020068893638	0.0548509635781	0.124721681848	0.124071905763	0.0766392322876	0.106012557381	0.0872127124445	0.0211953264285	0.0552848615617	0.150812996055	0.126269812023
ì	0.00805261090512	0.00901034301256	0.0104803830644	0.0119875403283	0.0243511991094	0.0205414567967	0.0553247021794	0.120103626349	0.115595687581	0.0717260195265	0.0963935160737	0.118144867295	0.0318423477028	0.0558621069459	0.126111713387	0.124471862434
m	0.0103085260057	0.0109950701389	0.0127632505392	0.0152710937724	0.0280427281627	0.0265134019369	0.0517387805438	0.10942558108	0.107453270603	0.0605510693955	0.101802056668	0.11687022464	0.0439088080409	0.051254416382	0.135677549056	0.117424183116
a	0.00926803179243	0.00991716605263	0.0120019841144	0.014628349664	0.0226900194391	0.0231136312394	0.0430773882486	0.0747957699347	0.113636491126	0.0646881193078	0.110123511525	0.139951023509	0.0369143215936	0.077814837194	0.131798949619	0.11558047845
k	0.00901544229845	0.00933165893514	0.0118198183639	0.0135528002931	0.0194974990166	0.0192999808759	0.0359400689142	0.0550114965029	0.089718663158	0.060269044633	0.125058596433	0.142169984496	0.0452262777579	0.0986635915313	0.145218868686	0.120206234183
a	0.00799093182012	0.00830347125785	0.0103433813133	0.0116926769841	0.0156553668417	0.016736210067	0.0272820871114	0.0415360816496	0.061718078887	0.0545045377296	0.123203208644	0.155243364719	0.0498736682126	0.114916994444	0.164068180982	0.136931702961
n	0.00797777620997	0.00877281376942	0.0102950441656	0.0113831988469	0.014932911847	0.015535267157	0.0242785976091	0.0358014971319	0.06047083051	0.0473266420207	0.113660931722	0.160161160773	0.0422932554042	0.147622807481	0.155137249947	0.144349967987
a	0.00715146490819	0.00782562914621	0.00925038434	0.010232274905	0.0136783872836	0.0138972326067	0.021499635117	0.0316230645473	0.057044387468	0.0432740961529	0.107324025828	0.150008309371	0.0416131543547	0.163962564027	0.170841455049	0.150773917129
f	0.00667043093966	0.00665102408087	0.00826554309747	0.00923885801787	0.0112911300807	0.0121889074132	0.0200719435597	0.0267722306924	0.0525131693407	0.0385702584983	0.104550242564	0.152954718764	0.0624599151182	0.152962471676	0.16810993035	0.166729224843
a	0.00642261709249	0.0061449849934	0.00785429840014	0.00884891111169	0.0102098244316	0.0114464283973	0.0194479692859	0.0245450019441	0.0497028586796	0.0343813177031	0.0949065090017	0.148305514141	0.0727779967927	0.146537066292	0.172190233983	0.186278550881
