 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.7220050124	0.06415200531	0.034188097558	0.0337628053295	0.0330586153132	0.0349961042728	0.0401903615485	0.0376469519241
n	0.6062929788	0.15744668757	0.0395613004513	0.0347952938605	0.0320628519848	0.0349905678941	0.0486812153032	0.0461691095622
k	0.4422726396	0.288821059523	0.0500114668438	0.0391741707162	0.0312239397203	0.0385271789875	0.0538290050147	0.0561406586354
ò	0.317810937867	0.358731256508	0.0886463309079	0.0415761491474	0.0314738787489	0.04954350553	0.0501286960443	0.0620893045265
r	0.288231302956	0.376046822036	0.112232418103	0.0418900470818	0.0320076564331	0.0495568815501	0.0444460353046	0.0555888619752
a	0.244331439252	0.372659953879	0.174687764501	0.0433306639473	0.0319630141632	0.0391053806194	0.0413889849633	0.0525327957824
s	0.147472267017	0.382210195293	0.2376095791	0.0569329784891	0.0328301035393	0.0365888499865	0.0407021753566	0.0656538235757
t	0.118486101872	0.360646120031	0.2408522137	0.0744335128697	0.0379710496171	0.0451540205846	0.046535208632	0.0759217294354
e	0.091266784944	0.292146902277	0.314839134567	0.0961695891566	0.0383873095517	0.0448349709173	0.0459979096647	0.0763573114389
m	0.0689190812813	0.222650440759	0.366420840856	0.136354337186	0.0383825173932	0.0460999961391	0.0432812054063	0.0778914569011
a	0.0596559551404	0.16868917712	0.335306963619	0.208591414662	0.0484682034004	0.049515119513	0.0449564825511	0.084816571776
r	0.0488243172801	0.134986194973	0.284785117606	0.262787613554	0.0658318623268	0.0467286259043	0.0527050652594	0.103351171232
è	0.0369859439934	0.105850087724	0.234289932335	0.301423470918	0.0885800324356	0.0518406977681	0.0526379540691	0.128391904827
o	0.0257785692805	0.0633097848413	0.168345457312	0.379859816973	0.115296020412	0.0649431521227	0.0422167603657	0.140250427326
c	0.0214124301695	0.0423376956138	0.106954539037	0.378054386991	0.149647391057	0.100096349708	0.0540189025486	0.147478233542
e	0.0213127340632	0.0367131651246	0.078488900279	0.292071883197	0.213950618872	0.119590742503	0.0667786547162	0.171093231141
e	0.0180693612811	0.0274443053315	0.0521731996597	0.205758551999	0.265561522157	0.150555912368	0.105165331439	0.175271750774
n	0.017669555807	0.0249245240938	0.0423425805199	0.162707372733	0.227401089119	0.191286485389	0.163903053146	0.169765349425
ì	0.018169278489	0.0248811127846	0.0450608516066	0.139827501311	0.168447707973	0.231828663796	0.203175561049	0.168609360562
n	0.0155723107343	0.0202550017815	0.0383256936089	0.095029301197	0.136366220924	0.302876136599	0.216651001016	0.174924360674
e	0.0158979084466	0.0183267210628	0.0294856108578	0.0643242934703	0.102138952155	0.271432212866	0.306255461005	0.192138888891
p	0.0146703507476	0.0144668771333	0.0184149342294	0.0401151082548	0.062330645505	0.172728512089	0.499302989668	0.17797068343
r	0.0081483378528	0.0077392697831	0.0084243892118	0.0229058024916	0.0289361866683	0.12615712003	0.632475633223	0.165213388237
ò	0.00490385484093	0.0057220911975	0.0060952147766	0.0176190774905	0.0275245568428	0.0983971964767	0.653049764408	0.186688281239
n	0.00880356947291	0.0099343226123	0.00695475152327	0.0159042254435	0.0313209806609	0.0830312464256	0.643332688136	0.20071818708
t	0.0100215765593	0.0128776562682	0.00679008318296	0.0126564376745	0.0210113628603	0.0681425300419	0.652017156045	0.216483234693
o	0.0081948093261	0.0113661383975	0.00804824034999	0.0117340873182	0.0189504232068	0.082058186514	0.572745814682	0.286902405898
</S>	0.00882869980689	0.0110313576527	0.00936151494329	0.0124776914691	0.0231028185034	0.109080909157	0.489897141341	0.336219961949
