 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.643494944	0.070268927859	0.0397679109034	0.0376913084026	0.0357819620562	0.0332658947022	0.0353325235046	0.0348429924626	0.0331383540682	0.036415215488
s	0.588468457333	0.124793120614	0.0482904775214	0.0401011422299	0.0348544082908	0.031610967177	0.033973918782	0.0327214572433	0.0314897934335	0.0336963382217
e	0.516557071111	0.207221292538	0.0494500902325	0.0398882424877	0.032552520948	0.0295790274705	0.0308457260367	0.0296485664197	0.0313353843837	0.0329221502188
l	0.441698747704	0.268293164513	0.0558899974695	0.0444658696203	0.0328735630718	0.0287911048241	0.0289281895652	0.0282835793499	0.0322965602667	0.0384792442953
a	0.351389777235	0.330162682171	0.0758064637565	0.0463440530576	0.03465846111	0.0291352551121	0.0283150047134	0.0278449861944	0.0326353633797	0.0437079797465
n	0.243047883412	0.387595112324	0.112423713452	0.0519943397767	0.0362026827218	0.0309930506865	0.0298288071075	0.0293889695898	0.0328882977381	0.0456371853742
a	0.143357372404	0.360405719708	0.223793586884	0.0566500375389	0.0373825249719	0.0334217135499	0.031605503811	0.0309496055702	0.0339849323752	0.0484489898539
v	0.106391197801	0.278161899903	0.276617131828	0.102065898593	0.0423387718016	0.0369525680083	0.0371186844293	0.0348779469968	0.0338327613775	0.0516431073905
r	0.113982602467	0.244757762234	0.247765116409	0.155475537531	0.0453895292472	0.0381205100076	0.0391864683587	0.0347423675503	0.0302825587763	0.0502975452247
ì	0.102764088956	0.201169653678	0.336674579136	0.15426111671	0.0405421380957	0.0328048531489	0.0328342487476	0.0275207944654	0.0254356100798	0.0459928679545
k	0.068126529652	0.154968527493	0.413993768712	0.15753786177	0.0412080480319	0.0322944962074	0.0311201258429	0.024255799392	0.0249882795625	0.0515064955507
o	0.056284211884	0.125877963564	0.380152269904	0.195327967257	0.0666734134773	0.0362307279053	0.0315917493494	0.0251423785268	0.0273528762449	0.0553664706791
a	0.045694810532	0.080050884188	0.313627156968	0.272178646419	0.106590206226	0.0407048052193	0.0320200773109	0.0299702155574	0.0293497538391	0.0498135542078
f	0.035750919278	0.0522087386093	0.224809576656	0.327961897473	0.142425172142	0.0534152097798	0.0369767908456	0.0402985973558	0.0347192660874	0.0514339625829
ù	0.0332871018893	0.0466516674164	0.168784974619	0.337649028824	0.171026298047	0.0664972184199	0.0405892843219	0.0421070425976	0.0330077533591	0.060399755489
r	0.0265377243098	0.0376426497588	0.15348250494	0.338034636208	0.189360138016	0.0685168605	0.0414442740273	0.0360293668515	0.0277275272744	0.0812243945223
n	0.0291261958013	0.0312177000636	0.12829315358	0.343374875003	0.190234286005	0.0796934336533	0.0494531002151	0.0347856187129	0.0337475833371	0.080074035632
o	0.0338538677158	0.0313866860785	0.0845335871267	0.264268011668	0.225818610668	0.132955034904	0.0790537834177	0.0389845187047	0.0414413054408	0.0677046064246
k	0.0290785936913	0.0309522052728	0.0606567624089	0.175668524889	0.270659802223	0.171351342968	0.0869798766326	0.0411194453749	0.0464736961835	0.0870598634312
a	0.0261382406224	0.0293080437676	0.0492330178163	0.13314453503	0.246260537674	0.212645306989	0.0942307613709	0.0445416051116	0.0549930627336	0.109505009322
k	0.0237311806941	0.0255950479772	0.0388746560788	0.0998786143433	0.218365839825	0.24328196433	0.110176345657	0.0636984464905	0.0645628618103	0.111835192543
a	0.0207851794427	0.0226127783844	0.0328751166929	0.0828407385811	0.179958586075	0.25387963211	0.139828709686	0.0789578519435	0.0716906326634	0.116570894748
n	0.0161611754556	0.0174641416288	0.0263794974996	0.0569444107937	0.141922197825	0.280122137037	0.170995101162	0.0925458579612	0.0719737161811	0.125491830636
n	0.0149460829452	0.0157235127749	0.0275172176352	0.0580922379979	0.139665079942	0.260128791346	0.171501437854	0.10625245332	0.0828933390937	0.123279892352
i	0.0129851035311	0.014122079733	0.0233619395584	0.048722419066	0.109494660514	0.226159121449	0.200466178818	0.121902446907	0.116115021305	0.126671018244
u	0.0100500812417	0.0106681714003	0.0152125921928	0.0300015607953	0.0709197747447	0.20270618115	0.242113063339	0.138617201636	0.138920306008	0.140791046935
n	0.0100057192226	0.00999731028677	0.0158024597043	0.0278895231051	0.0589834400216	0.182409418117	0.218905948446	0.182348081545	0.153569076403	0.140089020765
r	0.0087556306142	0.00869163827359	0.0141261470948	0.0239021632284	0.0460916442739	0.142500015839	0.140269661349	0.225118370315	0.219833827001	0.170710865455
