 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.564071481	0.2380454502	0.035184269378	0.0317262979373	0.0312948558567	0.0323481581075	0.0324014876971	0.0349279406668
p	0.437183240667	0.309399430667	0.049525030058	0.0529547926246	0.0306819516971	0.0349197562297	0.0360801911188	0.0492554998293
e	0.347467468289	0.376206392822	0.0574872683927	0.0606955488122	0.0307887260475	0.0360518274372	0.0372758303894	0.0540268498696
t	0.285152915163	0.424449130541	0.0698331722709	0.0509906144014	0.0302739288881	0.0388972441371	0.0393662300711	0.0610366566442
à	0.212659780988	0.452914336447	0.118659902537	0.0457063439605	0.0276024509934	0.0386453942711	0.0390056608644	0.0648060092591
c	0.159975674929	0.491964426149	0.157346236579	0.0472515806802	0.0269761879065	0.0333470360036	0.0331403707537	0.0499984126069
i	0.140307011976	0.407961471383	0.225714734326	0.0799964672267	0.0303032947897	0.0345036221977	0.033952544947	0.0472607709906
a	0.109549629659	0.266956022168	0.331265546775	0.129946850809	0.0303283748848	0.0433284134075	0.0347944418344	0.0538306861648
k	0.107492216686	0.179528534403	0.343566807672	0.174714053603	0.0345839110196	0.0522046304139	0.0389953382447	0.0689145875956
è	0.102829021029	0.144556322908	0.363332655704	0.188413376801	0.0397901303732	0.0480515364793	0.0421123665676	0.0709146891491
c	0.0689329153263	0.115566007396	0.377654829301	0.218443022934	0.0705302561311	0.0389761919878	0.0378404237677	0.0720563812153
c	0.0627348214254	0.0977435548253	0.2969373037	0.276832485311	0.0927656539597	0.0433285197214	0.0419107094011	0.0877468850624
i	0.0578881995685	0.0815056772351	0.252383038167	0.31488392677	0.0882833885159	0.0479053512126	0.0506916464918	0.106458670713
a	0.0418766455628	0.0560066503184	0.227900939389	0.323569336723	0.113871700572	0.0656022071375	0.0573875548519	0.113784897084
u	0.0415414493843	0.0575342155688	0.176953542463	0.266235725041	0.161959513524	0.0908739410458	0.0939159402106	0.110985678941
s	0.0615054026548	0.0538903688856	0.113288935454	0.198787396014	0.184711658175	0.0979084344153	0.1262441372	0.163663659867
e	0.0584982946043	0.0354677768405	0.0713117602513	0.146921045451	0.191931992992	0.167671588872	0.116763167197	0.211434302176
n	0.0305631709794	0.0237752523788	0.0539526192838	0.095150276997	0.243639765531	0.202866464957	0.108037187132	0.242015227325
d	0.0220583356148	0.0233679883596	0.0387508922259	0.119843852499	0.20103197897	0.169000307165	0.126033410031	0.299913269175
ì	0.0180542350606	0.0262216843399	0.0507188260066	0.123987991066	0.143604917383	0.205882911901	0.139070483864	0.292458936992
n	0.0140924255967	0.0220048238866	0.0619929191355	0.088467368022	0.175138623194	0.255611928767	0.108621631555	0.274070274731
n	0.012236465074	0.0183935339489	0.0530429416885	0.130862685894	0.143628705198	0.239724690369	0.096389754525	0.30572128551
u	0.0106505799153	0.0151949788116	0.0366950393615	0.119803229579	0.0870601907327	0.249162704083	0.149983687248	0.33144957017
n	0.014256959028	0.0141623235392	0.0227761956958	0.0594906176583	0.0823434805442	0.276373585341	0.190603150416	0.339993673657
e	0.0152912667028	0.0134750560193	0.0172893621399	0.038715293159	0.0720137403414	0.203900590386	0.311231064139	0.328083662886
i	0.0121094499339	0.0108513416619	0.012741223688	0.0208229082387	0.0423121011638	0.137591414407	0.44110323538	0.322468338229
g	0.0308075726751	0.0137520798285	0.010946193422	0.0383451790504	0.0311586243646	0.118093984476	0.41315283246	0.343743486743
e	0.0364149302308	0.0140271068762	0.010019812732	0.0430814166363	0.0270033129055	0.104879176839	0.42263990882	0.341934241981
n	0.0168873568554	0.00998243576473	0.0098962147504	0.0232249443116	0.0351238104992	0.117478246373	0.417301919607	0.370105035994
i	0.010408505392	0.00812283061558	0.0090192617852	0.0160828668372	0.0351503841997	0.104820911071	0.407412287869	0.408982978198
t	0.0102628176695	0.00867520092386	0.0081006102816	0.0124215342784	0.0250352694532	0.081418537417	0.39925514229	0.454830889599
ò	0.00897655369683	0.00860329794729	0.00906752133707	0.0115707685961	0.0211685218157	0.0718410150657	0.36676612483	0.502006184866
r	0.00802044733728	0.00821501070843	0.0100729963917	0.0109363898087	0.0215461161499	0.0603246922219	0.411364923343	0.469519427955
i	0.0100550433904	0.0113171518817	0.0104879280899	0.0123143526582	0.0238168499453	0.0530857679406	0.400786406448	0.478136501985
</S>	0.0114034498722	0.0137749384053	0.0113765233709	0.013321848853	0.0238031695656	0.0476112045703	0.363320429224	0.515388442992
