 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.6019172514	0.068392399269	0.055602389381	0.0472955088791	0.0436446801534	0.0303235859333	0.0296209484602	0.0338105785803	0.0402809979422	0.0491116966468
i	0.442838577133	0.15332728989	0.084040465017	0.0575124322601	0.05786565155	0.0313093056948	0.0303457342871	0.0350012831489	0.048167687168	0.0595915842363
n	0.285600592911	0.220603557097	0.155115392828	0.0823343172957	0.0686579625367	0.0280204533282	0.0263583814754	0.0311122515399	0.0474448623239	0.0547522050784
d	0.18330684977	0.202240889899	0.212798251943	0.125618625245	0.0781834529782	0.0289410837443	0.0256333514785	0.0372892011631	0.0513707985005	0.0546175433387
è	0.13192266299	0.174609540766	0.298543414314	0.131537478435	0.0820444354061	0.0284503292619	0.0233911499577	0.036490834058	0.0440151542949	0.0489950864906
l	0.08519213293	0.164248441455	0.405747215771	0.110246991118	0.0804816818687	0.0304289260211	0.021914297586	0.0287347076039	0.0315953515287	0.0414102850191
a	0.0650287899767	0.150612688752	0.403307173924	0.145932099219	0.0906130490069	0.0311236494204	0.0221660494911	0.0250175866091	0.028648624766	0.0375502917202
à	0.0555429722922	0.107226495817	0.361303186308	0.191380233166	0.141653606153	0.0301450821895	0.02130926024	0.0242882160535	0.0267203865382	0.0404305910489
l	0.0488745148441	0.0809280492657	0.315199790769	0.193258591922	0.176939339938	0.0389179376952	0.024656477397	0.0290784811872	0.0311282552117	0.0610185331542
l	0.0557303845327	0.0647798021752	0.23645247759	0.178725206441	0.213887228246	0.0538454814477	0.0304897055701	0.0388446294236	0.0436470356951	0.0835980070103
e	0.0512976478156	0.0480502967051	0.14541931473	0.228799869747	0.228224567415	0.0890635358959	0.0385522088604	0.0389538915135	0.0473372384887	0.0843014504472
s	0.0351488488799	0.0375553846657	0.08648838651	0.248676353249	0.233663109138	0.111833103252	0.0453710093335	0.0460746861282	0.0545384821742	0.100650630551
è	0.02808140684	0.0335437249992	0.0644550395367	0.204824812883	0.271382052379	0.124995710771	0.0515940482912	0.0476227296334	0.048793843327	0.124706599379
t	0.023330039008	0.0300138202044	0.0553642656789	0.183686990894	0.311981432126	0.12490203399	0.0509346299837	0.0474324590358	0.0414567747418	0.130897528401
t	0.0224172791527	0.0243059674101	0.0438187976463	0.126729956165	0.358510940709	0.122624131597	0.049586238107	0.0769126547476	0.0549085872777	0.120185406334
e	0.0235121552269	0.0245228794067	0.0345821376621	0.0880685079217	0.27377481977	0.237239715266	0.0670757962281	0.0861053919309	0.0569372666532	0.108181216064
k	0.0209038141003	0.0229327570824	0.031219767114	0.0926145393186	0.15135490019	0.312575592222	0.0693924878894	0.087540034697	0.0683778088195	0.143088196388
a	0.0207677251401	0.022677938193	0.0289133619087	0.0832901081175	0.0983929401633	0.302615607874	0.0858270423098	0.0976476098857	0.0746606840312	0.18520694888
v	0.0190782916267	0.0208147494362	0.0245930212709	0.0641452043945	0.0656313709278	0.298810287358	0.0961432026366	0.112800378429	0.105618509357	0.192364876193
ò	0.0134078931326	0.0153142028188	0.018450345961	0.0500465845535	0.0536356251159	0.254907070186	0.108762458079	0.173233381943	0.135966239859	0.176276030264
e	0.009575413737	0.0106303371199	0.0127540659403	0.0270618572612	0.0346660918386	0.188021383195	0.160406822093	0.223990716648	0.15105950916	0.181833699421
n	0.00824090979673	0.00862721111539	0.0107322931361	0.0220126906817	0.0249132607395	0.132653232765	0.158141770598	0.250565620216	0.18053691532	0.203576071274
ì	0.00842200420558	0.0088008509007	0.0112149456947	0.0206902696719	0.0240470338732	0.099911556055	0.115128560499	0.287724812739	0.225148452707	0.198911514091
m	0.00797119620053	0.0088618295851	0.0116415370629	0.0179466373306	0.0224910774711	0.075630896085	0.097217606033	0.28016827918	0.290591296236	0.187479685897
e	0.00837534330551	0.00936245265763	0.0117290114323	0.0169127078209	0.0192529904304	0.0525404646737	0.0742949628643	0.193984572993	0.424350142079	0.189197456232
p	0.0074712918255	0.00902427368181	0.0098474358001	0.013608895671	0.0137936559168	0.0330270594872	0.0430005644214	0.116411136998	0.56897243736	0.184843306744
r	0.0041620611453	0.0058729119539	0.00677842179803	0.0118254271515	0.0236272065816	0.0246467321264	0.0255591788538	0.0878099443993	0.62265799512	0.187060079115
ò	0.0031650351659	0.00379466352793	0.00478214378801	0.00836971529163	0.0250765005965	0.0167797439355	0.0198181601513	0.0731389156664	0.62950409304	0.215570966572
n	0.0088114499003	0.00507099122398	0.00893249764067	0.0114595266232	0.0187512754188	0.0199223135165	0.0225491962971	0.0756161903555	0.598683643013	0.230202886191
t	0.0113709154038	0.00543371189366	0.0109893053716	0.0143522299527	0.0464362609169	0.0281296221848	0.0162929779857	0.0725918814718	0.546694062338	0.247709025597
a	0.00870647854511	0.00586102823225	0.0089373268602	0.0111280334134	0.0501122816456	0.0249843353343	0.0131652503886	0.0691353379106	0.521319739446	0.286650154066
</S>	0.00845352701482	0.00685631598018	0.0090740277746	0.0098024179521	0.0294411227868	0.0190654509941	0.0151931347743	0.0723575580553	0.525784791723	0.303971589033
