 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a	0.3831396654	0.389531065	0.0474787245	0.0270208680438	0.0250782389328	0.0245758367483	0.024310138176	0.0247980006545	0.0276094997394	0.0264579363492
m	0.290576759333	0.375704205667	0.12291078442	0.0293190216526	0.0285651687513	0.0279672185622	0.0247671217911	0.0284471619408	0.0349294170341	0.0368130998251
e	0.208095841711	0.383587743489	0.17224443694	0.0365487498042	0.0309977261678	0.0299908760998	0.0256255926779	0.0306374154982	0.0394687472408	0.0428028434094
s	0.166986238987	0.352664947363	0.218530320447	0.0479973669681	0.0294092957666	0.032673878451	0.0268502871491	0.0298640166175	0.0409533363378	0.0540702960784
t	0.106676796946	0.300009384388	0.303113978149	0.0488447895227	0.0307933341369	0.0366656710143	0.0260085438503	0.0318624617756	0.0448212097524	0.0712038229755
i	0.085930727582	0.300355696796	0.307134403783	0.0577028637342	0.036205983807	0.0348869883156	0.0257817618685	0.0328630226229	0.0444442575611	0.0746943327739
p	0.071392322378	0.261526241799	0.324299511394	0.0918318297381	0.037476878809	0.0346937674587	0.0261644251209	0.0320186693401	0.046138644645	0.0744578045899
à	0.05732938143	0.215686941333	0.317691188465	0.146556444979	0.0572147437697	0.0388995337729	0.0235590662675	0.0286256020578	0.0401886954414	0.0742484704573
s	0.0509335445353	0.170175346444	0.287718490155	0.193026760393	0.0920408951232	0.0422578644376	0.0240506370748	0.0247473398877	0.0324355819388	0.0826135197845
t	0.0550290253238	0.113255411148	0.276138307785	0.230976786998	0.106245161441	0.0478029634392	0.0286510634849	0.0306355188473	0.0352295667321	0.0760361517406
a	0.0496310984346	0.0839605556893	0.240075816728	0.244447124333	0.14399456248	0.0674800020397	0.0329998489216	0.0373025664722	0.0367328634827	0.0633754946532
ì	0.0327970334422	0.0598049763698	0.190710172376	0.231499814711	0.217366600293	0.0962197243132	0.0333559485139	0.0341856872821	0.0342740782958	0.0697859445712
c	0.0277722302867	0.0453334893033	0.147244338925	0.190094395437	0.290720259564	0.124591582704	0.028894521058	0.0284209452486	0.0321171805926	0.084811024248
h	0.0307689008876	0.0389848111344	0.123441490308	0.158913637412	0.284299168188	0.189881892235	0.0295733605127	0.0263421429901	0.0312516795163	0.0865428185614
e	0.0282153343705	0.0328878857981	0.096768680276	0.152859943004	0.230424049529	0.254045898745	0.0697519689976	0.03186506531	0.0309656508806	0.0722154675908
t	0.0211825366869	0.0253535164694	0.0666646583053	0.104659225468	0.20445495651	0.269652767848	0.119027888199	0.0418261474033	0.0455538048314	0.101624466815
e	0.0207037355953	0.0239476124331	0.0507478220018	0.0653440315293	0.164694109503	0.275187807549	0.176439060266	0.0466301041678	0.0544827465756	0.121822972769
l	0.0205766914465	0.0249562563544	0.0480922368739	0.0554141865164	0.133405244034	0.271435730516	0.212412155689	0.0545558419559	0.0609158624303	0.118235838515
ì	0.0172566222419	0.0220231520901	0.0452341913153	0.0578319702521	0.131186807411	0.273896321505	0.214165526496	0.0645420425853	0.0651869129768	0.10867645399
s	0.0143844984214	0.0174747709947	0.0390742284491	0.0531656771107	0.13177489987	0.288219685835	0.239901565165	0.0623048301951	0.0614097104523	0.0922901102153
o	0.0145664261222	0.0163247541553	0.032178682735	0.0400154559956	0.107092712903	0.241856796212	0.276725552388	0.097781599465	0.0735887251308	0.0998693442851
n	0.0161548453045	0.0180762078728	0.0276934976523	0.0317080777439	0.073499137941	0.164211522137	0.309158931129	0.145272771822	0.0816646723769	0.132560406175
t	0.0163304229992	0.0160006288176	0.0215996558461	0.0241699760546	0.0490893452937	0.133364427312	0.300757841376	0.169001873674	0.105344307392	0.164341574658
a	0.0139015317772	0.0129275206352	0.016135617862	0.0184651452249	0.0332894537912	0.104104763277	0.250296564565	0.191085258558	0.182568849131	0.177225268953
à	0.00990107031353	0.0100928059931	0.0134307844387	0.0160454376016	0.0291289792771	0.0768295441323	0.197572286962	0.223383162786	0.250888226377	0.172727665624
l	0.00882639888584	0.00874566142837	0.0135746289816	0.0163035992539	0.029345689919	0.0717482779108	0.152257821387	0.261132706595	0.280331332792	0.157733905515
a	0.00991033301798	0.00957623016946	0.0140173575632	0.0154727825473	0.025679071129	0.0553738563569	0.112866402396	0.233935364732	0.349992687597	0.173175915105
t	0.00939824350883	0.00935842848449	0.0118267276031	0.0129631288318	0.018851674879	0.0392431617056	0.089494396932	0.205211374111	0.416158277199	0.187494560168
ù	0.00771703620528	0.00791600557123	0.00993395229337	0.0124104675439	0.016796333573	0.0354652132685	0.076891121644	0.17945090677	0.463610017066	0.189808886123
c	0.00772113610443	0.00823362335348	0.0120418518581	0.0150359566593	0.023514806351	0.0366830724028	0.065756324548	0.13724437199	0.488785082355	0.204983689908
h	0.00771671109614	0.00828483481049	0.012647511758	0.0170989999978	0.0250344614543	0.0364394872143	0.0590220138827	0.136058093463	0.482497852118	0.215199978836
a	0.00754728380358	0.00840844740123	0.010444877772	0.0158150616566	0.0176042080888	0.0273084425628	0.0462814284302	0.134276951954	0.459911363373	0.272401911812
v	0.00764826708806	0.00845561796881	0.00911920742733	0.0124232209962	0.0121140787563	0.0187607153256	0.0303071962661	0.135646835985	0.451111638458	0.314413177937
à	0.00722260986135	0.00763870173627	0.00821130220378	0.00991164397873	0.0099947673901	0.0170705593252	0.027116781302	0.118767022595	0.484892339486	0.309174273979
l	0.00774602897692	0.00781126713609	0.00887697427659	0.0100948630462	0.012805315368	0.0223162490584	0.0292203763607	0.103086164265	0.464354441829	0.333688337326
o	0.00970071731294	0.00968934591843	0.0106305492215	0.0115944306454	0.01469478866	0.0231065106128	0.0267922483616	0.107262364288	0.402621159276	0.383907816442
n	0.0109656547211	0.0109370827085	0.0114064767078	0.0120539476185	0.0147997980933	0.0200528291843	0.0268733010145	0.118586931296	0.404238013759	0.370085933481
t	0.0164765916997	0.0121250283662	0.0119182734926	0.0174918841595	0.0138219293271	0.0205775247614	0.0345577783975	0.151259784565	0.424438727253	0.29733251776
a	0.0190572571655	0.0145949894838	0.0134005639195	0.0361043049825	0.0161796405957	0.0205853042338	0.0319336011032	0.139678477722	0.409856835418	0.298609071187
</S>	0.0161754289122	0.0157115953445	0.0143208496128	0.0492120121353	0.0203813816579	0.0210522522869	0.0260669690976	0.112367134161	0.403627553209	0.321084890593
