 	sta	seduta	nel	giardino	</S>
s	0.783724171	0.07258642667	0.0466756511896	0.0472547088229	0.0497590875394
t	0.727244448333	0.106437976997	0.0499078234332	0.0496303127539	0.0667794435884
è	0.602923100111	0.223010595692	0.0502898395399	0.0495273528097	0.0742490922932
i	0.406674454704	0.426027180564	0.0518573029495	0.0477656106558	0.0676754066572
k	0.340794546235	0.448436618388	0.0677781954765	0.0511923750731	0.0917982825324
a	0.300702436478	0.444550628063	0.0786135462922	0.0540592174006	0.122074253105
s	0.174562996893	0.468957453754	0.140731308097	0.0660583588091	0.149689936252
i	0.123907922964	0.427834493718	0.209385792032	0.071661952003	0.167209892584
m	0.0919994807547	0.374033615706	0.286908440677	0.0960917205343	0.150966760761
m	0.0843934511516	0.234209227435	0.358758867159	0.145161599378	0.177476793454
è	0.0953730815172	0.174790083612	0.385079099053	0.145545628606	0.199212050791
n	0.0869802272391	0.198699081804	0.413409074751	0.128776873969	0.172134798904
i	0.062787896853	0.161391302001	0.397347752917	0.207374762076	0.171098390235
s	0.0357525517203	0.0847799196003	0.375563364772	0.296105559359	0.207798629378
t	0.0335806246961	0.0484179275068	0.374573749591	0.301489971786	0.241937713826
o	0.035976776098	0.0373555279889	0.304325215664	0.329436250595	0.292906267875
n	0.023153236306	0.0310534028563	0.193765547155	0.448992632198	0.303035268025
g	0.0205119583413	0.0402849757788	0.184876704118	0.503751370466	0.250575039408
h	0.0200180569424	0.0420439207089	0.214659046106	0.471991808555	0.251287166469
i	0.0124933174491	0.0266131116656	0.162126576369	0.497056116852	0.301710883823
a	0.0099839670935	0.0212533784639	0.0837234596363	0.501847421217	0.383191747208
r	0.00794463333663	0.0155589471433	0.0505628469341	0.458456839206	0.467476684269
d	0.0100117766209	0.0273064129851	0.09718565972	0.416548464935	0.448947615823
ì	0.0111700048096	0.0395519737324	0.12616101744	0.399612602312	0.423504353408
n	0.0111309493102	0.0322249214288	0.08343982542	0.443381508771	0.429822767803
o	0.0127354540379	0.0226077955543	0.0551657148133	0.44957402559	0.459916953934
</S>	0.0132483711612	0.0196222664272	0.0419580245067	0.413326683795	0.511844593967
