 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.623996952	0.07352072728	0.0302437945804	0.0261026268676	0.0235669139552	0.0234247049209	0.0228931205039	0.0236862087318	0.0237570784786	0.023284085451	0.0233058738539	0.0248016728814	0.0295354762508	0.0278807036097
p	0.552739216333	0.123972906607	0.0342144949736	0.0265395295673	0.0243181828024	0.0241416264033	0.0232988563932	0.0251213952891	0.0246373516668	0.0222422783182	0.0233014944493	0.0252248878957	0.034304720978	0.0359430345496
à	0.490889714111	0.188123155202	0.0365057108379	0.0271654147504	0.0247038286549	0.0240413764052	0.0236792606492	0.0251566003296	0.0245584575054	0.019381083207	0.0227319159025	0.0239669453781	0.0319904966772	0.0371060132661
o	0.348940996237	0.327286375734	0.0489991171593	0.0285166639447	0.0250597714929	0.0230371686295	0.0234687892403	0.0243861407576	0.0242874798244	0.0199400794827	0.0228009342732	0.0244494558665	0.02886033441	0.0299667014859
v	0.183593638746	0.463595757911	0.0675261511198	0.0371978567862	0.0265291382332	0.024129366926	0.0234557052436	0.0250187646114	0.0237805018665	0.0202242306609	0.0222407724269	0.0240619726574	0.0279617935346	0.0306843837935
r	0.170553920182	0.474524959304	0.0667523801033	0.0415725218874	0.0275755206686	0.0250865504697	0.0243988518774	0.025836613386	0.0230842622713	0.0189329906481	0.0214571387893	0.0224077257934	0.0264304087987	0.0313861922054
ì	0.179638150794	0.442368624101	0.113685868298	0.0361112782678	0.025926836502	0.0232469884291	0.0241306080542	0.0250146416604	0.0215948114081	0.0182253708649	0.0198467106898	0.0201291573734	0.0232909196152	0.02679007488
s	0.134454768265	0.450301307034	0.154467695833	0.0427949268226	0.027415232796	0.0240046487717	0.0243641503142	0.0243868582154	0.0197948131861	0.0173457434559	0.0183049863942	0.017834794803	0.0200468227773	0.024483217099
k	0.127004685955	0.451018600345	0.125175634611	0.0560755134275	0.035490876496	0.0301559368831	0.0285368354338	0.028527915144	0.0205347001381	0.017394152782	0.0186288929934	0.0174175104703	0.019382230303	0.0246564426605
o	0.104828898985	0.331628302048	0.247523619404	0.0683371526625	0.037258769976	0.0314376139986	0.0298067550632	0.0294838872451	0.0213146364972	0.0177292550681	0.0191887746166	0.0180997403664	0.0194460254673	0.0239165193514
n	0.0577441400837	0.219079765949	0.394055327801	0.0862888984875	0.0351606469387	0.0307388165082	0.0276629428658	0.0292347968993	0.0205905673617	0.0176118516874	0.0193216970319	0.0188387894562	0.020074141686	0.0235975908966
t	0.0825032261232	0.178353519983	0.368739073	0.100204231363	0.0419070627462	0.0347432588629	0.0302716599558	0.0324008177025	0.0228391165399	0.0176906763525	0.0210597013552	0.0206828655318	0.0224670306359	0.0261377376461
a	0.0891257875597	0.121087769728	0.367374402667	0.143676565588	0.0461771119821	0.0329513296156	0.0324776976404	0.0300211385663	0.0239549837314	0.0184898041845	0.0216122235577	0.0211294674304	0.0235366547698	0.0283849773473
n	0.0479658675452	0.0841187849093	0.382137190556	0.206772022863	0.0516033875274	0.0339684841392	0.0329683992499	0.0305268071566	0.0224865762198	0.0177984479492	0.0200576119635	0.019512662515	0.0213775961436	0.0287060150333
a	0.0337917470351	0.0715535557031	0.338254411185	0.256409332621	0.0727589133091	0.0348738701831	0.0323632830617	0.0301852506543	0.0219928632742	0.0180441405612	0.0195520046076	0.0195215556216	0.0208868824433	0.0298121486213
f	0.0314915619077	0.0651996611877	0.254480223395	0.32980485654	0.087481723503	0.036954484301	0.0331492188043	0.0287224098975	0.0215973185471	0.0180638342298	0.0198135948509	0.0219228214631	0.0216032805237	0.0297150628611
u	0.0299703200066	0.0597838231092	0.181016133532	0.342460011513	0.138951140234	0.045394123167	0.0342499833414	0.0285206161375	0.0217542324977	0.0184443979729	0.0201767744332	0.0229916455054	0.022178482604	0.0341083086214
