 	lo	sentii	che	viene	</S>
t	0.766914364	0.07177726789	0.0473101590566	0.062509716658	0.0514885042482
o	0.667312022	0.165048482497	0.0511670463005	0.060077988973	0.0563944619379
n	0.458121406	0.273196989699	0.0845752059388	0.0785833259696	0.105523083707
ì	0.265761227	0.3498541381	0.16103488138	0.0871092575545	0.136240593638
k	0.168655517333	0.368471944033	0.232526207327	0.0815635808982	0.148782827788
u	0.119079194444	0.289313233344	0.351522746442	0.0805180058994	0.159566802116
s	0.0741349402747	0.178388608648	0.488837896814	0.101039974566	0.157598540812
a	0.0474414227716	0.102321471416	0.465116211271	0.160506805322	0.224614055624
n	0.0410889823545	0.0740140105453	0.351703375424	0.295733003841	0.237460631208
a	0.0317375633135	0.0481384982151	0.225363219181	0.438375581947	0.256385155936
r	0.0203623284778	0.0287409744757	0.1104580509	0.532658769982	0.307779824445
t	0.0730942855039	0.0170866249359	0.0701145498667	0.527391085601	0.312313454482
i	0.093221652162	0.014811421976	0.0552829358556	0.424394223474	0.412289809361
</S>	0.054625006138	0.015630237484	0.0464208181278	0.381774371737	0.50154958668
