 	tutto	il	cibo	vuole	girato	</S>
ò	0.684348228	0.12272450281	0.045540953718	0.0458878047868	0.0540702413717	0.0474282876137
l	0.548501586667	0.23483066003	0.0603453951593	0.0457890223185	0.0531853238923	0.057348017753
o	0.352675108889	0.40383015841	0.0915487899598	0.0439896872841	0.0481793414059	0.0597769336965
o	0.188066834763	0.43028344847	0.213014368933	0.043801049906	0.0609235251132	0.0639107790361
m	0.108825377988	0.327212188157	0.306773352511	0.0879851706353	0.0877414230679	0.0814625319877
a	0.0914881964627	0.277243609052	0.322916717837	0.124357296052	0.093908004202	0.0900862662846
r	0.0710537168409	0.228092206351	0.369020237079	0.132648397391	0.07212703155	0.127058403637
ì	0.066568009767	0.158226382517	0.390014774493	0.190907579397	0.0536887235833	0.140594494712
o	0.061400729389	0.108642873419	0.341136076831	0.313303847399	0.0637280232611	0.111788461971
t	0.0394699156397	0.072438301873	0.258890658477	0.385066365533	0.0750285336204	0.16910622565
è	0.0317072937232	0.055831477511	0.187926949026	0.433976478911	0.0873134346735	0.203244366923
l	0.0267758679744	0.0438332861437	0.143521790342	0.48500301997	0.113773002558	0.187093096014
i	0.0226401733648	0.0326696169746	0.102879848627	0.366335534323	0.251401987719	0.224072897405
v	0.0201049246283	0.0249967125469	0.0515224831557	0.234277722974	0.41199386284	0.257104242068
o	0.0155606712294	0.0181478398243	0.0286811567386	0.161173028411	0.47491536228	0.301521860023
t	0.0115740181898	0.0131002068723	0.0176226054862	0.0989044330237	0.576884711427	0.281914035074
i	0.00946778372993	0.0105018245996	0.0123443077154	0.0691445060812	0.629468425809	0.269073269825
m	0.00887568410331	0.00969054858387	0.0112179803851	0.0489381824737	0.559717663936	0.361560005675
m	0.0155778660611	0.0186428318593	0.0130251755084	0.0541409277979	0.519455471979	0.379157730758
è	0.0176495731204	0.0249219537984	0.0206449566361	0.0554201081326	0.504012475326	0.377350958853
n	0.0153924968668	0.0215579899961	0.0262788929454	0.0604573677975	0.494670722442	0.381642524684
o	0.0151114051989	0.0170290494134	0.0214909519485	0.0533865049525	0.483000156814	0.409981917561
</S>	0.0124763208645	0.0134499819537	0.0168661663243	0.0388149567762	0.455379696407	0.463012884781
