 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.6827345066	0.111343584524	0.0326783641606	0.0285767556149	0.0278580952127	0.0276188180796	0.0279072132806	0.0320852401088	0.0291974859109
ò	0.652235761533	0.133513054975	0.0343123910362	0.0309723949009	0.0289579782437	0.0279147678188	0.0289143234499	0.0336645877318	0.0295147605162
z	0.599640695844	0.145647745258	0.0438055636091	0.0387937281076	0.037663595993	0.0301179275431	0.031757159139	0.0364244431161	0.0361490460288
i	0.486158910615	0.224966576753	0.0593087239406	0.0425292113055	0.0407113732497	0.0320692274231	0.0332775979203	0.0404046860526	0.0405735520559
m	0.345995847538	0.245795722784	0.117009637378	0.0528932315437	0.0532379253209	0.0409580235831	0.0380301009433	0.0441076586906	0.0619716971642
i	0.217381042446	0.252564795861	0.202046933659	0.0696454927126	0.0625721157771	0.0446760813663	0.0386949673056	0.0440474323518	0.0683710729559
n	0.139802240149	0.28662404742	0.26757585642	0.0778640122489	0.0696917685065	0.0388130137228	0.032519192991	0.038721507261	0.0483884401172
o	0.104283697623	0.26943575354	0.304979277473	0.091625953663	0.0810592362888	0.0377360618787	0.0303927881333	0.0379446119912	0.0425426946965
m	0.075795193941	0.2118799532	0.362597881558	0.0899525789543	0.0782017891796	0.0475698455891	0.0345957893432	0.039917907139	0.0594891480352
i	0.060248159187	0.142532840153	0.388342844253	0.117758135185	0.0869158145912	0.0591836580651	0.0371093998191	0.0402665637378	0.0676426190334
l	0.0543490107357	0.117944754151	0.375504112084	0.153610368728	0.0957746986617	0.0627613501091	0.0383818065376	0.039496593452	0.0621773265326
ì	0.0571215761119	0.097690181417	0.338053321761	0.196318262843	0.109497135621	0.0645986690804	0.039054138225	0.0382947971201	0.0593719279071
s	0.0476060886773	0.0912446544723	0.297177032454	0.232757636948	0.131866260607	0.0617191215508	0.036565977509	0.0451599699239	0.0559032235205
i	0.0384926172924	0.0700258758908	0.238168196951	0.288203670983	0.146514335002	0.0756267842876	0.0390604205478	0.0470539694577	0.0568541344873
a	0.0391050264241	0.0528235545903	0.133892816984	0.353312898994	0.169517800667	0.106080492253	0.0450233475646	0.0434172857275	0.0568267876672
t	0.0335379696934	0.0409649423221	0.083903890028	0.320038802331	0.236525926222	0.114409072604	0.0500562588985	0.0450507175599	0.0755124785312
ù	0.0300284254498	0.0336679173447	0.0608138857093	0.24397951911	0.332604830074	0.113597910601	0.0573234011095	0.0432983125723	0.0846858381069
t	0.0256469562433	0.0284638836989	0.0494774693831	0.20019494497	0.375194146158	0.114450458667	0.0613636758078	0.0517838627986	0.0934245519264
t	0.0254111395544	0.029159095246	0.043867091481	0.18559376179	0.359566299919	0.125126426956	0.0693472627466	0.0641305614693	0.0977983408394
o	0.0288457912448	0.0299281072097	0.0385174028737	0.141266432297	0.293090642373	0.183843802319	0.0973366205182	0.0827150664587	0.10445614406
p	0.0264653569123	0.0277404433019	0.0339814318246	0.0897536070323	0.243409982124	0.228779521706	0.118702979373	0.0941463392096	0.13702028384
r	0.0243024953548	0.027904158694	0.0311358750749	0.0680931735108	0.244473856041	0.240319569502	0.116723800124	0.0950910664605	0.151955883695
à	0.0219886255783	0.02413146322	0.0286676625116	0.0596330731036	0.217404615347	0.220706111167	0.151093504375	0.131684298537	0.14469056502
m	0.0173844715928	0.0196199532427	0.0275103128372	0.0471147773812	0.168582420116	0.193940550789	0.226060988058	0.143768848566	0.156017613787
m	0.0195989879909	0.0213319726389	0.0281063069991	0.0497148276737	0.151725951372	0.212749629996	0.243116016086	0.111624359662	0.162031868149
a	0.0212157048636	0.0209188507356	0.026354938973	0.0474494541379	0.123869510011	0.190767695665	0.269089162029	0.108401426334	0.191933243223
m	0.0155001910812	0.0155710516665	0.0210434832643	0.0306876254526	0.0715358330903	0.137405739555	0.31507718161	0.158167996978	0.235010903608
e	0.0123051470577	0.0135300332568	0.0163365210214	0.0231758390909	0.0461025287501	0.102960016385	0.282052024003	0.220291586593	0.283246238069
t	0.0101908817432	0.0111702072989	0.0129901664898	0.0197129067163	0.0331630315967	0.0791328437283	0.236186628801	0.304308678198	0.293144569356
i	0.00804506442307	0.00847130660363	0.0099645153126	0.0146004238181	0.0251389887869	0.0585647445428	0.191406424267	0.394944951399	0.288863573119
n	0.00842204211636	0.00853557826254	0.0106731933395	0.012909227142	0.0225783016236	0.0435608244876	0.139864649156	0.4565347858	0.296921463706
A	0.00854791245365	0.0109667660658	0.0114553975932	0.0151601625767	0.0241754150079	0.0400744693959	0.119771029719	0.5125893166	0.257259618835
n	0.00784751958875	0.0115107621936	0.0108075957251	0.0175426082722	0.024450301796	0.037465840132	0.12902905124	0.498226876867	0.263119506545
n	0.0113275375683	0.0183945148205	0.0126421011144	0.0219068141294	0.030269438312	0.040129308764	0.149611926747	0.383642670956	0.332075769515
a	0.0143507037381	0.0204038609795	0.0132496994461	0.0209632873151	0.0273633935373	0.0337425405613	0.142507841782	0.325065251652	0.402353490505
</S>	0.013685954818	0.0142694327408	0.01222770665	0.0164431012276	0.0205595697386	0.0261658324207	0.126885886291	0.343694313826	0.426068235253
