 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.661052913	0.0697324352	0.0368978568422	0.0273168188953	0.0261382666846	0.0266898255254	0.02539102855	0.0211291886678	0.0239954951962	0.0241022609766	0.0262467204777	0.0313070521487
ì	0.553109246667	0.164726274333	0.0389826429638	0.0295799459412	0.0273847365052	0.0282859155905	0.0269877216501	0.0209477527988	0.0255235899794	0.0256211037683	0.0263907579919	0.032460210416
o	0.396133551489	0.338884231911	0.0380957827862	0.0268715148563	0.0256759695523	0.0260984062225	0.0251860248578	0.0211480470387	0.0245052516391	0.0246010104293	0.0248836852201	0.0279164920964
ì	0.236232321563	0.512910419037	0.0370061719434	0.0250484614235	0.024111316153	0.0257875818288	0.02352888522	0.0206025407349	0.023126827303	0.0224649005819	0.0233865792736	0.0257939776668
s	0.164930945321	0.556172554012	0.0528424438191	0.0292118354992	0.0265535612181	0.0296472469439	0.0247921395491	0.0193433784924	0.0233393901917	0.0213825810033	0.0225258146116	0.0292581304809
s	0.188130791374	0.430289485337	0.094958242353	0.0444704179529	0.0359848134025	0.0381308027661	0.0314689096973	0.0207628701359	0.0305954441609	0.0242167290135	0.0256674818158	0.0353240879945
e	0.171685422411	0.375810976112	0.138098846064	0.0489944451575	0.0386344334586	0.0410723846511	0.0356485929629	0.0229118511126	0.0339723297783	0.0269031369563	0.0276536451397	0.0386140104901
r	0.11350316709	0.405723128704	0.165221525355	0.0517988261725	0.0361389322206	0.0394328533075	0.0355501306652	0.0239731674379	0.0317632999947	0.0258035022508	0.027843442832	0.0432480697296
e	0.0864126015833	0.316669236901	0.281685268318	0.0590835299242	0.0335326470989	0.0366925704416	0.0338837733567	0.0245131876495	0.029538068989	0.0239143054102	0.0273996409915	0.0466752292558
k	0.0758916398411	0.197842206967	0.398741453773	0.0705755049747	0.0455414135336	0.0326902142618	0.0311765447862	0.0236134240998	0.0272982161247	0.0243076817797	0.0268923758334	0.045429426699
a	0.0656279099404	0.135309142256	0.415746502924	0.117796270992	0.0539917479712	0.0314856223266	0.0303109400114	0.0235972709281	0.0264916163256	0.02443202609	0.0271337680861	0.0480773227058
s	0.0496888235401	0.0899805036187	0.399031669641	0.176035004331	0.0561097204504	0.0324561648682	0.0294268450011	0.0241066848228	0.0274230554774	0.0265908543588	0.0291235685536	0.0600271989104
ì	0.0426160363134	0.0751831145596	0.327597767547	0.26992946611	0.0573947004168	0.0341201306227	0.0270847805897	0.0230603128547	0.027585406049	0.0256246527126	0.026746070932	0.0630576165317
m	0.0369583720578	0.0701968955399	0.265684278916	0.339713840037	0.0733493696723	0.0367231069409	0.0271698975679	0.0232839164168	0.0263166237361	0.0225752551369	0.0233422810397	0.0546862349271
b	0.0334022932993	0.0697467639133	0.274326889039	0.300325992679	0.0883612755841	0.0450251099803	0.0330126478951	0.0244397628884	0.0354403324992	0.0244911028932	0.0240917520656	0.0473360805108
e	0.0328811893731	0.0638467687711	0.252249844813	0.260901337226	0.153771646688	0.0476841406601	0.0360043617155	0.0250755986103	0.0370733199824	0.0253534316295	0.0241116881613	0.0410467261311
r	0.028999552937	0.0451398381104	0.173914854538	0.261540123409	0.245785911229	0.0653384264867	0.0382411604252	0.0243279887289	0.0301296048448	0.0240196700475	0.0243729777054	0.0381900392804
i	0.0283945165543	0.0362476209661	0.118692032926	0.226566614403	0.298261990743	0.0977507000289	0.0510866952217	0.0256761112323	0.0272927237659	0.0222298810689	0.0234475269806	0.0443536411937
k	0.0284984042208	0.0345655563214	0.0883122768287	0.186090240268	0.310458708181	0.13343205181	0.0627833945872	0.0269278898241	0.0273234627594	0.0264119193335	0.0230095446555	0.0521865348267
à	0.0274262603136	0.0342828581971	0.0835559680429	0.174843275023	0.280627838727	0.162334199603	0.0719618333757	0.0243482120414	0.0280006873451	0.025647371134	0.0207619944205	0.0662094911567
n	0.0253378706179	0.0346872297857	0.078072777161	0.150765688408	0.279052337642	0.171912948401	0.0952237335252	0.0228847641671	0.0269936191044	0.0189638282641	0.0191301316986	0.0769750369229
n	0.024043838602	0.0325652308286	0.0696193544403	0.131997854536	0.254052078214	0.195477508134	0.117677355042	0.0274230702957	0.0307738672415	0.0217535866871	0.0229499777942	0.0716662147877
i	0.0256448253047	0.0278630943229	0.0559866726068	0.119979355192	0.214882397138	0.201642996311	0.150588703681	0.0493536823786	0.0351310530272	0.027348368486	0.024589806059	0.0669889435925
s	0.0235901853762	0.0234332410376	0.0385653110923	0.098804638944	0.200383146779	0.21364193237	0.176156614894	0.0580308628929	0.0398507618757	0.0290802772163	0.0280799830675	0.0703830491926
s	0.0217507167681	0.0212140919425	0.0364653854045	0.0864477227547	0.158397172393	0.289433641457	0.166038292031	0.047275297151	0.0442732708252	0.0304982233588	0.02990754206	0.06829877751
ì	0.0251661966974	0.0241377448342	0.0384508216252	0.0882030641582	0.123493438304	0.285300858086	0.154347928344	0.0761668496703	0.0546198417417	0.0344379948149	0.0251257157	0.0705496885852
c	0.0247505174911	0.0248090569221	0.0359272598617	0.0817373952527	0.118854230141	0.210425690962	0.166984526848	0.0968480795568	0.0868172955139	0.0448361563296	0.031371659782	0.0766382101186
h	0.020968144573	0.021993407942	0.0354519869119	0.0659875971242	0.106056074647	0.236969806654	0.174243003949	0.0770708426656	0.102124127571	0.0570056515259	0.0376538801177	0.0644754684766
r	0.0216410031577	0.0232403801913	0.033988782596	0.0636802204814	0.091920656349	0.277396432951	0.15793673785	0.0733884273685	0.104712952524	0.0635025662153	0.0353819164594	0.0532099189815
a	0.0219004906786	0.0218948688171	0.0264696528693	0.0563640993671	0.074296652983	0.215434815384	0.172544402617	0.109790817256	0.127097566441	0.0697824265384	0.0363387328275	0.0680855078025
c	0.0235824459262	0.0219443447017	0.0271454876124	0.047565699329	0.065396933461	0.144287991261	0.167819270472	0.114230035819	0.153555825214	0.0955018380461	0.0482102164178	0.0907598967722
e	0.0211204037667	0.0199129850386	0.0260892600561	0.0421050766763	0.055734872207	0.107537087754	0.132298579424	0.11592955154	0.166529255405	0.121466756415	0.0645915504933	0.126684502898
e	0.0148177077222	0.0134468003929	0.0176471598937	0.0316140960701	0.0382401729623	0.0739814689847	0.111503676941	0.143347258847	0.162041644135	0.162507356405	0.0759378280778	0.154914756313
t	0.0109654013141	0.00996672076897	0.0165189838102	0.027469641268	0.0336780096541	0.0653369629482	0.0887618043137	0.121258733082	0.146027795378	0.249425192668	0.0953772453326	0.135213485044
è	0.00982246057137	0.00872069197166	0.0175198816127	0.031771530056	0.0374836142227	0.0676841216694	0.0817167865712	0.100627609181	0.145167157126	0.261675474223	0.128846503884	0.108964132288
l	0.00963323437712	0.00928081418589	0.0159858550782	0.0330064684853	0.0380682773189	0.0595645797565	0.0725152714571	0.0948980052803	0.178582775709	0.228479044074	0.132420298028	0.127565374496
i	0.00967906353237	0.00981988260063	0.0139989741481	0.0257289131338	0.0315583834576	0.0434065354562	0.0525450416344	0.0798688749601	0.168369113503	0.214045334825	0.159870346676	0.191109573565
s	0.00963907320746	0.00924215457888	0.012509284218	0.0202730338079	0.0244743057039	0.0347353628227	0.0446329600868	0.0647967107	0.133659252368	0.240826847075	0.184275531292	0.220935480522
e	0.00884080440582	0.00836258378129	0.011377457274	0.017323778738	0.0201803360546	0.0298941709342	0.0388150215489	0.0563290451667	0.110521666763	0.243458053292	0.196671537897	0.258225489107
n	0.0103277879186	0.0100896033154	0.012498442892	0.0182557281033	0.0223004474915	0.0257545180314	0.0335930584896	0.0495641329422	0.0919213732943	0.231718199364	0.234002257699	0.259974496969
