 	la	casa	la	costruisce	il	mastro	</S>
o	0.624058804	0.20506032946	0.034981965357	0.0324450387569	0.0324034250561	0.0353434041496	0.0357071593319
s	0.449316717333	0.352694341153	0.0427561626703	0.0347642571405	0.0344664162436	0.0387302160011	0.0472720085513
p	0.351677365111	0.401018484118	0.0582456935634	0.0365356463735	0.039970702858	0.0397536505875	0.0727985202032
ì	0.28380560237	0.459583816439	0.0677325943078	0.0346990598445	0.0406846961326	0.0364889976502	0.0770052403862
t	0.182571266457	0.566908072813	0.0836866113293	0.0392891460748	0.0350474129153	0.0344272971084	0.0580701799552
i	0.134425198219	0.492438097604	0.19071936627	0.0536334540649	0.0343253910411	0.0370210480492	0.0574374304606
o	0.0883200322997	0.298526099335	0.34594156109	0.127688833742	0.042274386873	0.0349359857278	0.0623130258266
f	0.0595772052332	0.165056983978	0.432270077697	0.197718180781	0.055306505327	0.0316163071693	0.0584545962618
a	0.0490345769177	0.111507726326	0.440345903899	0.235885839394	0.067619434109	0.0325468462646	0.0630595446593
b	0.0359930622019	0.0816632807087	0.401486346966	0.266526741798	0.0906062343897	0.0345583892284	0.0891658512398
b	0.07056027463	0.100649306636	0.322102105255	0.210125411399	0.114038246489	0.0500543551349	0.132470200059
r	0.0947438151433	0.153081740212	0.253488795685	0.1814622108	0.107006747056	0.0547235873074	0.155493027592
i	0.0639064283144	0.139007547537	0.260576248895	0.2682495778	0.0940461564853	0.0432086962752	0.131005344192
k	0.0842973638248	0.0795793860723	0.232615930965	0.3058754964	0.106119761495	0.0404923298742	0.151019717078
è	0.0846558727283	0.0517900848508	0.175559662988	0.284856435133	0.174163121832	0.0338932683914	0.195081517253
i	0.0376413737761	0.0310218515636	0.132518166996	0.249021511578	0.319547792611	0.0405662022638	0.189683066898
o	0.021091896768	0.0219843022305	0.0788503645853	0.173480656659	0.390219448737	0.128373068441	0.186000276099
m	0.0204772906813	0.0294490958928	0.0621668757951	0.12175467682	0.367962946779	0.201130243634	0.1970588629
à	0.0197819074831	0.0306819478043	0.064126761945	0.106980163273	0.36055152626	0.204556653611	0.2133209523
s	0.0133428256684	0.0187681552881	0.050553140695	0.097873360291	0.32607475142	0.278941535204	0.214446177633
c	0.0387645253395	0.0163504714094	0.0337090499517	0.075266249977	0.26987725774	0.322089377068	0.243942981411
i	0.0472382286425	0.0148957735578	0.0275401842879	0.0528954710057	0.201189589047	0.327664845023	0.32857579447
a	0.0219155924188	0.0114584399313	0.0256870109333	0.0381667137686	0.137915499296	0.381238339008	0.38361831749
</S>	0.0158998617464	0.0109961947716	0.0266331387767	0.0339092223343	0.118320422268	0.404115232504	0.390125829745
