 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.5681754356	0.114663996118	0.0604883327093	0.0471152041838	0.0450830254061	0.0437720215155	0.0491580551119	0.0715439203161
ò	0.537121742267	0.152125577938	0.0585744622404	0.046615789967	0.0427698850772	0.0422824408332	0.047570662178	0.0729394053698
t	0.498144652089	0.229427260846	0.0572844411128	0.0436160745175	0.0388425315111	0.0366315286118	0.0422035594557	0.0538498879351
t	0.399621236696	0.267102330192	0.0900125475009	0.0562293289066	0.0430215826253	0.0409342240973	0.0498230181016	0.0532556930623
i	0.324554193565	0.318129850974	0.10727387757	0.0575602063763	0.0442451049374	0.0431955870003	0.0517897333355	0.0532514787953
ì	0.219314199655	0.464077749991	0.0983485550233	0.0460072882316	0.0401939394115	0.0371024767194	0.0431022355471	0.051853619026
r	0.152082948352	0.525681230664	0.123371938548	0.0441249981635	0.0349128728818	0.0305427057977	0.037287083455	0.0519963023067
t	0.195799083451	0.412697773555	0.170516074496	0.0604014658857	0.0378510815756	0.0324000024377	0.0401347301399	0.0501998510573
e	0.18643805315	0.315738711852	0.260611419145	0.0659241444891	0.0424361359179	0.0362974186532	0.0421766383476	0.0503774613218
o	0.103703401583	0.242375374884	0.413045423715	0.064335076463	0.0425949585101	0.0388769154804	0.0402771586396	0.0547916824998
G	0.0870874126343	0.174333686295	0.438988295238	0.0918297975543	0.0408841485947	0.0447977514012	0.0494648869724	0.0726140417306
i	0.0815235053181	0.152815672632	0.448230463746	0.101731497318	0.0380325026369	0.0430117663114	0.0514328042385	0.0832217433932
o	0.058073585686	0.116439560144	0.420855935382	0.153258170306	0.040681476951	0.0612472674045	0.0541340960936	0.0953098337004
v	0.0644862578087	0.103062140981	0.298837086861	0.199311974502	0.0455492131503	0.0796783795072	0.0730326741711	0.136042208609
à	0.0607651741896	0.0901707404603	0.301583306554	0.228609955901	0.0550266342501	0.0556271943837	0.067521203074	0.140695731572
n	0.0379463586765	0.0712022832868	0.291459410318	0.307466951967	0.0691645828167	0.0366142713159	0.0518037244304	0.134342418801
n	0.0412062656922	0.0691993822956	0.257925525573	0.317691031989	0.0730201952722	0.0440527794786	0.0593696945802	0.137535175206
i	0.0405566214574	0.0564156766119	0.236489271991	0.318398489596	0.102490575357	0.0650436679195	0.0582704978869	0.12233523925
e	0.0303754477725	0.038895650444	0.16218157473	0.375712230132	0.136535995186	0.0843926453198	0.043649678537	0.128256824799
A	0.0256499256068	0.0305918247147	0.101227135577	0.417254184044	0.156358272195	0.0811742717266	0.0476946990998	0.140049736569
n	0.0298965577849	0.0295644436116	0.0838218859923	0.395134931481	0.173986096732	0.0748332200755	0.0722199143387	0.140542963341
n	0.0375619436683	0.0287043449372	0.0713918977308	0.35350559396	0.176507963177	0.0873055469785	0.0939635305469	0.151059165295
a	0.0316354557628	0.0257003236924	0.0550497247569	0.273273540387	0.169390392659	0.181058276386	0.0930927875143	0.170799510015
g	0.0306692286276	0.0225240163041	0.0464421664323	0.192710906462	0.162604152486	0.253048981462	0.0909744224648	0.201026181652
i	0.0273315009159	0.018780734708	0.0390478540441	0.143457478154	0.182322884029	0.260917911821	0.112163650342	0.215978020911
à	0.0177770229786	0.0162464969827	0.0317934975147	0.0951068702247	0.187668671543	0.285814267274	0.174158173701	0.191434996504
ì	0.0151996408949	0.0143885848742	0.0282453922382	0.0728891960482	0.153060236448	0.303947515091	0.238481050034	0.173788342168
c	0.021118578867	0.0214697463381	0.0320690426727	0.0641939510761	0.110742857263	0.252895502297	0.283722995271	0.213787301503
h	0.038242281209	0.023264744006	0.0356087943709	0.0683016412587	0.0909200429677	0.176875798032	0.315578843484	0.251207826081
e	0.0372906756003	0.0141260943767	0.025245852851	0.0523877875829	0.0697117946559	0.138643885611	0.372222889628	0.29037091496
p	0.0244583616888	0.0096517942569	0.0155236801083	0.032755458351	0.0447861116653	0.104662048737	0.429407197209	0.338755336987
l	0.0376015700716	0.0117513690243	0.0153768029601	0.0276049091197	0.0396102285684	0.114601453179	0.402140461936	0.351313278996
ò	0.0368315750812	0.0127415741101	0.0154366461934	0.0216352195759	0.0332806457361	0.11230320346	0.409034520179	0.358736612999
s	0.0179698723584	0.0112378429934	0.0148693872778	0.0240292707253	0.0334935821254	0.107768304353	0.418866139393	0.371765607
o	0.0125093570295	0.0103632861478	0.0132383042486	0.0222831929724	0.0303890436151	0.0944397763377	0.414565293131	0.402211790333
n	0.0112655595218	0.0094654046626	0.0126789235589	0.0191912578348	0.0236422843584	0.0688808175659	0.481391469044	0.373484330778
t	0.0322696512606	0.0108424571475	0.0168674337063	0.0218022137583	0.0247290183061	0.079389082422	0.516352553681	0.297747628926
a	0.0396198078815	0.0108328272405	0.0218104478448	0.0175554433034	0.0209668291754	0.0694827616607	0.51774473656	0.301987112309
</S>	0.0260083812728	0.0100118916273	0.0243137602564	0.0136690516277	0.0174842410877	0.0515306368104	0.52413885028	0.332843115154
