 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.737069002	0.06965260106	0.0314228900881	0.0295010588248	0.0290771301871	0.0330331297106	0.0313821477025	0.0388619476431
u	0.617796144267	0.17154592742	0.0336453836752	0.0312809256651	0.0307305489282	0.0353916506846	0.0337979113869	0.045811458119
à	0.417975020689	0.37609928214	0.0349390206074	0.0305365874279	0.0306008799688	0.0325964241652	0.0329025455392	0.0443502115636
i	0.25669400763	0.52528421038	0.0410460395958	0.030455563832	0.0307506209247	0.0343904083384	0.0337326768169	0.0476464466594
m	0.18243658861	0.49082856746	0.0911031892653	0.0491331295307	0.0388213832723	0.0450905346951	0.0388202199261	0.0637664029411
è	0.14135786227	0.477925229153	0.123218664488	0.0587935041236	0.0461093537516	0.045616288211	0.0397822672282	0.0671968316039
r	0.112565330757	0.522035049051	0.129870455496	0.0502581631879	0.041251468294	0.0346614227026	0.0430796625012	0.0662783624486
i	0.092109326319	0.42071740235	0.234901136765	0.0617680749293	0.038795363514	0.03348498159	0.0463404377251	0.0718831953827
n	0.069343203973	0.252510118117	0.361719759588	0.10995615071	0.047437828358	0.0392259600594	0.0450846507027	0.0747223349737
g	0.077074051771	0.158715371639	0.339435799463	0.160810381437	0.0765484214073	0.0467663521091	0.0499372366694	0.0907123396083
h	0.089947314617	0.13284903448	0.338605794754	0.161161568146	0.0888880940705	0.046291829615	0.0477046177137	0.094551644395
ì	0.0662351336297	0.10868038952	0.449201422251	0.148146943582	0.0745490889236	0.036267496077	0.0359488670708	0.0809706224739
z	0.0421580290539	0.076285133	0.439563508084	0.200550744727	0.0768475286745	0.036433390159	0.0409779071183	0.0871836947383
i	0.0332115015946	0.0541595561	0.310827424161	0.314693918042	0.0932247978248	0.0398631549063	0.0429853411372	0.111034182233
n	0.0303503715189	0.0451501218867	0.216398977254	0.392527012814	0.127021924275	0.0391356383021	0.0332926749049	0.116123115003
a	0.0249151493996	0.0364351256822	0.155569967418	0.367486797738	0.182766118092	0.0754143113007	0.0309814978463	0.126430881909
v	0.0259475986092	0.0266366547874	0.0982575055393	0.290888204379	0.240153915564	0.118340930834	0.0648118669528	0.134963343193
o	0.0240698424897	0.0209890216491	0.0723439748931	0.222227926193	0.251935557388	0.170877891345	0.0870376004976	0.150518194281
r	0.0191437251332	0.018422912107	0.0585401429444	0.178817481931	0.280683182729	0.190271268848	0.101118829946	0.153002407074
à	0.0166239752011	0.0164173144663	0.0510440952015	0.141234851177	0.274428138243	0.213063848016	0.130237665515	0.156950122025
s	0.0122063117804	0.0141832514154	0.0475839671538	0.109182887859	0.273480557148	0.260985367339	0.111735279972	0.170642375342
o	0.0100707575135	0.0119473975431	0.0348061737646	0.0764960284197	0.242230417049	0.294564620846	0.145020912391	0.184863650181
m	0.0112923982492	0.0127510975324	0.0277832144149	0.0513986075066	0.148327808083	0.332818802682	0.20368097813	0.211947061394
e	0.0109942526231	0.0126104804521	0.026134105345	0.0441332813529	0.104168365628	0.308004683894	0.28077542871	0.213179427998
o	0.00850990397237	0.00953149990737	0.0190371039517	0.0281893032416	0.0571026770293	0.265297361965	0.421951114237	0.190381086999
t	0.00824096872012	0.00845795112446	0.0145345986206	0.0201371177805	0.0393218160298	0.251328157655	0.509289030746	0.148690406
s	0.00675232714671	0.00646370878549	0.0109860594002	0.0160137979022	0.0468183826622	0.219747323685	0.555043140249	0.138175321933
o	0.0128150848073	0.0089961611605	0.0103706424734	0.0128504913961	0.040205480153	0.167588526362	0.532318455416	0.214855261911
m	0.0151993418066	0.0104303324271	0.0131285063834	0.0133650804254	0.024003477751	0.140960272654	0.480532462472	0.30238056597
ì	0.00834033574713	0.00750311790803	0.0152790750672	0.0142080596565	0.0188885867703	0.116869919551	0.517532830157	0.30137806999
</S>	0.00705754913236	0.00751306477412	0.0160908527643	0.0146754135303	0.0162525146351	0.0991451339755	0.556481663078	0.282783836995
