 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.5255685887	0.1251247742	0.13153691427	0.028849323715	0.0179392037022	0.0187815053121	0.0179513167444	0.0179186590757	0.0182156757635	0.0179750613856	0.018095425932	0.0183294242974	0.0219020494542	0.0218120119357
à	0.3296968781	0.140810034867	0.270869141823	0.052826784475	0.0241632311887	0.0197096119268	0.0174669428999	0.0193139164702	0.0194254191889	0.0185993590908	0.0185900419818	0.0192533522789	0.0244973302937	0.0247779270644
b	0.177730572767	0.145446731556	0.376704904341	0.069142152445	0.0420084173422	0.0194344059495	0.0166334099804	0.0210551056453	0.0213162358122	0.0192742662774	0.0184856329152	0.0194959590799	0.0264224876016	0.0268497681946
b	0.166093443256	0.175475090852	0.326703582905	0.0578129077177	0.0650874511449	0.0214448179283	0.0178196063944	0.0248490482494	0.024589738485	0.0213322137192	0.0197021183774	0.0205868559134	0.0300877777284	0.0284153856793
e	0.160971626419	0.225253560951	0.276485060426	0.0597703026952	0.0652768087658	0.023943565755	0.019437943478	0.026653544496	0.0246521893832	0.0218848326536	0.0204004403841	0.0208847419594	0.0282382721274	0.0261470993196
t	0.11852320754	0.23378641845	0.314733580142	0.0662816832984	0.0525326786086	0.027726766484	0.020375379865	0.0295935858604	0.0246991879603	0.0220274506732	0.0203144509521	0.0206535516651	0.0246855466918	0.0240665174494
o	0.09869076958	0.189349748617	0.293213678047	0.105103677499	0.0895728156695	0.0304507175693	0.0216228938883	0.0312971753369	0.0258324604048	0.0230139438389	0.0204756879042	0.020643330169	0.0241220509294	0.0266110554667
à	0.0759325279933	0.122763817539	0.246811094016	0.171648901566	0.156603158156	0.0325092957431	0.0259332714294	0.0273873776175	0.0247942460563	0.0228355914781	0.0201603270261	0.0202620350173	0.0231753381058	0.0291829762871
t	0.0627140891224	0.0902738974197	0.218043188672	0.200825189189	0.185642683919	0.0364022417477	0.0294718143631	0.0292045617752	0.0281963826488	0.0238132898252	0.0198656967229	0.0203869388441	0.0235837033416	0.0315762436725
t	0.101182215165	0.0867714020466	0.171602744691	0.189054880196	0.170550571173	0.0404954406646	0.0301762754877	0.0378732688636	0.03685981074	0.0284627330301	0.0213133168089	0.0236838899835	0.0281209246036	0.0338525153564
o	0.107180092317	0.0726688735489	0.120699361764	0.216633613065	0.173870437924	0.0557064653635	0.0344617566292	0.0400554860331	0.0378397899304	0.0298494918215	0.0223699571221	0.0246309234984	0.0290155980631	0.0350181805134
k	0.076718217437	0.071904157563	0.0829739183213	0.237984245822	0.188166053308	0.0673878132212	0.0414084427631	0.0419438051844	0.0423740372035	0.0321939265552	0.0240990246039	0.0265792122189	0.0281880789279	0.0380790561764
o	0.0661551194857	0.070159586501	0.0652223783738	0.203517073541	0.170444805769	0.113184557474	0.064602705521	0.0462730527281	0.0472432801345	0.0333646808051	0.0246000301539	0.0275854411944	0.0284643021771	0.039182889438
r	0.0444904711872	0.0474074606337	0.0581261327913	0.176971539714	0.19035049159	0.153136365091	0.0744772204403	0.051818389976	0.0490759947115	0.032479038055	0.0241030269243	0.0263969898484	0.0289810134711	0.0421857878045
à	0.0324593114571	0.0351095213579	0.0510185244171	0.144490990371	0.224803522797	0.143211197697	0.0894456682801	0.0636673893253	0.0513827069705	0.0325816701983	0.0239613786168	0.0279695297151	0.0350518648373	0.0448466976857
s	0.024169305991	0.026951515598	0.0371602524457	0.126452315457	0.214680613866	0.151365497832	0.11298790676	0.0693600463084	0.0518685999235	0.0349858744394	0.0265697491456	0.0342144970287	0.0407822108869	0.0484515753054
i	0.0210479627363	0.0229941382307	0.0295724140152	0.104625008086	0.162868980195	0.168577503411	0.143345297387	0.0896058567695	0.0706661562412	0.0424993333065	0.0280818798819	0.0337234446009	0.0346682778414	0.0477237991143
