 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.5234978585	0.20884386535	0.09827252387	0.028037585059	0.0274963640738	0.0269436673237	0.0288033531765	0.0287521114809	0.029352679334
n	0.356875784967	0.230691467983	0.192918136497	0.0391689067857	0.0341465306051	0.0318155972058	0.035277776017	0.0367056282005	0.0424002112454
è	0.221135513322	0.196382535194	0.317008852432	0.0725212904286	0.0365436624684	0.0324253332946	0.0359177378333	0.0390617926811	0.0490033453461
r	0.147565205507	0.196723415131	0.377165191077	0.103416318603	0.0331234159061	0.0283105375015	0.0305364079243	0.036496650123	0.0466629271291
k	0.150825683436	0.19255500871	0.350317534026	0.126183286374	0.0372660703425	0.028571471007	0.0306450366828	0.0361778111334	0.0474581540204
e	0.135552125279	0.15789200177	0.348328982342	0.170036908658	0.0453817398646	0.0301538448043	0.0318478675345	0.0337553181614	0.0470512544348
s	0.090340821653	0.13481181095	0.354420150781	0.205180354286	0.0516588889482	0.0324470840176	0.0329565842246	0.0418111101165	0.0563731639249
e	0.0809648048443	0.116390858543	0.31315394226	0.233063318095	0.0749279225894	0.0326914502769	0.0319660253396	0.0434618996975	0.0733796101323
k	0.0735616177604	0.100954380508	0.25622233652	0.277147781098	0.11193422133	0.0337144219567	0.031869571564	0.0357521900244	0.0788433280447
u	0.0647384263324	0.083505675096	0.200880654207	0.284073421433	0.175574509377	0.0391490828922	0.034909892994	0.0346497114453	0.0825185427391
à	0.0487728094465	0.057277055456	0.145859466669	0.304493583811	0.253843830059	0.0405646544707	0.03802909938	0.0304476184113	0.0807118233446
i	0.0345390763715	0.038821154242	0.090790103463	0.326182343404	0.28046185862	0.0686550283569	0.0552831959133	0.0289059948873	0.0763611949134
s	0.0317573325044	0.0307182825693	0.0504316972343	0.292200481335	0.255207092273	0.134524232186	0.0756147572444	0.0379470818049	0.0915989963714
à	0.0294867262757	0.0273272519791	0.0375409357181	0.239845252512	0.226341648824	0.204852914662	0.0831855059348	0.043796299355	0.10762343939
m	0.0237140663032	0.0244051511864	0.036488117822	0.195878245237	0.208551191741	0.241828210021	0.0977813632716	0.057683224105	0.11367038911
b	0.0230171962804	0.0216366601755	0.0363517397233	0.188611008812	0.209779065314	0.249946905474	0.0978273726239	0.0655807657737	0.107249329022
a	0.0228822269435	0.0200068045852	0.0333224851858	0.140657419091	0.177665496571	0.280599313491	0.152468157741	0.0594200849766	0.112978138006
s	0.0176868648068	0.0166592376741	0.0220718268966	0.0762917010037	0.112166579644	0.344479760497	0.22201283458	0.0583196283589	0.130311671102
u	0.0147634752032	0.0142959445208	0.0166333173409	0.0506842587479	0.0735393367347	0.305749830832	0.283706949527	0.0963093713863	0.144317599134
v	0.0130748930773	0.0132712886171	0.013891820383	0.033672793816	0.0486327141982	0.209271438277	0.307766037842	0.189240292462	0.171178736645
o	0.0110794534823	0.0115010138675	0.0115777445903	0.0245735898213	0.0347069267194	0.150297609426	0.287047309281	0.289282963821	0.179933318615
r	0.00870710988168	0.00908497645375	0.00932811099257	0.0174478668964	0.0259092613625	0.098815544142	0.263593369094	0.39959807694	0.167515603338
à	0.00726663367994	0.00756829934508	0.00838447182532	0.0154288763455	0.0245223407902	0.0753836891807	0.213886885698	0.441578042313	0.205980741713
z	0.00681257601705	0.00691425736068	0.00845013043044	0.0175760933152	0.0249784422721	0.0580544760936	0.205750061233	0.423720534771	0.247743445504
o	0.00642255562238	0.00647367945596	0.00753625198348	0.0159391063131	0.018752907742	0.0405557497979	0.168131863878	0.45693067159	0.279257191168
o	0.00639927960433	0.00646694790881	0.00728890020783	0.0119610806857	0.0139049336207	0.0261496174593	0.126992936559	0.506639381197	0.294196829723
t	0.00696940861475	0.00703369625672	0.00697918840368	0.0137483708399	0.0158482474496	0.0300842173264	0.119834158386	0.562338576399	0.237163983241
s	0.00544968161625	0.00542796264627	0.00636450327429	0.0151504718446	0.0162285027085	0.0331927687555	0.106597804129	0.6161566248	0.195431576347
o	0.00445185954188	0.00431360817862	0.00657017734143	0.0233058403615	0.0133946201828	0.0248819733785	0.094988772443	0.5668902216	0.261202925382
m	0.00513487080736	0.00515438135767	0.00637858522048	0.0263709384072	0.0131033426776	0.0224806374862	0.088444221681	0.497833177867	0.335099863127
ì	0.00540387856605	0.00558337479296	0.00642060533543	0.0173861572511	0.0141006011665	0.0239673407621	0.083593155427	0.512093970622	0.331450909042
</S>	0.00586054557333	0.00604934355128	0.00683979234062	0.0141502161985	0.0144696426893	0.023317760731	0.0799436569135	0.527709067311	0.321659952521
