 	è	che	è	entrato	da	qui	</S>
è	0.610964794	0.17559412554	0.048829410354	0.045633647782	0.0405085071137	0.0403701955523	0.03809937206
n	0.418264510667	0.289326449513	0.101153348678	0.064640019062	0.0426136286851	0.0427929944546	0.0412090921271
a	0.249986517556	0.360842713171	0.189220486893	0.075974292934	0.0399721861713	0.0413601735454	0.0426436580354
m	0.145509134225	0.313315337724	0.208988088564	0.167542087045	0.0629913258493	0.042269923349	0.0593840825431
b	0.0760418212083	0.202479979708	0.185161741121	0.319311374348	0.0784198468764	0.0515641622089	0.087021007009
ì	0.0732709626961	0.153683237703	0.235024185707	0.340345376783	0.0645191694855	0.0508198312675	0.0823371700084
k	0.0804187624987	0.126832532234	0.244379134169	0.362299436794	0.0603479875618	0.0442636709904	0.0814584146479
e	0.0725241246329	0.099542520078	0.19067887279	0.367073838131	0.123098659187	0.0505241341461	0.0965578572017
a	0.052696162481	0.073779046606	0.129973926397	0.26647734669	0.233737061862	0.161089354429	0.0822471606436
p	0.028734297275	0.048597750038	0.065436069419	0.20595340541	0.269083466754	0.281244937676	0.100950123215
ò	0.0207782772635	0.0410708604613	0.041045157785	0.151151584783	0.270621796451	0.348590311225	0.126742091338
t	0.014681283868	0.0242007503064	0.0257062701803	0.0942127713877	0.285418469484	0.441928357075	0.113852219246
t	0.0107508174801	0.0187008619038	0.0175455749685	0.0923563358626	0.307677355295	0.426804758358	0.126164396949
u	0.00950440393823	0.0157336488961	0.0128696727847	0.0773123727275	0.263792270832	0.422040132786	0.198747564716
</S>	0.0087323786297	0.0120650320779	0.0106115895626	0.0466900094437	0.196357107016	0.471981529393	0.253562397358
