 	un	forno	che	fa	buon	pane	</S>
è	0.746972586	0.0622131376	0.038843447523	0.0390915550665	0.0361928345046	0.0389364234929	0.0377500937492
n	0.654231888667	0.1330892914	0.0505816579963	0.0418365713467	0.0388600281452	0.039643584184	0.0417570310381
a	0.486853501556	0.281415693133	0.0612960249988	0.0423120602031	0.0406640441211	0.0407703642639	0.0466883459081
f	0.293232809852	0.406815507044	0.0977110680863	0.057160307275	0.0452290477196	0.0448978967001	0.0549534331665
ù	0.172526694617	0.484902748348	0.137015477362	0.061200834629	0.0431821245756	0.0418118780183	0.0593603097625
r	0.124052736406	0.540599104449	0.156105140721	0.055441756087	0.0303966337686	0.0359592185694	0.0574454302709
n	0.107661514802	0.52281418915	0.176311364507	0.0701787792301	0.0296166519287	0.0358965029455	0.057520935252
o	0.0984873272473	0.364934646117	0.325248101769	0.0807010689045	0.0328483456124	0.0350829452515	0.0626974469566
k	0.0695737825291	0.209015751906	0.47126883059	0.100968101968	0.0326221247325	0.0336171977655	0.0829340987044
a	0.0511699842097	0.138463968102	0.450206028397	0.177551911989	0.0311241742148	0.0302149558465	0.1212689093
i	0.0348972618652	0.076761145614	0.359549466532	0.325401611996	0.0338898060849	0.0298890400935	0.139611696946
k	0.0267748088921	0.051990125458	0.241375783244	0.426965036665	0.0865918818216	0.0447753181178	0.121527042733
à	0.0245161978724	0.0531776226593	0.172435188015	0.429800193555	0.136316918474	0.0509101897059	0.132843652264
n	0.0195223387688	0.0505851360064	0.148277762405	0.417411247452	0.141177038025	0.0409526452353	0.182073858501
n	0.0211898830249	0.0423098102488	0.132531990935	0.397329058417	0.156380077408	0.0410263287784	0.209232892943
i	0.0204089837523	0.0296354234096	0.0910720073583	0.333780874846	0.200495347536	0.0877581036928	0.236849306477
t	0.0137815585501	0.0191097037699	0.0534314891861	0.274250801322	0.239644301179	0.160785196764	0.238997039292
s	0.0105382091707	0.01943499701	0.042205697682	0.230035135507	0.287126333993	0.220768505255	0.189891240251
o	0.0100553647022	0.019428538842	0.031200124982	0.155365245622	0.289063369198	0.286482373218	0.208405044104
m	0.00943332840787	0.0143684471887	0.02324084574	0.0976606023007	0.211470704199	0.403875584406	0.239950510501
ì	0.00769648492896	0.0146127180512	0.021143608464	0.0719077812136	0.1473321922	0.526058890802	0.211248369967
k	0.00716581925559	0.0153448733725	0.0217495306327	0.0587933350645	0.1121257928	0.591110625601	0.193710062656
a	0.00745551899313	0.0119297664938	0.0179875722496	0.0435663008615	0.106410541867	0.5707330752	0.241917298885
l	0.00762135002071	0.00937235983913	0.0134918892819	0.0328712684472	0.098701976689	0.551272277067	0.286668918295
ò	0.00703529490904	0.00866335656771	0.0137942806096	0.0347156061491	0.0759564035763	0.533553504356	0.326281578765
</S>	0.00719444340102	0.00920727987385	0.0150917547602	0.0363858947146	0.0685220560082	0.491311899178	0.372286764383
