 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.743707988	0.04495432257	0.033026449976	0.0322991802679	0.034789431007	0.0332371272185	0.039035401156	0.0389499886307
r	0.632380787933	0.13226337061	0.0448768815493	0.0345590658559	0.0371877847091	0.0348047857629	0.0416219828217	0.0423052919719
t	0.502582915244	0.232909485937	0.0667983665298	0.0383401057166	0.0388612875798	0.0341573165288	0.0428921352479	0.0434583947799
e	0.339042149281	0.373420348112	0.0748760133126	0.0424789924654	0.0404377015172	0.0360381189119	0.045419883278	0.048286759763
n	0.20361582316	0.455342219771	0.100880696914	0.048976591169	0.0442218047317	0.0418673080603	0.0488553651778	0.0562402079221
a	0.14403241812	0.46259194199	0.142441205058	0.0507498907614	0.0436236955747	0.042258248678	0.0473077630693	0.0669948709829
i	0.0878067888733	0.44508178133	0.222509985286	0.0453811371369	0.0357476988466	0.049351935806	0.0374883821604	0.0766322605059
v	0.0618308493538	0.309079142377	0.365378385429	0.0609182745923	0.0360127751955	0.0579239030241	0.0351663058934	0.0736902766438
ò	0.0465006134806	0.222303709059	0.461507260143	0.0814928867508	0.0338324386365	0.0429311068742	0.0323270053944	0.0791048647157
s	0.0445242632202	0.195185844786	0.481552168581	0.0911369841836	0.0283092604435	0.0276620079897	0.0315436822239	0.10008563318
t	0.0454366458467	0.193126068395	0.46225407406	0.111084844755	0.0362909554851	0.0293653814868	0.0362611795001	0.0861807790712
è	0.0409121866822	0.167774357898	0.41491145022	0.191240138012	0.0485813661256	0.034291001921	0.0313196428908	0.0709698970339
o	0.0312720210341	0.103631896433	0.32676226674	0.320603940671	0.0754250183752	0.0373743742817	0.0251303208791	0.0798001986779
s	0.0246738991827	0.062673714511	0.23111092998	0.422570673557	0.0897978263917	0.0396538862319	0.0293297820279	0.100189338389
t	0.0232879703436	0.0514596272303	0.20903860126	0.432467707186	0.0937558295306	0.0466783194733	0.035937710574	0.107374303936
u	0.0231461806112	0.0480493328168	0.172520496353	0.393780045062	0.150696712977	0.0565117795671	0.040076951387	0.115218527489
d	0.0195707431224	0.0355271525809	0.101828002451	0.362362538354	0.219176726326	0.088639354789	0.0489285531457	0.123966965453
i	0.0157431495321	0.028696732209	0.0722647871503	0.302518719118	0.287676368309	0.10172721353	0.0479431215686	0.143430005498
è	0.0150221481287	0.028667434111	0.0574539001968	0.244298459173	0.364245191636	0.105547387377	0.0476360136095	0.137129568133
o	0.0135494486162	0.0231786776357	0.0434746441123	0.182652243891	0.384374771212	0.168999027392	0.0726272978032	0.111143929824
n	0.0152145700654	0.0207728731679	0.0354366041801	0.131983608997	0.359339629404	0.230751577797	0.0961521575344	0.110349004181
a	0.0165819199398	0.020352191268	0.0311861812627	0.095188986399	0.280109873468	0.317710144599	0.112369259045	0.126501492927
g	0.0148302405279	0.0192826934427	0.0277076040676	0.0785537789997	0.178105013089	0.3748729462	0.160608333948	0.146039414742
h	0.0107321737553	0.02054611959	0.0486978901325	0.0735916074332	0.16937150963	0.3548631674	0.183157438049	0.139040163414
e	0.0080752151411	0.0170213827797	0.0485560239052	0.0451079351871	0.160642322477	0.3495125908	0.181683006083	0.189401602205
t	0.00786400283637	0.0116615911479	0.0240824918927	0.0335977940584	0.116052907026	0.345823749933	0.251893319694	0.209024103402
t	0.00569273107146	0.0157085727035	0.0372530724242	0.0389936641395	0.104744960675	0.312817365178	0.290098100898	0.194691481534
ò	0.00463584549782	0.0164273686447	0.0402167660367	0.0344201867345	0.0833161640783	0.242469116259	0.353688428966	0.224826175911
m	0.00577348717521	0.0111246345809	0.0228073595722	0.0297762499995	0.0678283804128	0.19029924802	0.439517994322	0.232872641637
e	0.00591030087434	0.00906326408323	0.0165740729154	0.0270800339292	0.0552604650909	0.151336663007	0.457381836107	0.277393308546
s	0.00532189281878	0.00834661850001	0.0117315810165	0.0172179474204	0.042856267307	0.125117145869	0.493803029369	0.295605459515
s	0.00419997894826	0.0170537689802	0.0301295261102	0.0187931529788	0.052702900909	0.10713721209	0.514209998456	0.255773370705
è	0.00399625016809	0.0188164968463	0.0349593340421	0.0183555246703	0.046673298093	0.08468788703	0.485834839485	0.306676313768
r	0.00496673535243	0.0103824911781	0.0162726328027	0.0129335678054	0.0346203060843	0.0902886203433	0.467859039828	0.362676585923
e	0.00538679695254	0.0078436983087	0.0102346856556	0.0110619210034	0.0275118922848	0.0849474156678	0.458320181943	0.394693459308
</S>	0.00542211083427	0.00729655719135	0.0088758271148	0.0106846166611	0.0211040853074	0.0753809911639	0.441118246972	0.430117664654
