 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.5050702339	0.2531891535	0.029913835893	0.0249920989674	0.0248225870729	0.0248811728828	0.0246592189372	0.0256476324709	0.026872753108	0.0311179130271	0.0288334050719
p	0.399629481567	0.310839805433	0.0420113218663	0.0352376277067	0.0261508302269	0.0252473900902	0.0241722729068	0.026914183365	0.0287930271647	0.0418220504692	0.0391820052527
e	0.324624442522	0.362788079411	0.0500259151088	0.0391315197504	0.0272710337209	0.0256755100952	0.0243118288097	0.0273265393112	0.0292891083724	0.0457537203708	0.043802277176
t	0.258476428574	0.406991707804	0.0616510376163	0.0347198936049	0.0279238111669	0.0255726733083	0.02399084427	0.0281967272709	0.0314300349755	0.0476036817475	0.0534430740785
à	0.191038599258	0.429274345268	0.109054755472	0.034135957215	0.0284772154694	0.0229883988022	0.0213472807005	0.0288874426742	0.0317131319492	0.0449060604602	0.058176753973
c	0.143393270019	0.452866215089	0.150891557657	0.044104198885	0.0315770060035	0.0214027732935	0.0206034101264	0.0283051248764	0.0285563058602	0.0344748534211	0.0438252508698
i	0.123802634806	0.36715452303	0.230452298719	0.0547173215617	0.0418056577678	0.0248807077158	0.0232770727742	0.0287267152963	0.028504930016	0.0343081654399	0.0423699211451
a	0.0932144364353	0.231137346343	0.34277182664	0.0548412479206	0.0726945656159	0.0287112562353	0.0253089313986	0.0301361481412	0.0356896582695	0.0372999219416	0.0481946546255
k	0.0823817994051	0.148790366008	0.344445258727	0.0975052043069	0.103659079699	0.0376388279771	0.0270967243362	0.0291283838114	0.0402663308926	0.0387622985525	0.0503257135355
è	0.0758335042284	0.119125764296	0.327356153689	0.136450531569	0.115884785566	0.0438977935724	0.0281094154554	0.0295938820479	0.0365514961018	0.0377913189467	0.0494053441383
c	0.0541427426761	0.0970789641987	0.31987157923	0.161500398123	0.148314997922	0.0457103841708	0.0296731186018	0.0324709171434	0.0335508191713	0.0342928180065	0.0433932372338
c	0.0498924427587	0.0805680604996	0.236581135297	0.240363433708	0.140321003907	0.0541801207236	0.0369613396468	0.0435369539011	0.0382650297633	0.0368748801771	0.0424556167544
i	0.0442415844196	0.0626367482399	0.180909013319	0.273173243769	0.147519445969	0.0737747218412	0.0394371881018	0.0413166632993	0.0347104867441	0.0340519580466	0.0682290502674
a	0.0328364976425	0.040808039198	0.151144778373	0.25240742839	0.223514826923	0.0935934466137	0.0397979148673	0.02862387749	0.033815631134	0.026015481508	0.0774421683361
f	0.0480144038768	0.0420999775807	0.108587829811	0.24826178453	0.222454118828	0.0830045710046	0.0711597121224	0.0368760767487	0.0507567722791	0.0298157705669	0.0589690167613
o	0.0495173467236	0.0386549151722	0.082023392357	0.21101347651	0.186747158463	0.118983315002	0.103667951274	0.0428200311829	0.054638662535	0.0317465534882	0.0801871813604
r	0.0325749813668	0.0293596731921	0.0603727510523	0.172612608503	0.204949029688	0.150654368434	0.121698334238	0.0440191879276	0.0507063267537	0.0381806540111	0.0948720892943
à	0.0267143998099	0.0267967926767	0.0525912364841	0.148067878634	0.220526802829	0.140377146245	0.144738694359	0.0555168962759	0.0418191765912	0.0398213574612	0.103029617359
e	0.021575764006	0.0228296002769	0.0488360274947	0.103682281478	0.18846106921	0.176946468415	0.17012499052	0.074238516192	0.0332288243104	0.0285781356709	0.13149823421
n	0.0221798892366	0.022715269477	0.0382150107316	0.0739571380527	0.161747011137	0.167208344938	0.217318382407	0.096048497864	0.0437345151901	0.0327824491497	0.124093360061
d	0.0243153586475	0.024494802161	0.0391239257059	0.0584893369109	0.141778365816	0.118979597246	0.196985969216	0.176510398821	0.0613458268834	0.0463625371799	0.111613885375
ì	0.0207700093505	0.022509658399	0.0486918042973	0.044860186117	0.112764688175	0.128545738882	0.187321159919	0.200482683474	0.0598734965611	0.0451323954225	0.129048284837
n	0.0178360801948	0.0200526945297	0.0471544774191	0.0439789688857	0.0943319584583	0.148191020427	0.219857539773	0.166912969025	0.0601331681004	0.0390670486614	0.142484139301
n	0.0178963692683	0.0169190783632	0.031401089773	0.0469218002819	0.0722606465394	0.133420253409	0.193142043924	0.218193308342	0.0822776220801	0.039916510804	0.147651241662
o	0.0145204518188	0.0126295084651	0.0191245925643	0.0343022883073	0.0482708233265	0.10154045107	0.165847386941	0.244865568181	0.134853535293	0.0449488045059	0.179096523677
t	0.0122816491783	0.0112099551724	0.0123295665081	0.0224080670424	0.0304662842222	0.0757587390967	0.14569073748	0.267077348794	0.157446267698	0.0648428610046	0.200488522805
t	0.0106357345808	0.0113170966108	0.00976077503603	0.0255073464141	0.0238807566274	0.0657112696389	0.11810943366	0.319518592265	0.139041743366	0.0779051623995	0.198612026408
e	0.00961979978627	0.0115888144439	0.0112158609253	0.0245857947774	0.0214335654667	0.0570253725963	0.0938432806933	0.277016139975	0.197870755522	0.0830039455645	0.212796599003
p	0.0101282809861	0.0125983118816	0.0104037794484	0.0215279087851	0.0199452288532	0.0450163298954	0.0771057505378	0.229924645412	0.242550404507	0.125412717381	0.205386611268
ù	0.00858185180003	0.0112440794852	0.0092018853508	0.0201281156877	0.0261658582111	0.0468255147385	0.0700016153793	0.217506095404	0.244464435502	0.149011663194	0.196868816023
r	0.00743517154521	0.0086272888224	0.0089031650836	0.0166427886152	0.0274037007837	0.0530578412795	0.0766301138598	0.199505951001	0.250702765834	0.160232751398	0.190858441474
u	0.00829141928707	0.00893589556347	0.00925216132213	0.0154221324913	0.0196976763979	0.0454236286182	0.0735554635699	0.16296125412	0.254990907945	0.217417653399	0.184051826425
m	0.00900769974876	0.0110179513612	0.0102321248783	0.0204330628999	0.0208075150958	0.038029666553	0.0615472022086	0.108978885093	0.251191886715	0.243199292066	0.225554742808
a	0.00820902313299	0.0105737202825	0.0093423277317	0.0203678821079	0.0199291301515	0.0306779078991	0.0512657460382	0.0765262764277	0.238269328572	0.272771344289	0.262067354936
n	0.00865939345173	0.0105590203256	0.00977123524483	0.0160459960911	0.0182685301637	0.0245388528786	0.0431297166527	0.0597044299392	0.237200978457	0.284627551696	0.287494330979
e	0.00838144729344	0.0100208765047	0.0092587467969	0.0138950205509	0.0167886710579	0.0199895891934	0.0332392998809	0.0500609481331	0.196022712619	0.319089949899	0.323252810326
c	0.00791499086347	0.0124614519489	0.00901597971186	0.0155158399439	0.0177740576241	0.0206141663937	0.028877429737	0.0381412681977	0.14740135736	0.3364951383	0.365788420109
h	0.00677349095582	0.0134820207748	0.00775431838955	0.0223288247469	0.0165727626762	0.0220733096859	0.0242850426457	0.0614848146659	0.183296633807	0.264222324433	0.37772655237
à	0.00524137485554	0.0090407814456	0.00636717094718	0.0181574915136	0.0101332901494	0.0155423685566	0.0154522791819	0.060197871242	0.179834546069	0.322022474144	0.358010401123
t	0.00728053845198	0.00892427538253	0.00749586296833	0.0123227061032	0.0113172697298	0.0144878100472	0.0160401473006	0.039246782434	0.112809095956	0.378442094715	0.391633453041
u	0.00828152167679	0.00881250692498	0.00736344151738	0.0104433204127	0.0110022009529	0.0132491540214	0.0144922075709	0.0291810854447	0.0828005343853	0.379834308038	0.43453974968
</S>	0.00719326076339	0.00754609039169	0.00683291547169	0.00842084177975	0.00937050537685	0.0102948654187	0.0116810197614	0.0192702654724	0.0670987500926	0.412413011719	0.43987848884
