 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.6116008324	0.1464420735	0.031369737932	0.0195585109203	0.0185837508682	0.0171736592891	0.0175373215415	0.0173243036037	0.0175347474624	0.0179184717553	0.0179963707445	0.0217127754879	0.0248721968132	0.0203752987098
n	0.4077902542	0.246234243567	0.0824065274907	0.0247879213737	0.0215980640497	0.0198423044864	0.0201763231014	0.0196717541307	0.0200155418987	0.0218311303458	0.0204674306257	0.0249654597511	0.034436537265	0.0357764857727
ì	0.2032628939	0.314614031189	0.195234226764	0.0396598414312	0.0247313123939	0.0210632041944	0.0212286398962	0.0206338160361	0.0197954514342	0.0223667156277	0.0206332242623	0.0229572962691	0.0336939420647	0.0401252809807
c	0.1139703498	0.30160640973	0.287711186788	0.0530873736771	0.031679771966	0.0240997701204	0.0268657841358	0.0254312295865	0.0177562811561	0.0198174859299	0.0197143486123	0.020649308591	0.0267670895016	0.0308435268147
h	0.114205278667	0.27809375091	0.286199818863	0.0622502701124	0.0425027238875	0.0274559550101	0.0308832881751	0.0277037350415	0.0179131176334	0.0196799044827	0.0200971061809	0.0206762966306	0.025013176069	0.0273255853611
e	0.113965481956	0.23272170997	0.324874549954	0.0824476270575	0.0414491070593	0.0258973486415	0.0266713268118	0.0228934803804	0.0186827807861	0.0197303127143	0.0199714445554	0.0206616432657	0.0246398006172	0.0253934246933
t	0.0790945362187	0.17145967379	0.395429405585	0.103584735286	0.0372011368844	0.0269659828808	0.0255736006876	0.0211210096271	0.0195390332965	0.0205248654598	0.0202163774425	0.0215995360606	0.0269926463912	0.0306974423034
o	0.0625215565729	0.124865780663	0.358344788795	0.193292433095	0.0372613687015	0.0269917962019	0.0247678781488	0.0205768781395	0.0198926737003	0.02119968853	0.0203337232094	0.0223367410042	0.0287145635646	0.0389001200268
r	0.046322263631	0.0819832532877	0.314015685598	0.276810078032	0.0473502635205	0.0288516565242	0.0245551225405	0.0212694726337	0.0197040172479	0.021327731256	0.019856341111	0.0219452761086	0.028164682342	0.0478441536243
ì	0.0404602633037	0.0646602312292	0.274059908133	0.315618055011	0.0714368683735	0.0317609022414	0.0260457125776	0.0225850917328	0.0190826535353	0.0211465245135	0.019257568159	0.0204311737659	0.0260610769886	0.0473939128674
s	0.0357567007579	0.0561559650764	0.245086841644	0.341566973937	0.0845743174578	0.0345691454405	0.0289157705919	0.0203997210182	0.0163847135188	0.0214148206526	0.0220879552602	0.0223319027892	0.0264123442102	0.0443428716762
o	0.0321526993293	0.0490240715121	0.205520033548	0.341985702912	0.129973282886	0.0427998811268	0.029886814098	0.0179194736952	0.0154601819519	0.0216462600321	0.0227021691163	0.0236818449473	0.0256505609626	0.0415971068301
n	0.0308464665677	0.0411159168707	0.129953976849	0.359681033637	0.188914307695	0.0563996699756	0.0360512853647	0.0185453037319	0.0178552838979	0.0207062707297	0.0200832115388	0.0212649796044	0.0228060805011	0.0357761894945
t	0.0566500624822	0.0425068732569	0.0916212827497	0.355318533879	0.175455544232	0.0669119921252	0.0454770416902	0.0211726104706	0.0200581825253	0.0211719243852	0.021853703427	0.0216904312991	0.0257084964102	0.0344033379987
a	0.0650782046584	0.043841086099	0.0725573319032	0.296350657026	0.193886854744	0.0970750195751	0.0498516539321	0.0227385002569	0.0213275075376	0.0229570545607	0.0228235679708	0.0249397086337	0.0288425175733	0.037730410538
t	0.0365053933536	0.032746584341	0.0500965532877	0.208525903742	0.256401838448	0.134427084058	0.0594630196574	0.029213734099	0.0236088140337	0.0284063653405	0.023189947486	0.0296775139349	0.0324341939459	0.0553031121302
a	0.025871132276	0.0256988609083	0.0360799212826	0.145725525914	0.269924961683	0.196717085086	0.0652389298191	0.0306912446863	0.0242987967126	0.0316109999135	0.0218302005161	0.0310717190311	0.0320656738707	0.0631749127477
s	0.0208869730829	0.0217939984218	0.0295019386675	0.104692749105	0.262585378894	0.251825132029	0.0696693551397	0.0301970643354	0.0256036053522	0.0312570621625	0.0213773683314	0.0348346994986	0.0314527158566	0.0643219448027
ì	0.0171044203826	0.0186812200863	0.0256444942892	0.0789679455683	0.252059579565	0.272569565143	0.0871440133799	0.0317267435118	0.0274342361254	0.028969642738	0.0253316917154	0.0349136009083	0.0314337966093	0.0680191031386
n	0.0153533160033	0.0176900306321	0.0270791717231	0.0682849709228	0.246693975722	0.286245618048	0.09910508546	0.0401477831306	0.0278751078365	0.0252396735228	0.025923696636	0.0251951499734	0.0256130622446	0.0695533741138
n	0.0163601261846	0.0175589854214	0.023378691761	0.0616604663743	0.240547469041	0.274316040216	0.0974506216867	0.0538936862035	0.0336316563122	0.0302310567617	0.0250701421406	0.0222593619894	0.0241934749201	0.079448247874
