 	le	melanzane	vogliono	ee	girate	</S>
t	0.755410639	0.060052392434	0.043960879766	0.0432774189773	0.0468623138257	0.0504363675956
e	0.717582823667	0.0802912565273	0.045889724851	0.0448776964669	0.0534745323063	0.05788393447
s	0.607582424556	0.138085535042	0.0559854941194	0.0488241057424	0.0532815535507	0.0962408278851
m	0.522048730852	0.212779029214	0.0633846611065	0.0480467250875	0.0445453586324	0.109195416252
a	0.471194104951	0.268565963405	0.0673139074355	0.0489083731718	0.0501595069114	0.0938581082488
r	0.38684142765	0.320892357135	0.0854479168785	0.0494378144266	0.0523380387089	0.105042450203
a	0.283635275283	0.406342185712	0.112798417293	0.0453376082289	0.046645847088	0.105240654617
n	0.178228130494	0.460848861904	0.146243907764	0.046685078563	0.0474905065877	0.120503478735
g	0.211581152165	0.379107859235	0.149991309588	0.0656732519877	0.0563486757759	0.137297696094
i	0.217653689122	0.265712828745	0.218153413596	0.0981682053292	0.0623229355026	0.137988922223
à	0.122957410041	0.212406942182	0.352805146665	0.11157116631	0.0555095118182	0.14474987366
n	0.081051876147	0.164655831394	0.426632523155	0.109395683637	0.0438721325994	0.174391988976
e	0.0704642889023	0.139355413331	0.414423080918	0.144204430079	0.0464903622265	0.185062410305
t	0.0629127757341	0.11066468693	0.401207031973	0.154156292186	0.0609240404088	0.210135162435
è	0.0447693422914	0.07887415793	0.417322200991	0.159258357022	0.0741838698029	0.225592086078
l	0.0334326980971	0.0608043302433	0.40171714993	0.184817645007	0.0936299685343	0.225598189759
u	0.0300677124417	0.0496121127078	0.290259449177	0.215461891669	0.150419355511	0.26417944152
n	0.0273861413432	0.0432235027226	0.169811957679	0.265184102423	0.197390270704	0.29700397904
e	0.0196176954744	0.0293994402742	0.110735572393	0.251384615034	0.265441911768	0.323420709547
e	0.0177103469701	0.0232367986914	0.0577057713243	0.218688408971	0.372552641923	0.310105969382
e	0.0162103780234	0.0185131060371	0.0419836676881	0.196137034324	0.421383732641	0.305771998061
v	0.0161971341558	0.0179189819624	0.038053225896	0.167482477641	0.419743458214	0.34060467502
o	0.0148298916699	0.0185335182488	0.0307488354187	0.122647542814	0.432350633405	0.380889559673
t	0.011635283168	0.0145207572876	0.0264705523216	0.082300330118	0.503709084468	0.361363929891
i	0.0103397899527	0.0139825058745	0.0242283567759	0.0632374247793	0.533258884156	0.35495298063
m	0.0101796853109	0.0188752858622	0.0313858632453	0.0602019632531	0.445422508052	0.433934753543
m	0.0108559754006	0.0170392613721	0.0422288694371	0.0676040857177	0.378767706017	0.483504159181
è	0.0115961294671	0.015167303248	0.038440913301	0.0603868709726	0.396922754006	0.47748599506
n	0.0144249469038	0.0181333511957	0.036234466859	0.0570536184709	0.427482445335	0.446671116353
e	0.0151789810841	0.0184481536046	0.0291481407583	0.0475386569703	0.427254289778	0.462431743451
</S>	0.0130006749142	0.0174137095588	0.0209966999191	0.0367529205851	0.412823186889	0.499012795726
