 	non	aveva	dove	aveva	per	stare	</S>
e	0.729774211	0.08661077979	0.038633316585	0.0343316584126	0.0379424296192	0.0371878336464	0.0355198348149
n	0.542353185	0.20247585493	0.0573861831483	0.038132509084	0.0460135030201	0.0537327489023	0.0599060947331
ì	0.311221229	0.39535786831	0.0837720757428	0.0409133884733	0.0442706205693	0.0564366064271	0.0680282351687
c	0.1868743344	0.430731723437	0.171124562914	0.0433382038244	0.0419315624832	0.0436919799892	0.0823076149785
h	0.112999216133	0.327658863812	0.315594690971	0.0606860820081	0.0512584799764	0.0409758037639	0.0908268154624
e	0.0775090908443	0.245907565271	0.425764816657	0.0921255008694	0.0491454194688	0.037534605391	0.0720129297342
p	0.0553862808381	0.166916413824	0.470535480552	0.120112475356	0.0633872821029	0.0401475148013	0.0835145223366
u	0.0454325077027	0.101095235608	0.392400890184	0.229180140519	0.0962796589676	0.0467009305174	0.0889106229955
ì	0.0356452710336	0.063266902756	0.262855883795	0.372029414173	0.127635414189	0.0488193735316	0.0897477268978
c	0.0336252051439	0.048923121672	0.165741861465	0.401643200391	0.15582730073	0.0712861198975	0.122953186563
h	0.0412666749876	0.0509173602907	0.151988779222	0.33725318113	0.19519433371	0.0830391636835	0.140340492806
e	0.0330955670955	0.0414590992302	0.132917815007	0.23828918971	0.308411926703	0.0950772044278	0.150749179877
n	0.0209142344722	0.0276328492981	0.0626654243357	0.167480099437	0.440536087568	0.118442571276	0.162328720826
a	0.0160249099537	0.0200813172654	0.0328178053052	0.113207833446	0.398735741856	0.252541478425	0.166590847542
s	0.0119256818899	0.0143902937065	0.0207217614751	0.068135988782	0.289130849485	0.420871404142	0.174823936047
t	0.00963761387663	0.0103310176555	0.0146262207984	0.042894011634	0.246218065415	0.509252792714	0.167040260149
a	0.00619490880848	0.00615382397183	0.00830947133813	0.028074365538	0.171757171592	0.594260211571	0.18525003765
t	0.00733792603623	0.00859185341728	0.00929492855138	0.0319342485327	0.130439093777	0.55081693519	0.261584936817
ì	0.00870541858334	0.0101874076938	0.0103515939978	0.0287173023042	0.103387197572	0.49760102133	0.341050009939
</S>	0.00782550488687	0.0086578647489	0.0090141229799	0.0204383350421	0.068990775986	0.519936527065	0.36513688747
