 	le	melanzane	vogliono	girate	</S>
e	0.76014978	0.06909409635	0.0527998432146	0.0590711371904	0.0588851407284
m	0.717786614667	0.108347875883	0.0523925845879	0.054561032435	0.0669118428664
a	0.645364866889	0.151664742628	0.057241063116	0.0609738447586	0.0847554535841
r	0.54937331963	0.220176725876	0.0666454429587	0.0601458215978	0.103658655218
a	0.408143992077	0.369490093625	0.0677063965196	0.0515662503156	0.103093253594
n	0.269202028559	0.490567608542	0.0716508850399	0.0497048350415	0.118874617596
g	0.29060639652	0.419314998021	0.0924775350133	0.0567440558738	0.140856931899
i	0.291251189773	0.306841367314	0.184874605004	0.0723683570179	0.144664462758
à	0.178338442924	0.318733192571	0.270270885268	0.078438414406	0.154219077491
n	0.134301611641	0.298820876857	0.295074619356	0.0741038022887	0.19769905683
e	0.110932355547	0.238174970286	0.353379022452	0.0793733282496	0.218140284477
e	0.0843091941757	0.163844550342	0.419852226817	0.139480897017	0.192513185026
t	0.0641581834079	0.103255543394	0.406780706606	0.181076191672	0.244729433609
è	0.055423449892	0.0964173474313	0.368689714535	0.190371601224	0.289097912103
l	0.0402446267307	0.0787001997238	0.396126188445	0.200235775541	0.284693294934
u	0.0348118328802	0.0596843657346	0.308153244682	0.288184740314	0.309165869711
n	0.0299945020434	0.0474139954382	0.180601936427	0.380058852505	0.36193074997
v	0.0316867782345	0.0292455554327	0.156203064009	0.382835209235	0.40002946039
o	0.0328686981782	0.0228143490242	0.10827942541	0.394922266412	0.441115312797
t	0.0188506538127	0.0171911769987	0.0595640798233	0.463792518804	0.440601582466
i	0.0133574297619	0.0147255717662	0.0386824161878	0.518519343601	0.414715206355
m	0.0119018361956	0.0219953791734	0.0379323019826	0.4618050352	0.466365392118
m	0.0106310183112	0.0215712430525	0.0498126123475	0.406652155733	0.511332977373
è	0.0115878766791	0.0167727041915	0.0545249010492	0.375697665244	0.541416937124
n	0.0147323439107	0.0179941965298	0.0633746119697	0.370859831081	0.533039135041
e	0.0149410153392	0.0179485754879	0.0539228643566	0.37570761716	0.537480001014
</S>	0.0132792543566	0.016919873584	0.0370571244983	0.36219804478	0.570545703507
