 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.748558216	0.06419055708	0.0313988705627	0.0287548532523	0.0298320616102	0.031571250521	0.0332023030911	0.03249189452
a	0.667889942667	0.120286151893	0.0367380742278	0.0315094018624	0.0322670550029	0.034403756584	0.0393416064858	0.0375640347497
k	0.496472517556	0.223658502564	0.0652072771413	0.0355177857841	0.0374701248418	0.0385031396438	0.049011005581	0.0541596516008
à	0.303810198119	0.405711770855	0.0731207560804	0.0394745166821	0.0369803334506	0.0369440655197	0.0461906096044	0.0577677213353
j	0.213543927973	0.480049548952	0.0955972389601	0.0624908446187	0.0340130899694	0.0302950157158	0.0350035879071	0.0490067069568
o	0.184563481991	0.456695909384	0.13495342532	0.0776792319118	0.0343468138704	0.0290431341966	0.033057939901	0.0496600570903
t	0.131012218197	0.440301158395	0.17585112564	0.0936309469502	0.0369999129311	0.0297003563759	0.0339027144111	0.0586015962887
r	0.0906573332657	0.423788986332	0.216553548947	0.098304408639	0.0410998394617	0.031193558432	0.0359966257952	0.0624056423742
a	0.0940494613552	0.377690371444	0.264192201116	0.0870181690053	0.0412358565862	0.0343551722072	0.0392938115922	0.0621649301372
v	0.0793049986517	0.251896026215	0.331010127705	0.118871445495	0.0558859154155	0.0418859041982	0.0485762555999	0.0725693500626
ù	0.0547910958839	0.161943323605	0.395470032368	0.152333769592	0.0615141503278	0.0384672893017	0.0456761366188	0.0898041489368
d	0.040615137588	0.107001115468	0.448366059256	0.175234166664	0.0582775851959	0.0280010001032	0.0330123797917	0.109492540894
i	0.0312056504627	0.0724339911227	0.357134496285	0.290443335888	0.0816100230453	0.0279115775624	0.0288257740767	0.110435161394
a	0.0312377717822	0.0502856393996	0.191698224495	0.419051886229	0.132936787115	0.0322265492288	0.0267991516198	0.115764030123
i	0.0331136840201	0.0446154273139	0.103228063832	0.401176644876	0.206989480625	0.0442011027829	0.0349628013279	0.131712835048
g	0.033762798406	0.0482010963706	0.0707334939107	0.268624811959	0.299464658275	0.088591888361	0.0452132580873	0.145408011427
r	0.026337870664	0.0453104160775	0.0556766236236	0.155378937453	0.399509002092	0.11165916012	0.0474309015711	0.158697093032
à	0.0216616527287	0.0363933420672	0.0543647496812	0.152620368018	0.401077599297	0.101788724907	0.0561155030724	0.175978037127
f	0.0180535738329	0.0271396410537	0.0484536637804	0.153349590606	0.379471939699	0.111615992969	0.0773101356441	0.184605467746
u	0.014960550921	0.0216291188959	0.0345135598401	0.103464117229	0.3137969801	0.206905630656	0.137350411701	0.167379668962
t	0.0132142127163	0.0178744552033	0.0251521492134	0.0683018232363	0.226506042433	0.320731340219	0.180630242567	0.147589739187
t	0.0132212658461	0.0189428265744	0.0208544186045	0.0469861868121	0.212034064411	0.34207699314	0.174862959282	0.171021241489
e	0.013394088536	0.0179453872264	0.0180193605726	0.028047293818	0.140085029347	0.32316493028	0.236318021121	0.223025861923
a	0.0105303402663	0.0123019756284	0.0127471105019	0.018251133266	0.065459617399	0.29602120684	0.36808457944	0.216604019174
t	0.00948554136703	0.0117848606208	0.0123852337306	0.016672123648	0.0522978531397	0.31387209686	0.391424409147	0.192077883058
s	0.00965004413528	0.0212631557336	0.0147249230735	0.013461620776	0.0562305823132	0.331887481753	0.379054800382	0.173727427819
è	0.00838075486736	0.0228557427889	0.0125141032812	0.00874205423467	0.0418276547491	0.262786649031	0.460083379461	0.18280969794
n	0.00656240299365	0.0138948983514	0.00979519536907	0.0103227622362	0.0342410554384	0.198056013764	0.489440873154	0.237686855313
ì	0.00562185977162	0.0104016037977	0.00849920846569	0.0108074486474	0.0312074646888	0.150994733208	0.532319954385	0.250147780438
t	0.00604879982907	0.0102170749558	0.00963585139256	0.0111364833891	0.0319828742949	0.108830317383	0.553063984128	0.269084648813
t	0.00681874173316	0.0106989390123	0.0102024085229	0.0134943544124	0.037545223405	0.133454751261	0.506232261376	0.281553321204
a	0.00778820070919	0.01612672025	0.0091889783623	0.0115078594228	0.033196888693	0.13262094582	0.474677273125	0.314893129335
</S>	0.00866516592659	0.0217845814533	0.00996790347515	0.0089003568654	0.0310624109235	0.10397628901	0.449161090562	0.366482222668
