 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.737429518	0.08491562631	0.0374291515185	0.0332234443105	0.0337096620944	0.0370277179755	0.0362648316055
k	0.58193916	0.168394133903	0.0645653057918	0.039596379653	0.0419353354398	0.0507950774038	0.052774591624
r	0.413263569333	0.301189164634	0.0764836215306	0.0446858826897	0.0484335123385	0.0559233137392	0.0600209001351
a	0.307573740444	0.413433248211	0.0907055224369	0.0425982486351	0.0442954291087	0.0484726143863	0.0529211320865
s	0.207512317081	0.410844150337	0.160091610806	0.0496207382236	0.0449872510407	0.0575276501476	0.0694162046188
ì	0.158972216494	0.394383283046	0.190233499269	0.0674851051612	0.0515672591929	0.0586571099167	0.0787014373371
k	0.129167659165	0.365412845815	0.225764852156	0.0926739336871	0.0575183861193	0.0491550707897	0.0803071713428
a	0.103447462282	0.266313948072	0.316094418719	0.135588305042	0.0544141265208	0.0457756853838	0.0783659729034
l	0.0824892393673	0.176896511091	0.404168953573	0.168974766614	0.0520867428323	0.0452148240668	0.0701689230693
ò	0.0576583486558	0.115593646297	0.401766131191	0.242837413138	0.0653855068441	0.0407988545643	0.0759601037401
e	0.0424790744253	0.0781326611657	0.313302150064	0.318786432979	0.121676695215	0.0368061011828	0.0888169022637
n	0.0319451743464	0.0505745348352	0.267059543308	0.300531293726	0.179236607205	0.0497761932983	0.120876709418
a	0.0300551565535	0.0418718543917	0.201307148123	0.253607653642	0.243441372135	0.0728608235528	0.156856102313
è	0.0258456490112	0.0342071643506	0.131520443594	0.235738051614	0.302072234712	0.0934513257843	0.177165200004
n	0.0231392426304	0.0308248297702	0.110081723827	0.240990207378	0.259610068037	0.136875810515	0.198478097328
e	0.0243941569368	0.0289904298034	0.0774494599443	0.183904218546	0.253319693479	0.199137557905	0.232804479103
a	0.0209848023323	0.0226952229478	0.0441966131901	0.104347293135	0.289102993293	0.276658769835	0.242014312194
n	0.0159862666308	0.0170283820253	0.0374962078188	0.0809163118517	0.257345387758	0.366446681545	0.224780771358
v	0.0105336528969	0.012619111878	0.0392833945691	0.0576333861172	0.200269434046	0.459696185848	0.219964815453
e	0.00676522474297	0.00864130245773	0.0265788120794	0.0319215837211	0.153617620082	0.513959441283	0.258515993484
k	0.00743038099832	0.00830563951604	0.0204585973978	0.0224950199224	0.123126951161	0.533588894428	0.284594593161
k	0.0180704340461	0.00960725783268	0.0446825390636	0.0211144177075	0.144046297167	0.497268472809	0.265210639654
i	0.0205949163096	0.00854305035163	0.0462563846769	0.0205914184492	0.165326457369	0.47699967827	0.261688081818
à	0.0105052577502	0.00650292120758	0.0207453718027	0.0167190212497	0.11802719119	0.51919134209	0.308308865073
t	0.00763521296347	0.00688488588949	0.0137925228083	0.0153277604032	0.0758071054633	0.51135614003	0.369196328824
o	0.00870056865516	0.0088334109137	0.0125751190228	0.0152982840611	0.0612772474211	0.496606730677	0.396708618275
</S>	0.00977418887758	0.00977394147965	0.0121480275524	0.0141594223706	0.0549449778106	0.495297993338	0.403901455137
