 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.566325839	0.25553506395	0.038488841104	0.0336849012496	0.0337612211916	0.0355898938468	0.0366142845731
s	0.382824652667	0.399092339983	0.051214234104	0.0405362751063	0.0371355572029	0.041021415818	0.0481755729011
ù	0.265477045622	0.479078931328	0.0767856861013	0.0476813017568	0.0368598365999	0.0412501563942	0.052867046962
p	0.185999262274	0.454978042443	0.143299936967	0.076774348971	0.036988114125	0.0382572165625	0.063703113431
ò	0.141275217291	0.390809462814	0.230061207389	0.0983046468943	0.0371488051789	0.0366982855863	0.065702421651
s	0.113594861737	0.332678488538	0.314284750463	0.103955476965	0.0354960289922	0.0404238206824	0.0595666245301
e	0.0864092820523	0.241252204513	0.393855852154	0.129039947655	0.0473753930287	0.0430666530221	0.0590007081701
b	0.0722456677621	0.155424163438	0.378269761385	0.230517922618	0.0652112175956	0.0415351375786	0.0567961768358
o	0.056334981232	0.102088743213	0.317829965795	0.312345450873	0.0951365497519	0.0539454379678	0.0623189251599
t	0.047032333498	0.0729238319037	0.274450454978	0.305501785624	0.146921236157	0.0635004170018	0.0896699507459
t	0.0341811569173	0.0686260367339	0.227082078239	0.305289206941	0.157055467517	0.0743548193059	0.133411244578
ì	0.0323166488231	0.0705010527113	0.180924338946	0.338240161047	0.151041455304	0.080630048138	0.146346329993
g	0.031747271969	0.0507704948504	0.131576308415	0.351277725349	0.167141485768	0.0939014912033	0.173585297956
l	0.0333496488777	0.0564307344968	0.139137529772	0.318502281116	0.163583601256	0.0999167625344	0.189079571292
i	0.0336635765792	0.0578935163656	0.126203364524	0.238260463572	0.191918483819	0.121481546911	0.230579101377
e	0.0248489480431	0.0344731379885	0.062813462228	0.130714376124	0.253421552093	0.18553494397	0.308193575066
ì	0.016883478285	0.0210171453408	0.0356725425417	0.0778358918413	0.299986816018	0.240616251657	0.307987912589
s	0.0134931148803	0.0164674906549	0.0303466534796	0.0663228059271	0.311652032173	0.277851805219	0.283866083156
e	0.0122485009888	0.0139539404776	0.0250131276865	0.051410504829	0.238827121218	0.346756332406	0.311790408385
g	0.0110241584509	0.0119846729952	0.0179929765848	0.0322135906497	0.155747591766	0.449225922802	0.321811055862
l	0.0079583182763	0.0151218713431	0.0140975193023	0.0257337905966	0.132466236929	0.463591163334	0.341031096401
a	0.00699143017483	0.0162620576404	0.0112509376861	0.0230226426322	0.10076486265	0.465970835511	0.375737259514
m	0.00914567368274	0.0129561708981	0.0116153612214	0.0251539406821	0.0679696336167	0.525510217837	0.347648992105
m	0.00747504422585	0.0194985262578	0.0146872654625	0.0222965213054	0.0592600023509	0.551164816346	0.325617774615
è	0.00614078858782	0.0207201292363	0.0167088928175	0.0182664138151	0.0561134325956	0.526805127849	0.355245215785
n	0.00999037376674	0.015689337456	0.0177542254138	0.0225117015717	0.0649425530652	0.52627547995	0.342836366195
a	0.012847227608	0.0176478338662	0.0190732033539	0.0279108138706	0.0705024205551	0.525137491583	0.326881035732
d	0.0158435177923	0.0200990412764	0.0203754926433	0.0287884952902	0.0598062760517	0.487464040128	0.367623137244
è	0.016662290847	0.0185370235948	0.0204607359384	0.0324164401634	0.0591994294172	0.459578593376	0.393145546415
k	0.0153360931585	0.0173053004987	0.0202951933844	0.0366966318411	0.0665625938057	0.462880151125	0.380924152138
a	0.0185879301566	0.0223600537954	0.0227694349711	0.0361899625604	0.0718156828686	0.440784496375	0.387492512046
</S>	0.0215156674291	0.0260616061517	0.0244900607625	0.0358555896202	0.0763823115343	0.400032006188	0.415662786023
