 	vengono	vestiti	dai	genitori	</S>
è	0.789653404	0.0570419823	0.0523683977077	0.0477613040457	0.0531749284496
r	0.723102762	0.113370913833	0.0563883573146	0.0516984867971	0.0554395356697
k	0.64165637	0.152433273751	0.0723368736162	0.0640403914509	0.0695330985188
u	0.456536829	0.310651193257	0.0781826979634	0.0758542760813	0.0787749554449
t	0.22993229	0.501834208686	0.0895457816345	0.0764809758102	0.102206695012
t	0.192486711467	0.457502788495	0.150477971505	0.0752335944183	0.124298885687
e	0.177807820376	0.432619951498	0.200777717328	0.069712993239	0.119081547877
n	0.104170784639	0.448518972499	0.250049422443	0.0722460247783	0.125014834848
d	0.083531173773	0.3553459755	0.294808549481	0.120852394456	0.145461916921
i	0.0693473337577	0.219510581833	0.369655460494	0.141489224956	0.199997422425
m	0.0417845672459	0.118268345798	0.492467060165	0.131317240452	0.216162844608
è	0.0412332155086	0.0703734777193	0.481773574255	0.169459878697	0.237159915109
n	0.0400413613295	0.0574758998398	0.438702026285	0.173162664806	0.290618037863
i	0.0343429460032	0.0529746090066	0.339116996688	0.239328593029	0.334236835741
à	0.0295961293677	0.0399810845122	0.217712882823	0.364468527676	0.348241387347
t	0.0222558199226	0.0369800140367	0.203001578208	0.406102193892	0.331660373216
t	0.0389317962322	0.0416797001949	0.190567801869	0.383229337297	0.345591352605
u	0.0451061490663	0.0318112324724	0.140583106166	0.407426407766	0.375073137068
s	0.0245556811974	0.0197675290502	0.0746922754247	0.452936865922	0.428047674356
g	0.0288356432073	0.0372324203415	0.0682598676722	0.444430550527	0.421241550119
e	0.0308914683388	0.0428397044999	0.0618418681734	0.427839527396	0.43658743804
n	0.0174136556729	0.0221027016719	0.0476043301698	0.408650514732	0.504228783347
i	0.013188160255	0.0152144568033	0.0440012861099	0.426250712511	0.501345356449
t	0.0149166086883	0.0184819963804	0.0503234717566	0.374564753437	0.54171308815
ò	0.0151589763534	0.0246598511401	0.0571137075655	0.338623825479	0.564443567383
r	0.0142173499185	0.0260819496214	0.0598380939685	0.358759276493	0.541103239128
u	0.0169080905728	0.0236987552331	0.0579516413895	0.342556741364	0.558884673043
</S>	0.0178422073814	0.0210183727255	0.0504231735948	0.341373846082	0.569342332522
