 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.5977000052	0.079344719083	0.0392309279226	0.0325150169531	0.0302592256931	0.0297117858443	0.0301536107583	0.0322727612807	0.0301939553598	0.0331325332819	0.0303175346077	0.0351679789884
M	0.4779175908	0.156732498016	0.0441471497226	0.0357662802871	0.0335612014333	0.0305369271706	0.0335453415113	0.0353716272116	0.0332923108251	0.0401949861017	0.0309294025332	0.0480046734692
à	0.3770300312	0.248475182939	0.0488594393475	0.0366315867752	0.0341874354498	0.0268200929589	0.0353285103741	0.0401944307163	0.034414018063	0.0390266329689	0.0271386912749	0.0518939209547
r	0.370334486133	0.286912321646	0.0572167743558	0.035701952944	0.031748927358	0.0235867391322	0.0317809912807	0.0381354944813	0.0325644488154	0.0293313164545	0.0225094671305	0.0401771073367
i	0.266190658911	0.415445937215	0.0644570107786	0.0336401732302	0.0303758708842	0.0256853868085	0.02753317759	0.0294590330225	0.028243145088	0.024671291251	0.0213840108356	0.032914286476
k	0.13808687797	0.532842119072	0.0751007578129	0.0373978785189	0.0332839910064	0.0281953897655	0.0275531571166	0.0255863692702	0.0246308420082	0.0238194940286	0.0216391259294	0.0318639717213
a	0.0889174068567	0.499405232357	0.144772588338	0.0399697533192	0.0349638441047	0.0299038252686	0.0292095730241	0.0256141441689	0.0241072305542	0.0244005949775	0.0229859408503	0.0357498459914
j	0.0624937118189	0.470920952452	0.187262613179	0.0440527199553	0.035357817274	0.0285149117105	0.0299487638936	0.0308807081261	0.0239225593309	0.0243897620857	0.0234167646541	0.0388386684932
u	0.0518640776063	0.403712568084	0.254625486993	0.0456280543851	0.0333569286627	0.0259596403397	0.0312185645778	0.0377944239794	0.0232462010595	0.024017001323	0.0234015503381	0.0451755301743
r	0.0469825548021	0.330754796295	0.324932665931	0.0437954161617	0.0312815514183	0.025032072285	0.032455035594	0.0409511494401	0.0254017452631	0.024645753087	0.0229673742548	0.0507999556231
è	0.0435738242674	0.276891309565	0.380036588244	0.0597427405539	0.0312444883921	0.0235351715859	0.0308554191083	0.0398255631206	0.0264384781163	0.0225246910822	0.0198255064725	0.0455062296669
i	0.0360217919091	0.165810590588	0.477265802081	0.0967958381846	0.030791681774	0.0224970241228	0.0286171036	0.0372615259674	0.0247691063788	0.0233550576528	0.0177287458248	0.0390857389551
m	0.034282076403	0.115791866089	0.469731449027	0.123790743928	0.044936663382	0.0288560758258	0.0335166390455	0.0346340829835	0.0285696753737	0.0306507780528	0.0181326932698	0.0371073073967
i	0.036382077261	0.10138266319	0.389200305876	0.182605484176	0.057897413034	0.0331999241806	0.0381614784278	0.0368249665856	0.0308458757063	0.0315718781909	0.0212588719877	0.0406691039204
a	0.0287619613097	0.0712746542567	0.301991163359	0.293054473525	0.072480993318	0.0306424865282	0.0348510883669	0.0369804543805	0.0311314870074	0.0369403816055	0.0216212840185	0.0402696296107
m	0.0294119892526	0.0655005556256	0.216541900586	0.308743535508	0.108764214306	0.0381185522054	0.0409030647016	0.0385239177799	0.041735853998	0.0515114743437	0.0207456945227	0.0394993335509
à	0.0325037798575	0.0643864473352	0.168840162262	0.312264559636	0.127861613702	0.0452326717751	0.0470622104883	0.0401992781643	0.0454755710436	0.0444890441436	0.0230622957587	0.0486224218315
k	0.0262578944325	0.0506035278851	0.152308887221	0.331263172612	0.151908393434	0.0517358216584	0.0415620027105	0.0390487014331	0.0389843185793	0.02891006624	0.0212136943398	0.066203499408
i	0.0224223126295	0.0419406766284	0.113645320674	0.255538042537	0.233901969545	0.0972176708861	0.0460203429102	0.039864047283	0.0354829149232	0.0250281546825	0.0174131497127	0.0715252703095
n	0.0207428039312	0.0345971235521	0.079357545558	0.196628673112	0.316994390515	0.121757274495	0.0524723023034	0.0366044774743	0.0311559467978	0.0246801512599	0.0173923446473	0.0676167937613
a	0.0189218930691	0.0307484688887	0.0624639639427	0.158745711704	0.312318238505	0.157739428098	0.0708879052345	0.0371083663514	0.0365595098239	0.031373741062	0.0188318057935	0.0643008587764
k	0.0193261220724	0.0312272530096	0.0483917374776	0.112117332701	0.286345789968	0.180640801099	0.0894168082782	0.0434279192038	0.0544029781973	0.0496327551241	0.0216598594654	0.0634106544872
a	0.0181174210328	0.0301922419919	0.0412783163839	0.088901872967	0.251571467323	0.199923592833	0.107847225693	0.0451210444213	0.0606827770638	0.0600665413676	0.023625405368	0.0726721561188
k	0.0151415761729	0.0263655004046	0.0355542164126	0.072454666889	0.216578755641	0.209028223544	0.124025562831	0.0503571097404	0.0739413002706	0.0666849252021	0.0333919464773	0.0764762550547
o	0.0133834597176	0.0242456579615	0.0309458069822	0.060666541903	0.188918308247	0.196987987181	0.150823868144	0.0619408732468	0.0853829537749	0.073947443609	0.0369023936943	0.0758547521384
n	0.0118023598099	0.0197248114172	0.0292847348854	0.0584076064743	0.143555371582	0.20610922186	0.181156401781	0.0818441194156	0.077630382703	0.0760949696779	0.0334466316553	0.080943375113
s	0.0105906968673	0.0205861610691	0.0289626666951	0.0540764430514	0.151871140861	0.188577800087	0.185962815927	0.0884613518719	0.0850490566677	0.0722119283926	0.0324177247518	0.0812321380197
u	0.0091108119891	0.0164849987997	0.0234386844984	0.0418544558971	0.143947142314	0.173110811429	0.209618413309	0.0937881632906	0.0999731565892	0.0588879653909	0.0406155364013	0.0891697647692
m	0.0097013047397	0.0140539973799	0.0220147955461	0.0359730617524	0.114748873465	0.169997320983	0.201768267303	0.100895588297	0.0968800822031	0.0687034456903	0.0472380788344	0.118025008264
è	0.0112392450166	0.0137485644976	0.0230987073687	0.0359257571175	0.100622204355	0.168239861434	0.192346271701	0.129893935699	0.0935573970077	0.0674522636634	0.0440482478008	0.119827378389
i	0.00905892295887	0.0092937967512	0.0172669882696	0.0298203624485	0.071873755745	0.134086065905	0.2155090231	0.168095403833	0.111083623669	0.0619761833878	0.0514786917563	0.120457074978
k	0.00959841329096	0.00933369669273	0.0161664761459	0.0269901634215	0.0529660985817	0.105471665688	0.217570370367	0.167349629744	0.12152875253	0.0863418445959	0.0481405960121	0.138542292666
à	0.0133232899817	0.0102960885502	0.016475004078	0.0266440309432	0.0468840921672	0.096540867456	0.210733384856	0.159623180315	0.13315020495	0.092616503132	0.0492841872574	0.144429195825
n	0.0120454487319	0.00852699006807	0.015639663266	0.0264472750791	0.0420576955157	0.090593806372	0.204865590619	0.159564530505	0.140070160783	0.092415973044	0.0499711284751	0.157801676838
n	0.0153411294286	0.00868259053602	0.015051379354	0.026542742967	0.0411173835719	0.0903374804107	0.18655105034	0.148897385502	0.153813435925	0.0996969094147	0.048155265301	0.165813162613
i	0.0170788438562	0.00795444051734	0.0108539164847	0.0189291593897	0.0320369861373	0.0720248070169	0.146744789233	0.136618467567	0.205239868279	0.0996270536716	0.073877844347	0.179013817671
a	0.0108339912568	0.00599398904045	0.00786024746223	0.013499098896	0.0194190508888	0.0435964914848	0.1144127462	0.150056218882	0.222668779466	0.106800348224	0.124480517249	0.18037854067
l	0.010683707645	0.00922099266348	0.00934553141208	0.0153368214321	0.0230425725947	0.0440449708874	0.122732695916	0.171329438321	0.167827275422	0.123748167875	0.131231133016	0.17145665207
ì	0.0110561288697	0.0108808245678	0.0109116734614	0.0167670082514	0.0261625487269	0.0435367172558	0.123992546039	0.157047903554	0.135619787474	0.127144916292	0.154083973005	0.18279591473
o	0.00795844802683	0.00710839935527	0.0089028328676	0.0135356938137	0.0185876517605	0.0298503145559	0.088782787453	0.12776274443	0.173690819685	0.131271784764	0.211896948335	0.180651502617
k	0.00774078257221	0.00673704741509	0.009317126351	0.0141297300718	0.0169023213077	0.0254775624293	0.0678379347377	0.130892902675	0.175824356255	0.167431834255	0.195787215712	0.181921142672
o	0.00860291999974	0.0080908022595	0.0114294373916	0.0165369784313	0.0189530993755	0.024560364337	0.0556815062766	0.105916832416	0.144292446648	0.180399269885	0.212888127904	0.212648204291
n	0.00770853618258	0.00773405355563	0.0108715339918	0.0160103873238	0.0174897962808	0.0217186645563	0.0429744168262	0.0781580105293	0.138039236613	0.174494108095	0.232770971835	0.252030292097
s	0.00752817545219	0.00657800708321	0.00904173192393	0.0135964690393	0.0164284140523	0.0201179371421	0.0379220299721	0.0675604572764	0.124435430871	0.204917099365	0.232406301078	0.259467993166
ù	0.0072800567754	0.0055770562144	0.00742922330198	0.0104993439271	0.0147304847054	0.016103858642	0.0310614907334	0.0493874320521	0.105755080224	0.224892158188	0.258456105626	0.268827754522
m	0.00637122003647	0.00562809887993	0.0108912405307	0.014343273779	0.0165206690885	0.0182565442293	0.0316248730645	0.0528751265174	0.0973666337413	0.236596287796	0.246265346542	0.263260713507
o	0.00613251936149	0.00648341632978	0.0130411421709	0.0169069601539	0.0178809810992	0.0194285884792	0.028950226698	0.0473492239405	0.0808315818471	0.227062129065	0.257604754181	0.278328493169
s	0.00534515507183	0.00606841240259	0.00883314699963	0.0120225939942	0.0131044366855	0.0146002613049	0.0222074898185	0.0356457445748	0.0660134296157	0.204056181155	0.274938787394	0.33716435399
e	0.00530550117888	0.0058849198732	0.00710874209821	0.00970721515207	0.0108917738405	0.0123556520658	0.0197400426175	0.0302325599143	0.0581661866919	0.169623933518	0.307718041131	0.363265472263
b	0.00551422277923	0.0062800141594	0.00822746893974	0.0103369889974	0.0114780299442	0.0126704975631	0.0175449995838	0.0266764615608	0.0526156909173	0.166237823639	0.334413763977	0.348004104754
e	0.00503570796561	0.00615915127247	0.00860695994298	0.0105545631587	0.0117684321785	0.0130304411237	0.0165184284881	0.0254682831023	0.0487604518431	0.179382684213	0.317041450926	0.357673460918
n	0.00422391287574	0.00639659902482	0.00813479554206	0.0112099300816	0.0115444411373	0.0134335413539	0.0168922495128	0.0231957752094	0.0412552887517	0.152730730804	0.320266007642	0.390716719639
z	0.0118518434326	0.00635167918361	0.00657043647869	0.009665004863	0.00941655788177	0.0117813961746	0.0152321967036	0.0274799706165	0.0503041826372	0.154683307001	0.357857181881	0.33880623988
ì	0.0159785157389	0.0056065403692	0.00575264697956	0.00861833599967	0.00961122752192	0.0105619760649	0.0157968780505	0.0302065996588	0.0675011349324	0.180969712334	0.364572782627	0.284823668627
n	0.0130701653483	0.0111696192401	0.01161485532	0.00933129480809	0.0109461943868	0.0131425157276	0.0186507867011	0.0308958153529	0.0704453127841	0.183366565445	0.359197822209	0.268169113542
a	0.0121284564805	0.0155823568354	0.0147853733706	0.00959427385443	0.0107881890403	0.0126835475732	0.0163999878392	0.0274648553943	0.054164951726	0.163824475148	0.34867531407	0.313908290514
</S>	0.0100329453538	0.0138079753171	0.0126477252109	0.0104744242555	0.0115966924869	0.0113436141736	0.0149918827814	0.0233665838622	0.04149672575	0.158710428574	0.317371767035	0.374159306257
