 	voglio	che	Maria	venga	domani	</S>
i	0.737753318	0.08712587442	0.0438633301243	0.0390835121736	0.0456767330474	0.0464971905973
t	0.583753380667	0.183354912673	0.0504461136745	0.0469427151828	0.0704744609119	0.0650283838611
è	0.428397241556	0.309105570224	0.0583120977208	0.0477569365795	0.0883035523443	0.0681245397098
l	0.308886109452	0.391035870741	0.108154104672	0.0444499737255	0.082341676423	0.0651322223105
o	0.195074699417	0.47519767158	0.125360488559	0.0412655609302	0.081503461474	0.0815981614086
i	0.119739714606	0.393135070327	0.232475128653	0.0666760738634	0.0812851161188	0.106688911097
M	0.111060650802	0.208879570309	0.312326912391	0.143584571108	0.0977952475443	0.126352988442
a	0.115563786667	0.195324435303	0.242864338637	0.162504194723	0.108528633059	0.175214565803
r	0.0703478286757	0.223714673434	0.192514642699	0.135231292748	0.138903843566	0.23928772199
ì	0.0625358450119	0.196683440478	0.234207001953	0.132962279823	0.166566745095	0.20704475499
a	0.0578959236506	0.157196686693	0.264230879091	0.191279340834	0.181149473405	0.148247785803
n	0.0454336677875	0.117203964992	0.21447118557	0.284530463505	0.199595648442	0.138765098014
a	0.0423488097018	0.0908056197053	0.17901285027	0.290993463968	0.217758513881	0.179080676205
r	0.0377655699826	0.0676936455704	0.11860012335	0.261318557789	0.270477017027	0.244145026602
t	0.0741022489609	0.0412143037321	0.0764593025833	0.210056672463	0.309351815742	0.288815633001
i	0.098031522207	0.042648914596	0.0690475541944	0.142988415688	0.317575795314	0.329707768067
à	0.054489486369	0.0388122521527	0.0607363376581	0.107173157896	0.419610873105	0.319177872329
v	0.0238609908763	0.0214997167102	0.039270562926	0.074720790232	0.517242437035	0.323405451816
v	0.0648127707854	0.0161975002601	0.0278268734887	0.0612792001107	0.474806314498	0.355077297472
r	0.137514042433	0.0144172076067	0.0226463458596	0.0508627093799	0.396949629201	0.377610044091
i	0.120829049767	0.0219697777809	0.0241491156965	0.0387678615696	0.308785654236	0.485498561497
</S>	0.0780734869905	0.0272066947574	0.0246741844483	0.0386114680848	0.263244985548	0.568189250749
