 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.565622915	0.209138893	0.031220409517	0.0218108664561	0.0188646903282	0.0188285830005	0.018302326296	0.0184349789438	0.0186382018326	0.0184351751251	0.0204858804536	0.0200718678737	0.0201452807315
n	0.384171144333	0.242385811	0.112029567932	0.0334326804948	0.0264910532102	0.0248072077574	0.0198435991099	0.0208063217778	0.0247463032104	0.0245646604618	0.026948849887	0.025642024314	0.0341308455298
ì	0.191643806844	0.237351647667	0.236285877644	0.0797748473649	0.0328118509167	0.0276595203355	0.0195957339642	0.0204800617139	0.0295238689828	0.0299108296925	0.0297025228613	0.0260431072187	0.0392163933513
c	0.116207838081	0.237089472289	0.276856484681	0.0993571040683	0.0345161457256	0.0272269426122	0.0193391264698	0.0190743200181	0.0389681108411	0.0440091917567	0.031023351265	0.0237951878294	0.0325367603189
h	0.128999175294	0.240696307163	0.24567033716	0.0964790262614	0.0372860342867	0.0288666962246	0.020319513987	0.0201442699984	0.042520895637	0.0486488806672	0.03263949949	0.0266618058765	0.0310675495336
a	0.130887368765	0.207955779454	0.268344304187	0.129861979779	0.039293879627	0.0270284488812	0.0209573518254	0.0212454142455	0.0317767203852	0.0337324389779	0.0284531388949	0.0303892514161	0.0300738684564
n	0.085226807815	0.138655404018	0.293670678996	0.18044882126	0.0615745379623	0.0294250927641	0.0235801462013	0.0232021568971	0.0295286477621	0.0299517499391	0.0294556365128	0.0382909492733	0.0369892178026
d	0.0828817368423	0.109975642253	0.220677744932	0.19706404342	0.0969419379208	0.036705990268	0.0253006134368	0.0241051076999	0.038188258474	0.0395641109226	0.0369358869145	0.0470324661613	0.0446263030262
ì	0.0870234494914	0.105702690864	0.169893757977	0.200318827207	0.159461657374	0.038256570596	0.0239910411993	0.0221833877485	0.0383513355567	0.0416288832197	0.0341714140854	0.0398855973943	0.0391312660541
s	0.0617698741305	0.0832741085547	0.163026884592	0.229444819469	0.224936467258	0.038377195952	0.0251309471398	0.0209750988846	0.0307102049264	0.0341918871638	0.0261985918537	0.0329893100656	0.0289744721897
