 	deve	essere	bianco	</S>
è	0.717344659	0.1335202639	0.0699040305674	0.079231052934
n	0.626867034333	0.2044672843	0.0723176034674	0.0963480431249
a	0.463768530778	0.344069423033	0.0693082711058	0.122853765075
è	0.262279235993	0.510368165278	0.0901317738519	0.137220835112
n	0.155565916364	0.495043773093	0.173433524817	0.175956742737
e	0.139726019155	0.350770918164	0.326313681872	0.183189293779
à	0.100573638312	0.223745221721	0.499206162891	0.176474919393
s	0.047136553426	0.12141024104	0.673500560297	0.157952603331
p	0.0215457705153	0.07674789772	0.761677470099	0.14002880911
r	0.0135055752364	0.0622813895467	0.7072427387	0.216970232083
o	0.0152470749921	0.0517594724489	0.518729472633	0.414263938741
</S>	0.0165983661361	0.0495821718245	0.378260243916	0.555559219371
