 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
e	0.6249484916	0.0780243053	0.021772913161	0.0155602949131	0.0115298097408	0.0113537522749	0.0112262352356	0.0116037722023	0.0115025142211	0.0112361222071	0.0113417671978	0.0112106602458	0.0113001984681	0.0110831628603	0.0112226817552	0.0113767670965	0.0112528631385	0.0112876261085	0.0120838561458	0.0113910745424	0.0114124797695	0.012063067626	0.011978198632	0.0118391317178	0.0157274173467	0.014670904278
v	0.513533615533	0.119695448633	0.0324823098937	0.0185003520338	0.0130447395164	0.0136363748867	0.0126710399463	0.0141170433238	0.0139938625477	0.0134647998373	0.013642238019	0.0134107232912	0.0133604656026	0.0130955097822	0.01339817976	0.0133144269431	0.0129469040838	0.0134321597028	0.014073242856	0.0130832231578	0.0127038688646	0.0140383467269	0.0133373390962	0.0134720640482	0.020651115119	0.0269007134212
ò	0.355002522511	0.259949815078	0.0542851358312	0.0198230075679	0.0135551894554	0.0133522962349	0.0129340765692	0.0143740265768	0.0138609930579	0.0132552014176	0.0139973804685	0.0133086885634	0.0129143126932	0.0130374253029	0.0134216746672	0.0129022509179	0.012086864415	0.0136611289374	0.0145513390941	0.0125417478043	0.0117205073043	0.013361849537	0.0120048508463	0.0126564242778	0.0190104738246	0.0284308586099
o	0.206463622237	0.398065257226	0.106606168477	0.0184842048593	0.0123157324764	0.0113715345488	0.012006028788	0.0136320716653	0.0120395567172	0.0114912399367	0.0125600709212	0.0115328791834	0.0111121410679	0.0113572088167	0.0116258944783	0.011192260621	0.0104077677307	0.0122280658978	0.0138475224929	0.0111878433997	0.0105880251149	0.0121188931131	0.01120737686	0.0120824541922	0.0162933234599	0.0181828600998
s	0.112612471059	0.390378279475	0.189116901959	0.0196417746531	0.0120921129209	0.0118654398615	0.0121010033407	0.0166082086721	0.0135965296673	0.0128213963455	0.0139954996753	0.0122567617288	0.0116202685387	0.0115919657996	0.0118624451296	0.0111468588132	0.0109379340262	0.0131147862312	0.0136421195914	0.0114434036699	0.0111203398694	0.0133872895373	0.0121282276098	0.0128711520663	0.018173941171	0.019872919932
p	0.10472312027	0.327474827758	0.20863716712	0.0232290344044	0.015104964969	0.0140558485341	0.0144711191793	0.0207231965837	0.0168861396637	0.0158575289293	0.0175691474645	0.0151975562448	0.0134228527118	0.0141930945748	0.014653562959	0.0127454731689	0.0118063047861	0.0154272553283	0.0142005243079	0.0127394578105	0.0115857115615	0.0155685926864	0.0122671739726	0.0135690931428	0.0198619382039	0.0240293327242
ì	0.110259369694	0.295837702586	0.229901373573	0.0324869439215	0.017141359743	0.0144021208737	0.0151877640191	0.0199557348871	0.016865156221	0.0159514555136	0.0175874082697	0.0157247367508	0.0135885825367	0.0149561914145	0.0154371335183	0.0131570171771	0.0115720903078	0.015317697775	0.0136726748961	0.0127706005224	0.0110717187828	0.0148488044899	0.0113179120904	0.0129954155396	0.0174045998699	0.0205884347791
t	0.0737244883287	0.272962091129	0.298630245258	0.0478134565738	0.0205349371377	0.0141856993089	0.0162707724014	0.0178174888235	0.0151894108281	0.0148636057307	0.0166492427762	0.0146270155989	0.012803568889	0.0139170488898	0.0145071836603	0.0122740535849	0.0117597284097	0.0145248609217	0.0129384114597	0.0116164939285	0.0103126752353	0.0123404660545	0.0102717654869	0.0112995817069	0.0135529060551	0.0146128660662
i	0.0533207925802	0.20879269791	0.309747239686	0.105363397725	0.0280150583239	0.0153085179399	0.017106679146	0.0181340534669	0.0158167083772	0.0155637565814	0.0172656260671	0.0151311399	0.0135017107216	0.0142382407922	0.0147715395308	0.0124876642323	0.0128572574975	0.0153619768139	0.0128637202772	0.011732858367	0.0107386583228	0.0118192325535	0.0106747755077	0.0111812974265	0.0132929664937	0.0149125179553
o	0.0458024411734	0.132050972923	0.263089796429	0.208438937575	0.041158354386	0.0173817424742	0.0151085519313	0.0181431876938	0.0168939291443	0.0162135573542	0.0173372950844	0.0157120785378	0.0145424740359	0.0147331690392	0.0148981453688	0.0129929590256	0.0134744307429	0.0164363527651	0.0132389398334	0.0123239983828	0.0114291411542	0.0122046048412	0.0114042366166	0.0119735652998	0.0141247025757	0.0188925327633
s	0.0348974398991	0.0802388510743	0.20036221981	0.268034678725	0.0898538101087	0.0201026539794	0.0153406329273	0.0176036930919	0.0170037861399	0.0162484614168	0.0186754319541	0.0159067893747	0.0150579958059	0.0149235928642	0.0150418839153	0.0135616870132	0.0136706924968	0.0181528272435	0.0165501332487	0.0130865828215	0.0117880273324	0.0125347074405	0.0113330861283	0.0121255664793	0.0149474252162	0.0229574249279
ò	0.033449495881	0.0614203126381	0.153189124603	0.284983528775	0.145847516436	0.0204698588411	0.0153521073898	0.0164004100297	0.0157790119102	0.0149649905744	0.0184482335176	0.014999211751	0.0141471497468	0.0143062349184	0.0144226347682	0.0132415683373	0.0124842147098	0.0180535227612	0.0187105771033	0.0131253542944	0.0112899904375	0.0140492886373	0.0103432987875	0.0111992014827	0.0140403866915	0.0252828056649
z	0.0296401162283	0.055083847006	0.132907944734	0.288034686525	0.175845137345	0.021826376775	0.0204526049673	0.0162756731868	0.0146339670342	0.0148976256512	0.0189252222157	0.0151123256671	0.0134182750736	0.0143992789198	0.0143583224184	0.0132198080657	0.0128347321606	0.0161586557889	0.0176254520432	0.0128456555902	0.011051349384	0.0140945786328	0.0094861556528	0.0104237552565	0.0123610718907	0.0240873592925
o	0.0271335175308	0.047702829862	0.114962624271	0.271213546108	0.204142087782	0.0394742947717	0.0240152793498	0.0163080912943	0.0146107659047	0.0154104991304	0.0189085760342	0.0153916035155	0.0136441878029	0.0145174130138	0.0142845523461	0.013371443819	0.0136742148094	0.0151725529286	0.0156544308427	0.0128005059716	0.0113671535755	0.0124852880158	0.00977429155496	0.0104118794116	0.0121440143434	0.0214242784195
p	0.0261455386346	0.037556466514	0.085563814037	0.236358731836	0.233064362461	0.0560511137239	0.0302937096939	0.0168499608281	0.0157728760257	0.0169771953237	0.0208349156549	0.0167370413358	0.0151778802011	0.0156912203388	0.0154531046662	0.014622805124	0.0149801510831	0.0168703386815	0.0173494187588	0.0141178806921	0.0126029687218	0.0132405393157	0.0109416864835	0.0117948832938	0.0134166883339	0.02153472742
u	0.0244826942759	0.031443694574	0.0677770410257	0.190490443145	0.231112334687	0.104388647708	0.0397674223646	0.0182045389094	0.0164592769294	0.0177994333667	0.0216881316382	0.0174146175375	0.0159286809872	0.0163051542574	0.016008135595	0.0152964915943	0.01557804495	0.0176060071077	0.0184371466344	0.0149893862641	0.013402979847	0.0137624733545	0.0115310186269	0.0126788788817	0.0142925343499	0.0231548791537
l	0.0243711378345	0.0294806492127	0.0582368776552	0.155437500648	0.229215500229	0.147216155503	0.0471243316549	0.0193298636031	0.0159030511474	0.0180969122389	0.0228811005452	0.0176319890584	0.0159970054952	0.0163368505731	0.0157858239222	0.0147651046016	0.0160830460448	0.0176415850108	0.01823015527	0.0143489234388	0.0128773999724	0.0130367001504	0.0109937221822	0.0123688817278	0.0137618842794	0.0228478938077
i	0.02217218781	0.0260534623056	0.0497687076084	0.123636107949	0.20060732041	0.197779167901	0.064284792485	0.023701761061	0.0161270427311	0.0185436300803	0.0234258262987	0.0178123416746	0.0160069628698	0.0163976111719	0.0156790667741	0.0145151846032	0.0161712731386	0.0176128564312	0.0183355175514	0.0141611221325	0.0127390299328	0.0131782865241	0.0107686313218	0.0120492319201	0.0140711333467	0.0244017809433
z	0.0196593891727	0.0228698266319	0.0426579802475	0.10280531169	0.18217115007	0.2300710505	0.0742571771617	0.0268380221803	0.0169725444337	0.0197155730301	0.0239657052048	0.0185453833608	0.0165427308702	0.0175038343733	0.0160004101177	0.0141375707125	0.0164058492737	0.0168519794041	0.0169606746596	0.0141980515316	0.0128201678277	0.0137843699676	0.0111919541026	0.0130867833704	0.0152525659334	0.0247339940817
z	0.0166658121553	0.0193719302433	0.0362375362545	0.08724516867	0.216995096023	0.2004194339	0.0735562652539	0.0346396871268	0.0176722009016	0.0214195870547	0.0268815282024	0.0203820448054	0.0175498013944	0.0193635915256	0.0177639287771	0.015294614166	0.0174992864982	0.0168208117172	0.0167569151357	0.0151019630524	0.0132199038005	0.0140936658738	0.011444044058	0.0142452189046	0.0162031666111	0.0231568483565
è	0.020108317608	0.0230879674558	0.0437719991555	0.0979039516233	0.206117354941	0.1887595363	0.089135834418	0.0427493424889	0.0168682804075	0.0183808838296	0.0230795504745	0.0178818107647	0.0150856849013	0.0175976087614	0.0170979824034	0.0144802643272	0.0144958924585	0.0156065323171	0.0165391673175	0.0140256143975	0.0119893886534	0.0129276739854	0.0110617011625	0.0123491384792	0.014237795212	0.0246606496499
t	0.0197988807747	0.0228676602255	0.0441107810425	0.124968507121	0.184135923114	0.161555583633	0.116246063939	0.0561106842763	0.0164352332425	0.0174040299899	0.0219604785649	0.0169490186036	0.0138562640972	0.0168176406937	0.0168352179521	0.0136214346874	0.014605836872	0.015604401682	0.016781428101	0.012933659922	0.0111303780886	0.0113372165482	0.0104414565436	0.0103650322923	0.0114780778994	0.0216489869801
s	0.0200215893371	0.0198592032188	0.0317464758888	0.106822443687	0.196121218638	0.131093348478	0.120591716313	0.0820440864254	0.01857253786	0.0205752566056	0.0244702956955	0.0199422501686	0.0159900123205	0.0190624191026	0.0189391611957	0.0156145723075	0.0179371870185	0.0162528811845	0.0156847367639	0.0145037490885	0.0123799433797	0.0116338920705	0.0105682231873	0.0112936761392	0.011797074458	0.0164820577372
i	0.0239018417616	0.0224731137009	0.0302791060896	0.0786650969557	0.174925888013	0.137344899893	0.121541682771	0.0951818109418	0.0208619994392	0.0229964478308	0.02606125895	0.0212156011504	0.0175209768589	0.0205314844684	0.0196497744344	0.0163628664395	0.0181502080072	0.0164834797133	0.0152929711718	0.0156057481746	0.0137181035962	0.0132843876044	0.011563912175	0.012948722511	0.0134267993872	0.0200118740574
k	0.0204755123137	0.020844067715	0.0274573880765	0.0626808459519	0.134240682871	0.160377020631	0.146335108324	0.0837519091806	0.0220466726331	0.0236541527369	0.0283595762687	0.0225787241153	0.0190642800428	0.0223059504297	0.0216500380394	0.0182910177973	0.0187297356184	0.0183701984754	0.0182425019736	0.0165631168332	0.0146233305742	0.0146462061574	0.0115136807424	0.0131166396547	0.0137412168064	0.0263404689442
u	0.0177305771638	0.0183527407359	0.0233985319975	0.048880485764	0.099475657477	0.162934521744	0.173745393308	0.0891455148602	0.0322966424844	0.0308176273056	0.0319521692896	0.0246757236998	0.0192689068491	0.0224834212511	0.0215025257844	0.0179940293403	0.0183851966647	0.01826907348	0.018656534005	0.0160673072543	0.014126262966	0.0143946937893	0.010691846102	0.0120974201839	0.0134584747997	0.0291987466099
à	0.0171281864875	0.0179998925722	0.0231354350405	0.0445533447813	0.0761159281457	0.165957601981	0.191657369236	0.10917166202	0.0377851934948	0.0349923608352	0.0336875747539	0.0238094046459	0.0168527974749	0.0198580318185	0.0196317454585	0.0141714018254	0.0156056003813	0.0174648415308	0.0173924379179	0.0139189363062	0.012054682586	0.0142941733959	0.00942464396155	0.0110511094055	0.0127562004654	0.0295294382121
i	0.0157296404951	0.0163948427954	0.0208785699182	0.0378696131371	0.0623237860952	0.156303220127	0.193818295879	0.116139891407	0.0427886902316	0.0409375013451	0.0368211813846	0.0244108305006	0.0173082849214	0.0188406061635	0.0191470880702	0.0135678591464	0.0162038618767	0.0198566526823	0.0195774029844	0.0137665430487	0.0121379617816	0.0169069427989	0.0101256926289	0.0158739322536	0.0127782765298	0.029492829946
s	0.0151108562401	0.0158164785471	0.0174628090057	0.030126946589	0.0443807718117	0.124621328176	0.17655331416	0.125355176002	0.0580695982105	0.0535480279817	0.0408793164415	0.0297545314295	0.0207218069098	0.0208529235248	0.0198270707347	0.0151398120828	0.0183284290344	0.0215203505306	0.020858488411	0.0157759971661	0.0141660828786	0.0198532194361	0.0119828762137	0.0215861321381	0.0149901500613	0.0327175194877
à	0.0144962986203	0.015554611785	0.0164021175122	0.026313401401	0.0411235356039	0.121505522059	0.15267670412	0.118349003801	0.0688401422035	0.0677795420606	0.0468802070872	0.0355069490432	0.0216649408613	0.0244430301656	0.0233930741795	0.0148143299823	0.0181224493012	0.0218785167092	0.0214300807782	0.0163230992358	0.0141504310004	0.0198495980471	0.0119421143403	0.0194645717505	0.0149494282407	0.0321462831649
