 	la	casa	la	costruiscono	i	muratori	</S>
t	0.686835149	0.1388454526	0.034577343483	0.0342268904339	0.0336720402268	0.0357734063633	0.0360696334948
o	0.589374663667	0.218675280467	0.0391390107583	0.0356915925453	0.0350861361588	0.038136433296	0.0438968123644
s	0.396793535222	0.367491060822	0.0550538096994	0.0413960098689	0.034170455342	0.0404903947033	0.0646047181745
p	0.315176770007	0.399062611874	0.0693593139531	0.052508655723	0.0342364776993	0.0435550724511	0.0861010672431
ì	0.273003587869	0.448347039558	0.077302842651	0.0490828638613	0.0329752451356	0.0397891972363	0.0794991919384
t	0.17137142489	0.530915350519	0.12658841895	0.0436627420074	0.0308107455676	0.036999863107	0.0596514567283
i	0.126066583363	0.433514500173	0.26393270205	0.0445445584825	0.0314019064711	0.0386505948914	0.0618891751117
t	0.0920087084543	0.289207675391	0.39646293275	0.0752219502408	0.031841860791	0.0391313720675	0.0761254771359
o	0.0663412530181	0.18795214553	0.49012421525	0.0939451750803	0.0306358220103	0.0400619197273	0.0909393925614
f	0.0507894625894	0.114838669977	0.490814850417	0.170608924027	0.0382557216928	0.045279924946	0.0894124076015
a	0.0420527481798	0.0827370893923	0.433263065472	0.250683726009	0.0485101643643	0.0489352078776	0.0938180341558
b	0.0362454073733	0.0675676718641	0.366237393957	0.295240758003	0.0675071916281	0.0561713758592	0.111030293732
b	0.0336994296378	0.0714128354214	0.253939909586	0.338773783334	0.090058774936	0.0834645817587	0.128650759635
r	0.0421333671459	0.0970786228738	0.228762983262	0.323394329111	0.0838346572853	0.0829584471098	0.141837630576
i	0.045043697682	0.0947070324246	0.283833924087	0.31124547437	0.0778170204484	0.0515902445065	0.135762616032
k	0.074883966714	0.0650007502882	0.238594388962	0.346085288123	0.0747793896161	0.0448588943794	0.155797299564
è	0.0762769517847	0.0452471387094	0.158547991187	0.385026831108	0.104290617472	0.0417747822784	0.188835718655
o	0.0370202965762	0.0311833081578	0.128034517442	0.329549231436	0.209933062557	0.0529682866928	0.211311345132
n	0.0266417672034	0.0279904757219	0.0859830708407	0.271322197279	0.277665270719	0.0993854601643	0.211011781711
e	0.0237143352911	0.026804585682	0.0560489368402	0.214584417693	0.284564121573	0.158800606055	0.23548294417
i	0.0166417871317	0.018224566672	0.0331202633067	0.134712364164	0.285875331791	0.243544491352	0.267881105123
f	0.0149600218132	0.018183413162	0.0233717069422	0.145681509855	0.271767628197	0.298316199084	0.227719501441
a	0.0129925458924	0.0164564147007	0.0195778030941	0.139521338018	0.217208436532	0.343459135661	0.250784336547
b	0.00976931689747	0.0119349255602	0.0180304943514	0.078922051606	0.145326342844	0.403974109887	0.332042773382
b	0.0180867986818	0.0447530115201	0.0216914504838	0.0907865015353	0.133436382681	0.366667187679	0.324578668661
r	0.0235033151766	0.101269909987	0.0312410670679	0.118037534578	0.132639247627	0.29962850881	0.293680388954
i	0.0299706811922	0.100340830402	0.0443332935226	0.0969224668927	0.122643294209	0.307535730854	0.298253651185
k	0.0727655958374	0.0581704793273	0.0413670176209	0.0674699302642	0.10740359227	0.338044955764	0.314778348395
a	0.0790591663938	0.0356187313611	0.0339934707976	0.0605132399947	0.0929002827567	0.396644795777	0.301270270265
t	0.0537630086793	0.0429824566257	0.0356853092765	0.0651365877782	0.0993125807189	0.417323191532	0.285796906355
ò	0.0398924530231	0.0406869191286	0.0339058311788	0.0612391104861	0.096327765573	0.371718891691	0.356229044252
r	0.0218185890864	0.0232577813505	0.02899738636	0.044785834246	0.0899242541643	0.38647309723	0.404743044084
i	0.0163483837015	0.0173404121064	0.0203134077777	0.0311128071213	0.0804087185614	0.376755867077	0.457720424028
</S>	0.0140087460567	0.0146504427762	0.0165424362948	0.0245339872237	0.0735467822807	0.333460527538	0.523257110014
