 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.526046886	0.2442934397	0.036564461571	0.0280279176242	0.0269348288524	0.026475784606	0.0266326142905	0.027042075396	0.0297680696069	0.0282139849863
t	0.3719411806	0.359789020167	0.0456654397043	0.0277779212988	0.030517523061	0.028736649943	0.0290641278878	0.0300130760805	0.0359833766988	0.0405116987646
e	0.273762203	0.439860578056	0.0498662447968	0.0294204565372	0.0324566471634	0.0295195552956	0.0298661205405	0.0312312596726	0.0389557435307	0.0450611287267
l	0.2148144421	0.453346784685	0.0608602780276	0.0310519273847	0.0388829597756	0.0321413707479	0.0333664384206	0.0357408085287	0.0473925683121	0.0524023677878
ì	0.150147410533	0.438134728895	0.117462719943	0.0304260960976	0.0469193491367	0.0333974431989	0.0383113105414	0.0396726232226	0.0489320843795	0.0565961822565
s	0.130185653778	0.434856284565	0.160395616648	0.0284997639685	0.0473679818841	0.0293394825355	0.0388859578393	0.0381459619328	0.0417218308804	0.0506014893055
i	0.125814940259	0.404039022455	0.216496623883	0.0286812766162	0.041619162426	0.0263767532717	0.0344414827814	0.0344143324922	0.0397298031263	0.048386662122
n	0.097684665093	0.355691708152	0.290417776628	0.0444524882121	0.0438967571595	0.0266512483956	0.0291910186111	0.0306782950773	0.0358543154653	0.0454816990788
a	0.0742101345043	0.268664643784	0.363845265543	0.0793447290974	0.0461104619418	0.0271472338507	0.0279084651988	0.030351555868	0.0359104631347	0.046506992686
z	0.0652715114921	0.174865734395	0.417000636514	0.105418273979	0.0580354054026	0.0311873398224	0.0297039256287	0.0322485898551	0.0389162175091	0.0473524167064
ì	0.059862057268	0.130560884198	0.435803068838	0.126244816513	0.0758243859342	0.0328545922208	0.0296412511761	0.0305485461055	0.0346948355939	0.0439656479895
s	0.0478196328053	0.106223802799	0.456874288279	0.144430824444	0.0886024767781	0.0271405446349	0.0273063597484	0.0273179022654	0.0324426438127	0.0418416100652
i	0.0454521427444	0.0905988700663	0.397418542426	0.204824090155	0.107091778993	0.0251005110796	0.0263956963128	0.026863299293	0.0332327076378	0.0430224920684
n	0.0441572184843	0.0785263061221	0.308717268209	0.245241218052	0.149948792331	0.0349273756332	0.0296947903577	0.029655409293	0.0325374051289	0.046594303791
a	0.0384639306976	0.0635763347607	0.224712880203	0.272195296951	0.203908596777	0.0480279015444	0.0316877018006	0.0320200273436	0.0344689526073	0.05093843519
m	0.0417928407645	0.0565658473476	0.137571977801	0.265866437584	0.229578048259	0.0674877058481	0.0432933119235	0.0456860314191	0.0418170303991	0.0703407044404
i	0.0413250528575	0.0541082383899	0.097638981467	0.232744574595	0.261975630086	0.0856137639494	0.0494771384278	0.0516941864704	0.0437945331849	0.081627725228
n	0.0322842351332	0.046629522342	0.077286216689	0.204175683798	0.322850968029	0.109401705183	0.0515248781759	0.0437481959875	0.0384653212012	0.0736331595122
ì	0.0257443107524	0.0371509711041	0.066926670963	0.156836761799	0.369099838676	0.153892768528	0.052678074412	0.0379692077058	0.0333008059849	0.0664005590053
s	0.0223483765941	0.033045926819	0.0636707689877	0.150115477533	0.393702470625	0.166936886443	0.044959714944	0.0314657569559	0.031466360284	0.0622882265966
e	0.0235809910337	0.0384261829659	0.0557697669759	0.134452394178	0.328189630542	0.239057261081	0.0494568335013	0.0321122980386	0.0325461595951	0.0664084329949
l	0.0273987594402	0.041828937634	0.048386173552	0.109655676926	0.237159493447	0.318368261027	0.0680905233671	0.0383694095555	0.0383707556844	0.072371992275
i	0.0288348811467	0.042198408438	0.042917090844	0.0905559771087	0.187145792882	0.336053270809	0.0932547945224	0.0464502169145	0.0441494969308	0.0884401215217
p	0.0283559889596	0.0398699144069	0.0368613095147	0.0757340548496	0.146789354027	0.331303296736	0.128744393507	0.0635636890715	0.0466864966103	0.102091609121
a	0.0257501788472	0.0345670487799	0.0343581170296	0.0665259862965	0.126689686742	0.316335275312	0.152457028836	0.0891635402572	0.0501419434501	0.104011139594
r	0.0198221422084	0.0291140739311	0.0293811478745	0.0578522602722	0.105296881781	0.294052504437	0.180843866945	0.105502547519	0.0562442644634	0.121890228305
ò	0.0146701049681	0.0219114305095	0.0221965394582	0.0517970643307	0.092766933727	0.241667155079	0.255485202315	0.108591592873	0.0557409482545	0.135173006222
n	0.0134494671094	0.0220954311658	0.0248518327261	0.0530025291769	0.097191718909	0.23075619136	0.266845243438	0.118428036358	0.0466727401848	0.126706741947
g	0.0153122164851	0.0242675296546	0.0272080570554	0.0506642011256	0.114723382303	0.201916583853	0.254946023813	0.127220481253	0.0494914117283	0.134250087469
h	0.0152151470257	0.0279725272542	0.0266360275251	0.0490215908885	0.110428258234	0.177513239551	0.278906400604	0.116054926418	0.0536043216428	0.144647606156
ì	0.0126153308479	0.0270835047094	0.0254903250864	0.0426675275428	0.0855156993447	0.172986542384	0.323346238868	0.114038609606	0.0647405266809	0.131515735132
z	0.0117548979006	0.0216019129025	0.0218467480801	0.0343673046476	0.0771930835816	0.138376721995	0.324022283623	0.161515386335	0.0862273561603	0.123094309924
i	0.0126633779695	0.0200556310077	0.019909440016	0.0278231028252	0.0676066194272	0.0956657966983	0.262692116541	0.240909459112	0.10790700072	0.144767474508
n	0.0135237445535	0.0193555704046	0.0186443794947	0.0256082446831	0.0433461774424	0.0726722237328	0.23199350018	0.273280430704	0.12919743244	0.172378328836
a	0.0114761972662	0.0143919029247	0.0139993269749	0.021602315173	0.0307041473875	0.0585451647443	0.182521705393	0.280058727235	0.184486642413	0.202213867412
f	0.0100058344887	0.0117987630894	0.011101073205	0.016412339011	0.0241010617358	0.0439999594814	0.157433747331	0.275544260412	0.240137801471	0.209465074471
à	0.00898138258957	0.0114624106109	0.0124513319783	0.0190790836303	0.0229018836786	0.0455335452005	0.179941989044	0.239301882804	0.258792795757	0.201553687157
i	0.00699461548719	0.0101949390359	0.0122989087828	0.0170803859502	0.0169812677729	0.0355138051268	0.153947523415	0.217509534935	0.290919215519	0.238559876719
a	0.00627715258913	0.00779690515557	0.00902954587093	0.0108568718471	0.012429197731	0.0236779075243	0.105755791005	0.208693366978	0.36528784784	0.25019543224
l	0.00636146462778	0.00702823767452	0.00821560764631	0.0101488195792	0.0151040034037	0.0248167313968	0.0855345078017	0.196033621926	0.404525529947	0.242231469413
ì	0.00663087002993	0.00758058177151	0.0140034869314	0.0165163224864	0.0213278921212	0.0320340204256	0.0823948698006	0.159174646109	0.400413873316	0.259923378471
