 	voglio	che	Maria	che	venga	domani	</S>
i	0.72365996	0.0861987469	0.0379739744356	0.0341676434196	0.0341571326335	0.0433265250324	0.0405159662019
t	0.573276713333	0.185379930233	0.0457456454605	0.036978036925	0.0391711596023	0.0638388099208	0.0556097205145
è	0.422959451778	0.314061748078	0.0534598503735	0.0350475310111	0.0393445761356	0.0774423898247	0.057684473927
l	0.309317392259	0.390467593359	0.107903896785	0.0337158131938	0.0353631825494	0.0707993213516	0.0524327751456
o	0.201532405086	0.468210404786	0.131076412528	0.0338565698353	0.0326169103632	0.0699639888883	0.0627432472705
k	0.150780965962	0.465945479262	0.154706049259	0.0416165299998	0.0402082103332	0.0733586572661	0.0733840256133
a	0.136857376387	0.382301216154	0.20946431057	0.0474562902999	0.0417892146111	0.0786850001804	0.103446519376
i	0.102593391956	0.261158099251	0.318747964457	0.0611647972	0.0444859706437	0.0879795113648	0.123870215569
M	0.0957395309653	0.15216267295	0.346616767125	0.0921004199333	0.0863277433299	0.0987443740339	0.12830843828
a	0.0992505355418	0.141480954783	0.265375625948	0.118297667111	0.100881141559	0.11015852573	0.164555485559
r	0.0562335305406	0.143095948328	0.221559475007	0.15305006497	0.0787962989663	0.13724236945	0.210022282918
ì	0.0443447119669	0.128508304376	0.24069414156	0.16990708139	0.0714153489688	0.155890958143	0.189239511906
a	0.0384422218543	0.102029444832	0.241603030947	0.20597392207	0.104930818156	0.170437327608	0.136583349775
n	0.0329146582534	0.075060397674	0.161831558276	0.24709395363	0.178504672085	0.180137140769	0.124457624825
a	0.0333440671745	0.0590070816193	0.115816759445	0.219858071038	0.226939832362	0.18198507719	0.163049067035
r	0.0270837374248	0.0422117320191	0.0716655761217	0.184700161174	0.242896838587	0.204409338997	0.227032613212
t	0.0751545759483	0.0264957215144	0.0455700895606	0.149355045218	0.214254898702	0.221831633866	0.267338061337
i	0.100794011746	0.0308579186461	0.0423826287602	0.107295966106	0.163378216074	0.254445075822	0.300846227112
à	0.0497197987056	0.0287744162547	0.0367116579734	0.067537802942	0.134082542691	0.396209293274	0.286964521931
v	0.0217022670905	0.0176323011262	0.0261012357311	0.0440292023473	0.101920982897	0.493987089291	0.294626952237
v	0.0685265388968	0.0138211176691	0.021061373587	0.0403299367384	0.0824916493923	0.44866727363	0.325102110646
r	0.142039444112	0.0122464006516	0.0179927524797	0.0326741991868	0.0670294598081	0.383035621072	0.344982137282
i	0.11926795124	0.0187275154468	0.0196218941806	0.0312041630983	0.04698874452	0.318036105219	0.446153704961
</S>	0.075119326861	0.0230942888504	0.0198352471703	0.0318711623262	0.04182553056	0.290871213609	0.51738334248
