 	ora	che	loro	non	vengono	più	</S>
à	0.739392635	0.06220364214	0.0440360521894	0.037154277176	0.0394369100657	0.0388671280879	0.038909398613
r	0.619588431533	0.162111913207	0.0572684656561	0.0375022806893	0.041166740701	0.0411199371389	0.0412422245904
t	0.501998633044	0.242096133002	0.090070868528	0.0372062204828	0.0437200764503	0.0413994573801	0.0435085975117
e	0.365729724148	0.354725136334	0.105722899512	0.0396092585202	0.0440771203939	0.0422880993699	0.0478478037417
k	0.196037232116	0.481943864778	0.143843783371	0.0417001747063	0.0425893217004	0.0435733412647	0.0503123319813
a	0.117442383172	0.484800333593	0.197841064057	0.0519218220688	0.0424217909183	0.0451889759251	0.060383624621
c	0.0789833670307	0.392335776531	0.300566992486	0.0691492900629	0.0465320604976	0.0456827043339	0.066749769726
ì	0.0595761566502	0.26979556551	0.411910492829	0.0899226313743	0.0505713899479	0.0396502189746	0.0785735837067
n	0.0552091276701	0.242924487437	0.42317189361	0.101777753991	0.0479648242293	0.0367881871909	0.092163821851
i	0.0476704268834	0.190757520412	0.341541283203	0.23745853653	0.0575934865631	0.0378703078296	0.0871085351765
e	0.0349920831438	0.102819402311	0.213923631068	0.39177508151	0.116627221454	0.0400071892512	0.0998554489766
n	0.0303482510639	0.069625583377	0.174902188356	0.332317756503	0.207966231818	0.0598410196371	0.124998998419
è	0.0284850425546	0.061001369759	0.162721112785	0.228361673434	0.316696279939	0.076118477479	0.126616118853
r	0.0308978322115	0.048890227193	0.122261474928	0.191605997345	0.380206639446	0.0841524238663	0.141985546264
k	0.0309658284985	0.0689370092777	0.0890154223093	0.162143990048	0.378353775949	0.105859882129	0.164724214388
o	0.0214576901608	0.0676805896126	0.0539214672564	0.122510324616	0.307518856183	0.21818004111	0.208731125996
t	0.0135603069069	0.0353541202442	0.0375513521055	0.0848482631387	0.246459420128	0.321003633037	0.261223023665
t	0.010673447387	0.0473233060347	0.0339498421885	0.0555088239529	0.224951510576	0.327491887679	0.300101275022
e	0.00848353641367	0.0458456006036	0.0244129980655	0.0353346971643	0.140960233459	0.398951413893	0.346011561474
p	0.00531114810456	0.0203842511589	0.0153329497045	0.0220094579148	0.087128778753	0.539300578631	0.310532844225
l	0.00385816799885	0.0134074995933	0.0116363957348	0.0143273242449	0.0771364035843	0.60730134221	0.272332841808
è	0.00476424397695	0.0104466455531	0.00969530859827	0.0163160053863	0.0638679577281	0.606551878737	0.288357910269
o	0.00782849268132	0.00747505116135	0.00890849153862	0.0187239010621	0.0536556892427	0.587073886912	0.31633439709
</S>	0.0100127340342	0.00685645833514	0.00840015854811	0.0163503655041	0.0495219563213	0.566368294456	0.342489911545
